
  0%|▏                                                                                                                            | 130/100000 [00:01<17:28, 95.29it/s]
  6%|██████▊                                                                                                                     | 5500/100000 [00:57<16:25, 95.84it/s]
epoch 5400  training loss: 0.07944948226213455
epoch 5400  clean testing loss: 0.023096933960914612
epoch 5500  training loss: 0.07918281853199005

  6%|███████                                                                                                                     | 5690/100000 [00:59<16:22, 95.95it/s]
epoch 5600  training loss: 0.07889093458652496

  6%|███████▎                                                                                                                    | 5880/100000 [01:01<16:27, 95.29it/s]
epoch 5700  training loss: 0.07855343818664551
epoch 5700  clean testing loss: 0.024044854566454887
epoch 5800  training loss: 0.07817307114601135

  6%|███████▌                                                                                                                    | 6080/100000 [01:03<16:25, 95.29it/s]
epoch 5900  training loss: 0.07790352404117584
epoch 5900  clean testing loss: 0.024291982874274254
epoch 6000  training loss: 0.07733118534088135

  6%|███████▊                                                                                                                    | 6270/100000 [01:05<16:24, 95.16it/s]
epoch 6100  training loss: 0.07690828293561935
epoch 6100  clean testing loss: 0.026262514293193817
epoch 6200  training loss: 0.07643433660268784

  6%|████████                                                                                                                    | 6460/100000 [01:07<16:17, 95.69it/s]
epoch 6300  training loss: 0.07583198696374893
epoch 6300  clean testing loss: 0.027611959725618362
epoch 6400  training loss: 0.07501399517059326

  7%|████████▏                                                                                                                   | 6650/100000 [01:09<16:17, 95.51it/s]
epoch 6500  training loss: 0.07405845820903778
epoch 6500  clean testing loss: 0.030281638726592064
epoch 6600  training loss: 0.07310944050550461

  7%|████████▍                                                                                                                   | 6840/100000 [01:11<16:23, 94.72it/s]
epoch 6700  training loss: 0.07232905924320221
epoch 6700  clean testing loss: 0.032986704260110855
epoch 6800  training loss: 0.07162132859230042

  7%|████████▋                                                                                                                   | 7030/100000 [01:13<16:11, 95.68it/s]
epoch 6900  training loss: 0.07090287655591965
epoch 6900  clean testing loss: 0.03566480427980423
epoch 7000  training loss: 0.07024477422237396

  7%|████████▉                                                                                                                   | 7230/100000 [01:15<16:03, 96.27it/s]
epoch 7100  training loss: 0.07012674957513809
epoch 7100  clean testing loss: 0.038272347301244736
epoch 7200  training loss: 0.06938092410564423

  7%|█████████▏                                                                                                                  | 7420/100000 [01:17<16:10, 95.43it/s]
epoch 7300  training loss: 0.06850329041481018
epoch 7300  clean testing loss: 0.03886456415057182
epoch 7400  training loss: 0.06789305806159973

  8%|█████████▍                                                                                                                  | 7610/100000 [01:19<16:13, 94.93it/s]
epoch 7500  training loss: 0.0676206722855568
epoch 7500  clean testing loss: 0.040208518505096436
epoch 7600  training loss: 0.06677265465259552

  8%|█████████▋                                                                                                                  | 7800/100000 [01:21<16:09, 95.11it/s]
epoch 7700  training loss: 0.06616278737783432

  8%|█████████▉                                                                                                                  | 7990/100000 [01:23<16:11, 94.75it/s]
epoch 7800  training loss: 0.06551237404346466
epoch 7800  clean testing loss: 0.04338384419679642
epoch 7900  training loss: 0.06538218259811401

  8%|██████████▏                                                                                                                 | 8180/100000 [01:25<16:00, 95.58it/s]
epoch 8000  training loss: 0.0643976628780365
epoch 8000  clean testing loss: 0.046794697642326355
epoch 8100  training loss: 0.06395761668682098

  8%|██████████▍                                                                                                                 | 8370/100000 [01:27<15:58, 95.64it/s]
epoch 8200  training loss: 0.06318484246730804
epoch 8200  clean testing loss: 0.050136979669332504
epoch 8300  training loss: 0.06248588114976883

  9%|██████████▌                                                                                                                 | 8560/100000 [01:29<16:01, 95.07it/s]
epoch 8400  training loss: 0.06158336251974106
epoch 8400  clean testing loss: 0.05297461524605751
epoch 8500  training loss: 0.061096493154764175

  9%|██████████▊                                                                                                                 | 8760/100000 [01:31<16:00, 95.03it/s]
epoch 8600  training loss: 0.06123349815607071
epoch 8600  clean testing loss: 0.05740412697196007
epoch 8700  training loss: 0.05940089002251625

  9%|███████████                                                                                                                 | 8950/100000 [01:33<15:45, 96.28it/s]
epoch 8800  training loss: 0.05894937738776207
epoch 8800  clean testing loss: 0.06303571164608002
epoch 8900  training loss: 0.05784716457128525

  9%|███████████▎                                                                                                                | 9140/100000 [01:35<15:56, 94.97it/s]
epoch 9000  training loss: 0.057013459503650665
epoch 9000  clean testing loss: 0.06842485070228577
epoch 9100  training loss: 0.05634230375289917

  9%|███████████▌                                                                                                                | 9330/100000 [01:37<15:48, 95.55it/s]
epoch 9200  training loss: 0.055656176060438156
epoch 9200  clean testing loss: 0.07342633605003357
epoch 9300  training loss: 0.05495413765311241

 10%|███████████▊                                                                                                                | 9520/100000 [01:39<15:53, 94.89it/s]
epoch 9400  training loss: 0.056266047060489655
epoch 9400  clean testing loss: 0.0816957950592041
epoch 9500  training loss: 0.05547487363219261

 10%|████████████                                                                                                                | 9710/100000 [01:41<15:52, 94.81it/s]
epoch 9600  training loss: 0.052925147116184235
epoch 9600  clean testing loss: 0.08338572084903717
epoch 9700  training loss: 0.05230250954627991

 10%|████████████▎                                                                                                               | 9900/100000 [01:43<15:48, 95.04it/s]
epoch 9800  training loss: 0.05169862136244774

 10%|████████████▍                                                                                                              | 10100/100000 [01:45<15:49, 94.73it/s]
epoch 9900  training loss: 0.0512288399040699
epoch 9900  clean testing loss: 0.08988741040229797
epoch 10000  training loss: 0.05055592581629753

 10%|████████████▋                                                                                                              | 10290/100000 [01:47<15:37, 95.70it/s]
epoch 10100  training loss: 0.05002780258655548
epoch 10100  clean testing loss: 0.09213072806596756
epoch 10200  training loss: 0.04964956268668175

 10%|████████████▉                                                                                                              | 10480/100000 [01:49<15:39, 95.25it/s]
epoch 10300  training loss: 0.048999663442373276
epoch 10300  clean testing loss: 0.0940144881606102
epoch 10400  training loss: 0.048538871109485626

 11%|█████████████                                                                                                              | 10670/100000 [01:51<15:37, 95.30it/s]
epoch 10500  training loss: 0.04809395596385002
epoch 10500  clean testing loss: 0.09595122188329697
epoch 10600  training loss: 0.047623783349990845

 11%|█████████████▎                                                                                                             | 10860/100000 [01:53<15:39, 94.89it/s]
epoch 10700  training loss: 0.04718427360057831
epoch 10700  clean testing loss: 0.09696200489997864
epoch 10800  training loss: 0.046769123524427414

 11%|█████████████▍                                                                                                             | 10900/100000 [01:54<15:34, 95.29it/s]
epoch 10900  training loss: 0.04635556414723396
epoch 10900  clean testing loss: 0.09779343008995056
Validation loss variation < 1e-6, trained to interpolation, stop
