
  0%|▎                                                                                 | 424/100000 [00:01<05:13, 317.19it/s]
epoch 3900  training loss: 0.07605284452438354
epoch 3900  clean testing loss: 0.050558846443891525
epoch 4000  training loss: 0.07539842277765274
epoch 4000  clean testing loss: 0.05648991838097572
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr0.001 ...
epoch 4100  training loss: 0.0750974789261818

  5%|███▊                                                                             | 4748/100000 [00:15<05:10, 307.09it/s]
epoch 4200  training loss: 0.07493269443511963
epoch 4200  clean testing loss: 0.053024303168058395
epoch 4300  training loss: 0.07371986657381058
epoch 4300  clean testing loss: 0.05709370598196983
epoch 4400  training loss: 0.07486703991889954
epoch 4400  clean testing loss: 0.057394254952669144
epoch 4500  training loss: 0.073987677693367
epoch 4500  clean testing loss: 0.05028396472334862
epoch 4600  training loss: 0.0749627873301506
epoch 4600  clean testing loss: 0.062801294028759
epoch 4700  training loss: 0.0750475525856018

  5%|████▎                                                                            | 5371/100000 [00:17<04:53, 322.12it/s]
epoch 4800  training loss: 0.10442066192626953
epoch 4800  clean testing loss: 0.054565295577049255
epoch 4900  training loss: 0.07168277353048325
epoch 4900  clean testing loss: 0.054526735097169876
epoch 5000  training loss: 0.0707223191857338
epoch 5000  clean testing loss: 0.055365391075611115
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr0.001 ...
epoch 5100  training loss: 0.06997400522232056
epoch 5100  clean testing loss: 0.054651692509651184
epoch 5200  training loss: 0.07699420303106308
epoch 5200  clean testing loss: 0.07098222523927689
epoch 5300  training loss: 0.07189871370792389
epoch 5300  clean testing loss: 0.05377256125211716
epoch 5400  training loss: 0.06994777172803879

  6%|████▉                                                                            | 6030/100000 [00:19<04:54, 319.07it/s]
epoch 5500  training loss: 0.07040195167064667
epoch 5500  clean testing loss: 0.0635925680398941
epoch 5600  training loss: 0.07103340327739716
epoch 5600  clean testing loss: 0.053604934364557266
epoch 5700  training loss: 0.06944102793931961
epoch 5700  clean testing loss: 0.06457866728305817
epoch 5800  training loss: 0.06856798380613327
epoch 5800  clean testing loss: 0.05384790152311325
epoch 5900  training loss: 0.07119613140821457
epoch 5900  clean testing loss: 0.053719352930784225
epoch 6000  training loss: 0.0674673467874527
epoch 6000  clean testing loss: 0.060398370027542114

  7%|█████▍                                                                           | 6653/100000 [00:21<04:48, 323.08it/s]
epoch 6100  training loss: 0.06661263853311539
epoch 6100  clean testing loss: 0.056079261004924774
epoch 6200  training loss: 0.0675140842795372
epoch 6200  clean testing loss: 0.055763956159353256
epoch 6300  training loss: 0.06862922757863998
epoch 6300  clean testing loss: 0.056421518325805664
epoch 6400  training loss: 0.068397156894207
epoch 6400  clean testing loss: 0.06695384532213211
epoch 6500  training loss: 0.06526193767786026
epoch 6500  clean testing loss: 0.056533150374889374
epoch 6600  training loss: 0.06544912606477737
epoch 6600  clean testing loss: 0.06811542063951492
epoch 6700  training loss: 0.0656287744641304

  7%|█████▉                                                                           | 7294/100000 [00:23<05:29, 281.65it/s]
epoch 6800  training loss: 0.06559902429580688
epoch 6800  clean testing loss: 0.058832403272390366
epoch 6900  training loss: 0.06424824893474579
epoch 6900  clean testing loss: 0.06215829402208328
epoch 7000  training loss: 0.06533795595169067
epoch 7000  clean testing loss: 0.06316794455051422
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr0.001 ...
epoch 7100  training loss: 0.06731758266687393
epoch 7100  clean testing loss: 0.06213923171162605
epoch 7200  training loss: 0.06340724229812622
epoch 7200  clean testing loss: 0.06088174134492874
epoch 7300  training loss: 0.06222493574023247

  8%|██████▎                                                                          | 7837/100000 [00:25<05:27, 281.05it/s]
epoch 7400  training loss: 0.06476550549268723
epoch 7400  clean testing loss: 0.0577918104827404
epoch 7500  training loss: 0.06158382445573807
epoch 7500  clean testing loss: 0.06098727509379387
epoch 7600  training loss: 0.06226305291056633
epoch 7600  clean testing loss: 0.06476825475692749
epoch 7700  training loss: 0.06451674550771713
epoch 7700  clean testing loss: 0.06558595597743988
epoch 7800  training loss: 0.0629197284579277

  8%|██████▊                                                                          | 8405/100000 [00:27<05:31, 276.52it/s]
epoch 7900  training loss: 0.060502465814352036
epoch 7900  clean testing loss: 0.0621420294046402
epoch 8000  training loss: 0.062309782952070236
epoch 8000  clean testing loss: 0.06090487167239189
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr0.001 ...
epoch 8100  training loss: 0.06082622706890106
epoch 8100  clean testing loss: 0.06473337113857269
epoch 8200  training loss: 0.06638544052839279
epoch 8200  clean testing loss: 0.06932583451271057
epoch 8300  training loss: 0.05941969156265259
epoch 8300  clean testing loss: 0.061334796249866486
epoch 8400  training loss: 0.07200343906879425

  9%|███████▏                                                                         | 8942/100000 [00:29<05:31, 274.97it/s]
epoch 8500  training loss: 0.06062333285808563
epoch 8500  clean testing loss: 0.05894481763243675
epoch 8600  training loss: 0.059188902378082275
epoch 8600  clean testing loss: 0.0678824782371521
epoch 8700  training loss: 0.05853429436683655
epoch 8700  clean testing loss: 0.061668865382671356
epoch 8800  training loss: 0.07411792874336243
epoch 8800  clean testing loss: 0.06692178547382355
epoch 8900  training loss: 0.05912022665143013

  9%|███████▋                                                                         | 9455/100000 [00:31<06:14, 242.03it/s]
epoch 9000  training loss: 0.05957648158073425
epoch 9000  clean testing loss: 0.06256832182407379
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr0.001 ...
epoch 9100  training loss: 0.05919154733419418
epoch 9100  clean testing loss: 0.06252831965684891
epoch 9200  training loss: 0.05872883275151253
epoch 9200  clean testing loss: 0.06816324591636658
epoch 9300  training loss: 0.05685102194547653
epoch 9300  clean testing loss: 0.06682710349559784
epoch 9400  training loss: 0.05635574460029602

 10%|████████                                                                         | 9964/100000 [00:33<06:08, 244.35it/s]
epoch 9500  training loss: 0.05854623764753342
epoch 9500  clean testing loss: 0.06396554410457611
epoch 9600  training loss: 0.05801979452371597
epoch 9600  clean testing loss: 0.06341462582349777
epoch 9700  training loss: 0.055804137140512466
epoch 9700  clean testing loss: 0.06416445970535278
epoch 9800  training loss: 0.05558788776397705
epoch 9800  clean testing loss: 0.06761050969362259
epoch 9900  training loss: 0.06046305224299431

 10%|████████▎                                                                       | 10445/100000 [00:35<06:02, 246.89it/s]
epoch 10000  training loss: 0.0562339723110199
epoch 10000  clean testing loss: 0.06306830793619156
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr0.001 ...
epoch 10100  training loss: 0.05836902931332588
epoch 10100  clean testing loss: 0.07068684697151184
epoch 10200  training loss: 0.055498603731393814
epoch 10200  clean testing loss: 0.06787440925836563
epoch 10300  training loss: 0.05842465162277222
epoch 10300  clean testing loss: 0.06996936351060867
epoch 10400  training loss: 0.05496176704764366
epoch 10400  clean testing loss: 0.0649029016494751
epoch 10500  training loss: 0.05420725420117378

 11%|████████▋                                                                       | 10925/100000 [00:37<06:05, 243.60it/s]
epoch 10600  training loss: 0.05658864229917526
epoch 10600  clean testing loss: 0.07089132070541382
epoch 10700  training loss: 0.0551246739923954
epoch 10700  clean testing loss: 0.06793046742677689
epoch 10800  training loss: 0.054906148463487625
epoch 10800  clean testing loss: 0.07154658436775208
epoch 10900  training loss: 0.05481274798512459
epoch 10900  clean testing loss: 0.0660717561841011
epoch 11000  training loss: 0.053771521896123886
epoch 11000  clean testing loss: 0.07034045457839966

 11%|█████████▏                                                                      | 11409/100000 [00:39<06:01, 244.95it/s]
epoch 11100  training loss: 0.05518704652786255
epoch 11100  clean testing loss: 0.07239312678575516
epoch 11200  training loss: 0.05631258711218834
epoch 11200  clean testing loss: 0.07491307705640793
epoch 11300  training loss: 0.05341570824384689
epoch 11300  clean testing loss: 0.06800319999456406
epoch 11400  training loss: 0.05391225963830948
epoch 11400  clean testing loss: 0.0738183930516243
epoch 11500  training loss: 0.05352073162794113

 12%|█████████▌                                                                      | 11915/100000 [00:41<06:05, 240.89it/s]
epoch 11600  training loss: 0.05404699966311455
epoch 11600  clean testing loss: 0.07298054546117783
epoch 11700  training loss: 0.05600915104150772
epoch 11700  clean testing loss: 0.07687026262283325
epoch 11800  training loss: 0.052468232810497284
epoch 11800  clean testing loss: 0.06824230402708054
epoch 11900  training loss: 0.051859255880117416
epoch 11900  clean testing loss: 0.07071423530578613
epoch 12000  training loss: 0.05287759751081467
epoch 12000  clean testing loss: 0.07204452157020569

 12%|█████████▉                                                                      | 12371/100000 [00:43<05:58, 244.56it/s]
epoch 12100  training loss: 0.05204267427325249
epoch 12100  clean testing loss: 0.06725338101387024
epoch 12200  training loss: 0.051691439002752304
epoch 12200  clean testing loss: 0.06800927221775055
epoch 12300  training loss: 0.052218832075595856
epoch 12300  clean testing loss: 0.0717136487364769
epoch 12400  training loss: 0.05171998217701912
epoch 12400  clean testing loss: 0.07125647366046906
epoch 12500  training loss: 0.052010782063007355

 13%|██████████▎                                                                     | 12876/100000 [00:45<05:49, 249.23it/s]
epoch 12600  training loss: 0.05117768049240112
epoch 12600  clean testing loss: 0.07223393023014069
epoch 12700  training loss: 0.052501171827316284
epoch 12700  clean testing loss: 0.0693182721734047
epoch 12800  training loss: 0.05179455876350403
epoch 12800  clean testing loss: 0.07237870246171951
epoch 12900  training loss: 0.05239202454686165
epoch 12900  clean testing loss: 0.0703439712524414
epoch 13000  training loss: 0.05055445432662964
epoch 13000  clean testing loss: 0.06957462430000305

 13%|██████████▋                                                                     | 13356/100000 [00:47<05:56, 243.26it/s]
epoch 13100  training loss: 0.05056663602590561
epoch 13100  clean testing loss: 0.06934749335050583
epoch 13200  training loss: 0.05058204010128975
epoch 13200  clean testing loss: 0.06895920634269714
epoch 13300  training loss: 0.050076764076948166
epoch 13300  clean testing loss: 0.06991670280694962
epoch 13400  training loss: 0.05120249465107918
epoch 13400  clean testing loss: 0.06902197748422623
epoch 13500  training loss: 0.04983176663517952

 14%|███████████                                                                     | 13863/100000 [00:49<05:59, 239.57it/s]
epoch 13600  training loss: 0.05293471738696098
epoch 13600  clean testing loss: 0.07615654170513153
epoch 13700  training loss: 0.05250411853194237
epoch 13700  clean testing loss: 0.07605001330375671
epoch 13800  training loss: 0.04927223175764084
epoch 13800  clean testing loss: 0.07170799374580383
epoch 13900  training loss: 0.04977650195360184
epoch 13900  clean testing loss: 0.07217015326023102
epoch 14000  training loss: 0.050357259809970856

 14%|███████████▍                                                                    | 14337/100000 [00:51<05:51, 243.91it/s]
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr0.001 ...
epoch 14100  training loss: 0.0498054064810276
epoch 14100  clean testing loss: 0.07284586131572723
epoch 14200  training loss: 0.049230676144361496
epoch 14200  clean testing loss: 0.07242289930582047
epoch 14300  training loss: 0.0524972528219223

 15%|███████████▊                                                                    | 14816/100000 [00:53<05:51, 242.43it/s]
epoch 14400  training loss: 0.04896499589085579
epoch 14400  clean testing loss: 0.07386514544487
epoch 14500  training loss: 0.05173980072140694
epoch 14500  clean testing loss: 0.07217913866043091
epoch 14600  training loss: 0.05134481191635132
epoch 14600  clean testing loss: 0.07770105451345444
epoch 14700  training loss: 0.04866821691393852
epoch 14700  clean testing loss: 0.07367796450853348
epoch 14800  training loss: 0.05055207014083862

 15%|████████████▎                                                                   | 15324/100000 [00:55<05:45, 244.86it/s]
epoch 14900  training loss: 0.04828115925192833
epoch 14900  clean testing loss: 0.07174678891897202
epoch 15000  training loss: 0.0480908565223217
epoch 15000  clean testing loss: 0.07239598780870438
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr0.001 ...
epoch 15100  training loss: 0.048148903995752335
epoch 15100  clean testing loss: 0.07451976090669632
epoch 15200  training loss: 0.04807676002383232
epoch 15200  clean testing loss: 0.07525534927845001
epoch 15300  training loss: 0.04795047268271446

 16%|████████████▋                                                                   | 15804/100000 [00:57<05:46, 242.67it/s]
epoch 15400  training loss: 0.04839041456580162
epoch 15400  clean testing loss: 0.07273011654615402
epoch 15500  training loss: 0.04822069779038429
epoch 15500  clean testing loss: 0.07311516255140305
epoch 15600  training loss: 0.047494351863861084
epoch 15600  clean testing loss: 0.07530180364847183
epoch 15700  training loss: 0.04767746105790138
epoch 15700  clean testing loss: 0.07296037673950195
epoch 15800  training loss: 0.04772469401359558
 16%|████████████▊                                                                   | 16056/100000 [00:58<05:52, 237.97it/s][34m[1mwandb[39m[22m: 429 encountered (Filestream rate limit exceeded, retrying in 2.3 seconds.), retrying request
 16%|█████████████                                                                   | 16287/100000 [00:59<05:40, 245.70it/s]
epoch 15900  training loss: 0.0472307987511158
epoch 15900  clean testing loss: 0.07328855991363525
epoch 16000  training loss: 0.046920374035835266
epoch 16000  clean testing loss: 0.07600635290145874
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr0.001 ...
epoch 16100  training loss: 0.04724471643567085
epoch 16100  clean testing loss: 0.07555458694696426
epoch 16200  training loss: 0.04737601429224014
epoch 16200  clean testing loss: 0.07320785522460938
epoch 16300  training loss: 0.04868905991315842

 17%|█████████████▍                                                                  | 16769/100000 [01:01<05:42, 242.93it/s]
epoch 16400  training loss: 0.050928745418787
epoch 16400  clean testing loss: 0.08017359673976898
epoch 16500  training loss: 0.04738025367259979
epoch 16500  clean testing loss: 0.07600000500679016
epoch 16600  training loss: 0.04664628207683563
epoch 16600  clean testing loss: 0.07681354135274887
epoch 16700  training loss: 0.04712475836277008
epoch 16700  clean testing loss: 0.07693535834550858
epoch 16800  training loss: 0.04709684103727341

 17%|█████████████▊                                                                  | 17256/100000 [01:03<05:44, 240.44it/s]
epoch 16900  training loss: 0.04643998295068741
epoch 16900  clean testing loss: 0.0746404156088829
epoch 17000  training loss: 0.046551138162612915
epoch 17000  clean testing loss: 0.07732386887073517
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr0.001 ...
epoch 17100  training loss: 0.046591997146606445
epoch 17100  clean testing loss: 0.07480569928884506
epoch 17200  training loss: 0.046800028532743454

 18%|██████████████▏                                                                 | 17760/100000 [01:05<05:40, 241.52it/s]
epoch 17300  training loss: 0.04585711658000946
epoch 17300  clean testing loss: 0.07615029066801071
epoch 17400  training loss: 0.05252933129668236
epoch 17400  clean testing loss: 0.08418838679790497
epoch 17500  training loss: 0.045739032328128815
epoch 17500  clean testing loss: 0.07668665051460266
epoch 17600  training loss: 0.04734760895371437
epoch 17600  clean testing loss: 0.08060351759195328
epoch 17700  training loss: 0.04569900035858154

 18%|██████████████▌                                                                 | 18237/100000 [01:07<05:38, 241.66it/s]
epoch 17800  training loss: 0.04584125056862831
epoch 17800  clean testing loss: 0.07786571234464645
epoch 17900  training loss: 0.04557593911886215
epoch 17900  clean testing loss: 0.07573036104440689
epoch 18000  training loss: 0.04570219665765762
epoch 18000  clean testing loss: 0.07801903039216995
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr0.001 ...
epoch 18100  training loss: 0.04546155780553818
epoch 18100  clean testing loss: 0.0778777226805687
epoch 18200  training loss: 0.04508278891444206

 19%|██████████████▉                                                                 | 18739/100000 [01:09<05:39, 239.27it/s]
epoch 18300  training loss: 0.045032747089862823
epoch 18300  clean testing loss: 0.07700944691896439
epoch 18400  training loss: 0.0452398918569088
epoch 18400  clean testing loss: 0.07770158350467682
epoch 18500  training loss: 0.0483393557369709
epoch 18500  clean testing loss: 0.07780604064464569
epoch 18600  training loss: 0.04720277711749077
epoch 18600  clean testing loss: 0.0776701420545578
epoch 18700  training loss: 0.04523954167962074

 19%|███████████████▎                                                                | 19217/100000 [01:11<05:31, 243.58it/s]
epoch 18800  training loss: 0.04506281763315201
epoch 18800  clean testing loss: 0.07920454442501068
epoch 18900  training loss: 0.0448959618806839
epoch 18900  clean testing loss: 0.07960470020771027
epoch 19000  training loss: 0.04508503898978233
epoch 19000  clean testing loss: 0.07951076328754425
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr0.001 ...
epoch 19100  training loss: 0.044794678688049316
epoch 19100  clean testing loss: 0.0793992206454277
epoch 19200  training loss: 0.04441813752055168

 20%|███████████████▊                                                                | 19696/100000 [01:13<05:33, 240.74it/s]
epoch 19300  training loss: 0.04476824402809143
epoch 19300  clean testing loss: 0.07890006899833679
epoch 19400  training loss: 0.045019105076789856
epoch 19400  clean testing loss: 0.07978036999702454
epoch 19500  training loss: 0.04441442713141441
epoch 19500  clean testing loss: 0.07898852974176407
epoch 19600  training loss: 0.04451822116971016
epoch 19600  clean testing loss: 0.07925204932689667
epoch 19700  training loss: 0.044802241027355194

 20%|████████████████▏                                                               | 20203/100000 [01:15<05:25, 245.33it/s]
epoch 19800  training loss: 0.04810136929154396
epoch 19800  clean testing loss: 0.0805271789431572
epoch 19900  training loss: 0.04430883750319481
epoch 19900  clean testing loss: 0.07976040989160538
epoch 20000  training loss: 0.04412008076906204
epoch 20000  clean testing loss: 0.08060980588197708
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr0.001 ...
epoch 20100  training loss: 0.04549378529191017
epoch 20100  clean testing loss: 0.07896208763122559
epoch 20200  training loss: 0.04383423179388046

 21%|████████████████▌                                                               | 20682/100000 [01:17<05:30, 240.12it/s]
epoch 20300  training loss: 0.04420187696814537
epoch 20300  clean testing loss: 0.08084599673748016
epoch 20400  training loss: 0.04428708180785179
epoch 20400  clean testing loss: 0.0813671424984932
epoch 20500  training loss: 0.044338952749967575
epoch 20500  clean testing loss: 0.07804449647665024
epoch 20600  training loss: 0.044604942202568054

 21%|████████████████▉                                                               | 21161/100000 [01:19<05:27, 241.08it/s]
epoch 20700  training loss: 0.04649822413921356
epoch 20700  clean testing loss: 0.08110571652650833
epoch 20800  training loss: 0.043313052505254745
epoch 20800  clean testing loss: 0.08005653321743011
epoch 20900  training loss: 0.04338464513421059
epoch 20900  clean testing loss: 0.08131050318479538
epoch 21000  training loss: 0.04368417337536812
epoch 21000  clean testing loss: 0.07889314740896225
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr0.001 ...
epoch 21100  training loss: 0.04309627413749695

 22%|█████████████████▎                                                              | 21637/100000 [01:21<05:23, 242.47it/s]
epoch 21200  training loss: 0.04299462214112282
epoch 21200  clean testing loss: 0.08008299767971039
epoch 21300  training loss: 0.04293547943234444
epoch 21300  clean testing loss: 0.08177798986434937
epoch 21400  training loss: 0.04298217222094536
epoch 21400  clean testing loss: 0.08016565442085266
epoch 21500  training loss: 0.04289702698588371
epoch 21500  clean testing loss: 0.07964377105236053
epoch 21600  training loss: 0.04284514859318733

 22%|█████████████████▋                                                              | 22141/100000 [01:23<05:24, 239.69it/s]
epoch 21700  training loss: 0.0436856783926487
epoch 21700  clean testing loss: 0.08185876905918121
epoch 21800  training loss: 0.04470153898000717
epoch 21800  clean testing loss: 0.08492529392242432
epoch 21900  training loss: 0.04400642588734627
epoch 21900  clean testing loss: 0.08477482944726944
epoch 22000  training loss: 0.04446016997098923
epoch 22000  clean testing loss: 0.08112666755914688
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr0.001 ...
epoch 22100  training loss: 0.042485110461711884

 23%|██████████████████                                                              | 22622/100000 [01:25<05:19, 242.39it/s]
epoch 22200  training loss: 0.0424879752099514
epoch 22200  clean testing loss: 0.08164658397436142
epoch 22300  training loss: 0.04299800097942352
epoch 22300  clean testing loss: 0.08238247781991959
epoch 22400  training loss: 0.044899675995111465
epoch 22400  clean testing loss: 0.08227168768644333
epoch 22500  training loss: 0.042343638837337494
epoch 22500  clean testing loss: 0.08242715895175934
epoch 22600  training loss: 0.04204458370804787

 23%|██████████████████▍                                                             | 23104/100000 [01:27<05:21, 239.53it/s]
epoch 22700  training loss: 0.041987836360931396
epoch 22700  clean testing loss: 0.0818168967962265
epoch 22800  training loss: 0.04327772557735443
epoch 22800  clean testing loss: 0.08236823230981827
epoch 22900  training loss: 0.04184703156352043
epoch 22900  clean testing loss: 0.0821598619222641
epoch 23000  training loss: 0.042451757937669754
epoch 23000  clean testing loss: 0.08270178735256195
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr0.001 ...
epoch 23100  training loss: 0.042944759130477905

 24%|██████████████████▊                                                             | 23586/100000 [01:29<05:09, 246.52it/s]
epoch 23200  training loss: 0.04290110245347023
epoch 23200  clean testing loss: 0.083707794547081
epoch 23300  training loss: 0.041858937591314316
epoch 23300  clean testing loss: 0.0830070823431015
epoch 23400  training loss: 0.04170806333422661
epoch 23400  clean testing loss: 0.08158013969659805
epoch 23500  training loss: 0.04177330061793327
epoch 23500  clean testing loss: 0.08306048810482025
epoch 23600  training loss: 0.04207971319556236

 24%|███████████████████▎                                                            | 24089/100000 [01:31<05:16, 240.16it/s]
epoch 23700  training loss: 0.041599761694669724
epoch 23700  clean testing loss: 0.08421733975410461
epoch 23800  training loss: 0.04147382825613022
epoch 23800  clean testing loss: 0.08374852687120438
epoch 23900  training loss: 0.04127611219882965
epoch 23900  clean testing loss: 0.08384488523006439
epoch 24000  training loss: 0.041526202112436295
epoch 24000  clean testing loss: 0.08316854387521744

 25%|███████████████████▋                                                            | 24572/100000 [01:33<05:03, 248.32it/s]
epoch 24100  training loss: 0.04121418669819832
epoch 24100  clean testing loss: 0.08400855958461761
epoch 24200  training loss: 0.041131746023893356
epoch 24200  clean testing loss: 0.0830838531255722
epoch 24300  training loss: 0.0410175658762455
epoch 24300  clean testing loss: 0.0833595022559166
epoch 24400  training loss: 0.04120079055428505
epoch 24400  clean testing loss: 0.08359170705080032
epoch 24500  training loss: 0.041170015931129456

 25%|████████████████████                                                            | 25050/100000 [01:35<05:15, 237.50it/s]
epoch 24600  training loss: 0.04100332409143448
epoch 24600  clean testing loss: 0.08427852392196655
epoch 24700  training loss: 0.040851861238479614
epoch 24700  clean testing loss: 0.08492836356163025
epoch 24800  training loss: 0.04099762812256813
epoch 24800  clean testing loss: 0.08376356959342957
epoch 24900  training loss: 0.04067159444093704
epoch 24900  clean testing loss: 0.083643339574337
epoch 25000  training loss: 0.04062936455011368
epoch 25000  clean testing loss: 0.0845121368765831

 26%|████████████████████▍                                                           | 25536/100000 [01:37<04:59, 248.54it/s]
epoch 25100  training loss: 0.04109027981758118
epoch 25100  clean testing loss: 0.0846223384141922
epoch 25200  training loss: 0.04068852588534355
epoch 25200  clean testing loss: 0.08494989573955536
epoch 25300  training loss: 0.04126924276351929
epoch 25300  clean testing loss: 0.08626346290111542
epoch 25400  training loss: 0.04048851877450943
epoch 25400  clean testing loss: 0.08536482602357864
epoch 25500  training loss: 0.04115157946944237

 26%|████████████████████▊                                                           | 26040/100000 [01:39<05:06, 241.62it/s]
epoch 25600  training loss: 0.04084519296884537
epoch 25600  clean testing loss: 0.08543353527784348
epoch 25700  training loss: 0.04029479995369911
epoch 25700  clean testing loss: 0.08520430326461792
epoch 25800  training loss: 0.04097366705536842
epoch 25800  clean testing loss: 0.08535940200090408
epoch 25900  training loss: 0.04025823250412941
epoch 25900  clean testing loss: 0.08598413318395615
epoch 26000  training loss: 0.04039747640490532
