
  0%|▏                                                                                                                                   | 116/100000 [00:01<17:29, 95.19it/s]
  5%|██████▏                                                                                                                            | 4726/100000 [00:49<16:38, 95.38it/s]
epoch 4600  training loss: 0.0027064247988164425
epoch 4600  clean testing loss: 3.946362257003784
epoch 4700  training loss: 0.002636165590956807
  5%|██████▍                                                                                                                            | 4883/100000 [00:51<16:39, 95.13it/s]
Traceback (most recent call last):
  File "/home/howon/iclr25-exp/nn_exp.py", line 291, in <module>
    test_losses = compute_loss(test_x, test_y, inv_op_power)
  File "/home/howon/iclr25-exp/nn_exp.py", line 236, in compute_loss
    ux  = torch.autograd.grad(predict_y, train_x,grad_outputs=v,create_graph=True)[0]
  File "/home/howon/.conda/envs/cs552/lib/python3.10/site-packages/torch/autograd/__init__.py", line 412, in grad
    result = _engine_run_backward(
  File "/home/howon/.conda/envs/cs552/lib/python3.10/site-packages/torch/autograd/graph.py", line 744, in _engine_run_backward
    return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
KeyboardInterrupt
epoch 4800  training loss: 0.0025455323047935963
epoch 4800  clean testing loss: 3.9734082221984863
