

  0%|▏                                                                                 | 749/300000 [00:07<10:32, 472.87it/s]
epoch 7900  training loss: 21.123212814331055
epoch 7900  clean testing loss: 22.38024139404297
epoch 8000  training loss: 20.993118286132812
epoch 8000  clean testing loss: 22.450672149658203
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise5.00e+01_invop0 ...
epoch 8100  training loss: 20.928207397460938

  3%|██▍                                                                              | 9175/300000 [00:29<09:08, 530.54it/s]
epoch 8200  training loss: 20.786396026611328
epoch 8200  clean testing loss: 22.6860294342041
epoch 8300  training loss: 20.68924331665039
epoch 8300  clean testing loss: 22.858535766601562
epoch 8400  training loss: 20.607465744018555
epoch 8400  clean testing loss: 23.06153106689453
epoch 8500  training loss: 20.433704376220703
epoch 8500  clean testing loss: 23.05569839477539
epoch 8600  training loss: 20.405471801757812
epoch 8600  clean testing loss: 23.18030548095703
epoch 8700  training loss: 20.263273239135742
epoch 8700  clean testing loss: 23.385812759399414
epoch 8800  training loss: 20.184965133666992
epoch 8800  clean testing loss: 23.489524841308594
epoch 8900  training loss: 20.122915267944336
epoch 8900  clean testing loss: 23.60697364807129
epoch 9000  training loss: 19.97136878967285
epoch 9000  clean testing loss: 23.770238876342773
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise5.00e+01_invop0 ...
epoch 9100  training loss: 19.881738662719727
epoch 9100  clean testing loss: 23.846555709838867
epoch 9200  training loss: 19.80584716796875

  3%|██▋                                                                             | 10255/300000 [00:31<09:04, 532.34it/s]
epoch 9300  training loss: 19.721097946166992
epoch 9300  clean testing loss: 24.105669021606445
epoch 9400  training loss: 19.65233039855957
epoch 9400  clean testing loss: 24.23115348815918
epoch 9500  training loss: 19.621917724609375
epoch 9500  clean testing loss: 24.437984466552734
epoch 9600  training loss: 19.482421875
epoch 9600  clean testing loss: 24.4764347076416
epoch 9700  training loss: 19.418434143066406
epoch 9700  clean testing loss: 24.619176864624023
epoch 9800  training loss: 19.347375869750977
epoch 9800  clean testing loss: 24.762331008911133
epoch 9900  training loss: 19.252458572387695
epoch 9900  clean testing loss: 24.94524574279785
epoch 10000  training loss: 19.221006393432617
epoch 10000  clean testing loss: 25.11424446105957
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise5.00e+01_invop0 ...
epoch 10100  training loss: 19.100383758544922
epoch 10100  clean testing loss: 25.19112205505371
epoch 10200  training loss: 19.022634506225586
epoch 10200  clean testing loss: 25.33546257019043
epoch 10300  training loss: 18.93850326538086

  3%|██▊                                                                             | 10471/300000 [00:31<09:03, 532.91it/s]
epoch 10400  training loss: 18.873018264770508
epoch 10400  clean testing loss: 25.647239685058594
epoch 10500  training loss: 18.833572387695312
epoch 10500  clean testing loss: 25.87653350830078
epoch 10600  training loss: 18.751075744628906
epoch 10600  clean testing loss: 25.971298217773438
epoch 10700  training loss: 18.686019897460938
epoch 10700  clean testing loss: 26.152502059936523
epoch 10800  training loss: 18.612154006958008
epoch 10800  clean testing loss: 26.267677307128906
epoch 10900  training loss: 18.519142150878906
epoch 10900  clean testing loss: 26.352317810058594
epoch 11000  training loss: 18.486988067626953
epoch 11000  clean testing loss: 26.43861961364746
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise5.00e+01_invop0 ...
epoch 11100  training loss: 18.364301681518555
epoch 11100  clean testing loss: 26.563907623291016
epoch 11200  training loss: 18.277849197387695
epoch 11200  clean testing loss: 26.701995849609375
epoch 11300  training loss: 18.233407974243164
epoch 11300  clean testing loss: 26.879287719726562
epoch 11400  training loss: 18.179981231689453
epoch 11400  clean testing loss: 27.056962966918945
epoch 11500  training loss: 18.07783317565918
epoch 11500  clean testing loss: 27.13222312927246
epoch 11600  training loss: 18.004911422729492
epoch 11600  clean testing loss: 27.23785972595215
epoch 11700  training loss: 17.994720458984375
epoch 11700  clean testing loss: 27.352441787719727
epoch 11800  training loss: 17.909093856811523

  4%|███▏                                                                            | 11820/300000 [00:36<09:13, 520.60it/s]
epoch 11900  training loss: 17.868677139282227
epoch 11900  clean testing loss: 27.635950088500977
epoch 12000  training loss: 17.754711151123047
epoch 12000  clean testing loss: 27.68642234802246
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise5.00e+01_invop0 ...
epoch 12100  training loss: 17.701080322265625
epoch 12100  clean testing loss: 27.80796241760254
epoch 12200  training loss: 17.65070343017578
epoch 12200  clean testing loss: 27.901565551757812
epoch 12300  training loss: 17.596466064453125
epoch 12300  clean testing loss: 28.02070426940918
epoch 12400  training loss: 17.569334030151367
epoch 12400  clean testing loss: 28.15250015258789
epoch 12500  training loss: 17.520858764648438
epoch 12500  clean testing loss: 28.194259643554688
epoch 12600  training loss: 17.44905662536621
epoch 12600  clean testing loss: 28.358341217041016
epoch 12700  training loss: 17.415048599243164
epoch 12700  clean testing loss: 28.48615837097168
epoch 12800  training loss: 17.36225700378418
epoch 12800  clean testing loss: 28.576473236083984
epoch 12900  training loss: 17.306732177734375

  4%|███▍                                                                            | 12900/300000 [00:38<08:58, 533.01it/s]
epoch 13000  training loss: 17.239160537719727
epoch 13000  clean testing loss: 28.74090003967285
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise5.00e+01_invop0 ...
epoch 13100  training loss: 17.21233558654785
epoch 13100  clean testing loss: 28.92223358154297
epoch 13200  training loss: 17.124835968017578
epoch 13200  clean testing loss: 28.961544036865234
epoch 13300  training loss: 17.090267181396484
epoch 13300  clean testing loss: 29.099958419799805
epoch 13400  training loss: 17.040462493896484
epoch 13400  clean testing loss: 29.1855525970459
epoch 13500  training loss: 16.97403907775879
epoch 13500  clean testing loss: 29.28711700439453
epoch 13600  training loss: 16.942426681518555
epoch 13600  clean testing loss: 29.38167381286621
epoch 13700  training loss: 16.893564224243164
epoch 13700  clean testing loss: 29.48723030090332
epoch 13800  training loss: 16.829084396362305
epoch 13800  clean testing loss: 29.580852508544922
epoch 13900  training loss: 16.757003784179688
epoch 13900  clean testing loss: 29.663618087768555
epoch 14000  training loss: 16.737178802490234
epoch 14000  clean testing loss: 29.846599578857422

  5%|███▋                                                                            | 13980/300000 [00:40<08:55, 534.37it/s]
epoch 14100  training loss: 16.650131225585938
epoch 14100  clean testing loss: 29.940929412841797
epoch 14200  training loss: 16.62346649169922
epoch 14200  clean testing loss: 30.05424690246582
epoch 14300  training loss: 16.608673095703125
epoch 14300  clean testing loss: 30.220413208007812
epoch 14400  training loss: 16.50850486755371
epoch 14400  clean testing loss: 30.28561782836914
epoch 14500  training loss: 16.51701545715332
epoch 14500  clean testing loss: 30.46320915222168
epoch 14600  training loss: 16.42194938659668
epoch 14600  clean testing loss: 30.54132843017578
epoch 14700  training loss: 16.406009674072266
epoch 14700  clean testing loss: 30.689477920532227
epoch 14800  training loss: 16.339147567749023
epoch 14800  clean testing loss: 30.795310974121094
epoch 14900  training loss: 16.263427734375
epoch 14900  clean testing loss: 30.858684539794922
epoch 15000  training loss: 16.240524291992188
epoch 15000  clean testing loss: 30.96855354309082

  5%|████                                                                            | 15060/300000 [00:42<08:56, 531.14it/s]
epoch 15100  training loss: 16.174236297607422
epoch 15100  clean testing loss: 31.073974609375
epoch 15200  training loss: 16.13670539855957
epoch 15200  clean testing loss: 31.173946380615234
epoch 15300  training loss: 16.095428466796875
epoch 15300  clean testing loss: 31.262914657592773
epoch 15400  training loss: 16.05762481689453
epoch 15400  clean testing loss: 31.37320899963379
epoch 15500  training loss: 16.03311538696289
epoch 15500  clean testing loss: 31.511011123657227
epoch 15600  training loss: 15.971053123474121
epoch 15600  clean testing loss: 31.613204956054688
epoch 15700  training loss: 15.928576469421387
epoch 15700  clean testing loss: 31.729978561401367
epoch 15800  training loss: 15.90868854522705
epoch 15800  clean testing loss: 31.83951759338379
epoch 15900  training loss: 15.860057830810547
epoch 15900  clean testing loss: 31.9681339263916
epoch 16000  training loss: 15.822065353393555
epoch 16000  clean testing loss: 32.08758544921875
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise5.00e+01_invop0 ...
epoch 16100  training loss: 15.799280166625977

  5%|████▎                                                                           | 16093/300000 [00:44<08:53, 532.15it/s]
epoch 16200  training loss: 15.73055362701416
epoch 16200  clean testing loss: 32.30244064331055
epoch 16300  training loss: 15.71522331237793
epoch 16300  clean testing loss: 32.4276123046875
epoch 16400  training loss: 15.65527629852295
epoch 16400  clean testing loss: 32.54261016845703
epoch 16500  training loss: 15.59683895111084
epoch 16500  clean testing loss: 32.62060546875
epoch 16600  training loss: 15.561359405517578
epoch 16600  clean testing loss: 32.72579574584961
epoch 16700  training loss: 15.540491104125977
epoch 16700  clean testing loss: 32.86050796508789
epoch 16800  training loss: 15.50513744354248
epoch 16800  clean testing loss: 32.96885299682617
epoch 16900  training loss: 15.471356391906738
epoch 16900  clean testing loss: 33.069461822509766
epoch 17000  training loss: 15.4232816696167
epoch 17000  clean testing loss: 33.127418518066406
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise5.00e+01_invop0 ...
epoch 17100  training loss: 15.373677253723145
epoch 17100  clean testing loss: 33.19355010986328
epoch 17200  training loss: 15.328773498535156

  6%|████▌                                                                           | 17186/300000 [00:46<08:44, 539.54it/s]
epoch 17300  training loss: 15.309399604797363
epoch 17300  clean testing loss: 33.40019607543945
epoch 17400  training loss: 15.246204376220703
epoch 17400  clean testing loss: 33.46928405761719
epoch 17500  training loss: 15.19568920135498
epoch 17500  clean testing loss: 33.57821273803711
epoch 17600  training loss: 15.160760879516602
epoch 17600  clean testing loss: 33.68575668334961
epoch 17700  training loss: 15.131717681884766
epoch 17700  clean testing loss: 33.796913146972656
epoch 17800  training loss: 15.114343643188477
epoch 17800  clean testing loss: 33.873443603515625
epoch 17900  training loss: 15.053678512573242
epoch 17900  clean testing loss: 33.95151901245117
epoch 18000  training loss: 15.018795013427734
epoch 18000  clean testing loss: 34.04226303100586
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise5.00e+01_invop0 ...
epoch 18100  training loss: 14.956663131713867
epoch 18100  clean testing loss: 34.1112060546875
epoch 18200  training loss: 14.919805526733398
epoch 18200  clean testing loss: 34.2049446105957
epoch 18300  training loss: 14.891193389892578

  6%|████▊                                                                           | 18281/300000 [00:48<08:47, 533.66it/s]
epoch 18400  training loss: 14.854942321777344
epoch 18400  clean testing loss: 34.38288116455078
epoch 18500  training loss: 14.824234962463379
epoch 18500  clean testing loss: 34.49113082885742
epoch 18600  training loss: 14.783334732055664
epoch 18600  clean testing loss: 34.550872802734375
epoch 18700  training loss: 14.76407527923584
epoch 18700  clean testing loss: 34.698089599609375
epoch 18800  training loss: 14.735270500183105
epoch 18800  clean testing loss: 34.76707077026367
epoch 18900  training loss: 14.696998596191406
epoch 18900  clean testing loss: 34.837181091308594
epoch 19000  training loss: 14.643567085266113
epoch 19000  clean testing loss: 34.923439025878906
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise5.00e+01_invop0 ...
epoch 19100  training loss: 14.597569465637207
epoch 19100  clean testing loss: 35.024986267089844
epoch 19200  training loss: 14.582058906555176
epoch 19200  clean testing loss: 35.141807556152344
epoch 19300  training loss: 14.55030632019043

  6%|█████▏                                                                          | 19361/300000 [00:50<08:47, 532.37it/s]
epoch 19400  training loss: 14.501995086669922
epoch 19400  clean testing loss: 35.363037109375
epoch 19500  training loss: 14.463700294494629
epoch 19500  clean testing loss: 35.477535247802734
epoch 19600  training loss: 14.44379711151123
epoch 19600  clean testing loss: 35.604793548583984
epoch 19700  training loss: 14.394681930541992
epoch 19700  clean testing loss: 35.71214294433594
epoch 19800  training loss: 14.361981391906738
epoch 19800  clean testing loss: 35.808876037597656
epoch 19900  training loss: 14.345946311950684
epoch 19900  clean testing loss: 35.91948699951172
epoch 20000  training loss: 14.298624038696289
epoch 20000  clean testing loss: 36.038963317871094
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise5.00e+01_invop0 ...
epoch 20100  training loss: 14.266822814941406
epoch 20100  clean testing loss: 36.13718795776367
epoch 20200  training loss: 14.246316909790039
epoch 20200  clean testing loss: 36.276878356933594
epoch 20300  training loss: 14.20383071899414
epoch 20300  clean testing loss: 36.41172409057617
epoch 20400  training loss: 14.173382759094238

  7%|█████▍                                                                          | 20444/300000 [00:52<08:39, 537.84it/s]
epoch 20500  training loss: 14.14522933959961
epoch 20500  clean testing loss: 36.62456130981445
epoch 20600  training loss: 14.114556312561035
epoch 20600  clean testing loss: 36.72455596923828
epoch 20700  training loss: 14.100604057312012
epoch 20700  clean testing loss: 36.86501693725586
epoch 20800  training loss: 14.0524320602417
epoch 20800  clean testing loss: 36.958133697509766
epoch 20900  training loss: 14.023239135742188
epoch 20900  clean testing loss: 37.042789459228516
epoch 21000  training loss: 14.012140274047852
epoch 21000  clean testing loss: 37.16669845581055
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise5.00e+01_invop0 ...
epoch 21100  training loss: 13.963203430175781
epoch 21100  clean testing loss: 37.26285171508789
epoch 21200  training loss: 13.93905258178711
epoch 21200  clean testing loss: 37.34482955932617
epoch 21300  training loss: 13.914945602416992
epoch 21300  clean testing loss: 37.42470932006836
epoch 21400  training loss: 13.894455909729004
epoch 21400  clean testing loss: 37.53297805786133
epoch 21500  training loss: 13.867945671081543

  7%|█████▋                                                                          | 21472/300000 [00:54<08:42, 532.63it/s]
epoch 21600  training loss: 13.837754249572754
epoch 21600  clean testing loss: 37.73424530029297
epoch 21700  training loss: 13.826258659362793
epoch 21700  clean testing loss: 37.84394073486328
epoch 21800  training loss: 13.78569221496582
epoch 21800  clean testing loss: 37.92529296875
epoch 21900  training loss: 13.769100189208984
epoch 21900  clean testing loss: 38.050025939941406
epoch 22000  training loss: 13.747973442077637
epoch 22000  clean testing loss: 38.14806365966797
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise5.00e+01_invop0 ...
epoch 22100  training loss: 13.725053787231445
epoch 22100  clean testing loss: 38.27859115600586
epoch 22200  training loss: 13.695621490478516
epoch 22200  clean testing loss: 38.35531997680664
epoch 22300  training loss: 13.655190467834473
epoch 22300  clean testing loss: 38.42925262451172
epoch 22400  training loss: 13.636260032653809
epoch 22400  clean testing loss: 38.55222702026367
epoch 22500  training loss: 13.604949951171875

  8%|██████                                                                          | 22560/300000 [00:56<08:40, 533.26it/s]
epoch 22600  training loss: 13.579666137695312
epoch 22600  clean testing loss: 38.75377655029297
epoch 22700  training loss: 13.553995132446289
epoch 22700  clean testing loss: 38.8309326171875
epoch 22800  training loss: 13.529998779296875
epoch 22800  clean testing loss: 38.934776306152344
epoch 22900  training loss: 13.505172729492188
epoch 22900  clean testing loss: 39.0269889831543
epoch 23000  training loss: 13.4808931350708
epoch 23000  clean testing loss: 39.120182037353516
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise5.00e+01_invop0 ...
epoch 23100  training loss: 13.458131790161133

  8%|██████▏                                                                         | 23100/300000 [00:57<08:41, 530.71it/s]
epoch 23200  training loss: 13.431885719299316
epoch 23200  clean testing loss: 39.28059387207031
epoch 23300  training loss: 13.427963256835938
epoch 23300  clean testing loss: 39.426422119140625
epoch 23400  training loss: 13.383971214294434
epoch 23400  clean testing loss: 39.4918327331543
epoch 23500  training loss: 13.348238945007324
epoch 23500  clean testing loss: 39.64493942260742
epoch 23600  training loss: 13.345070838928223
epoch 23600  clean testing loss: 39.72755432128906
epoch 23700  training loss: 13.311629295349121
epoch 23700  clean testing loss: 39.84646987915039
epoch 23800  training loss: 13.270121574401855
epoch 23800  clean testing loss: 39.90424346923828
epoch 23900  training loss: 13.241907119750977
epoch 23900  clean testing loss: 39.997276306152344
epoch 24000  training loss: 13.218026161193848
epoch 24000  clean testing loss: 40.100196838378906
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise5.00e+01_invop0 ...
epoch 24100  training loss: 13.197652816772461
epoch 24100  clean testing loss: 40.165122985839844
epoch 24200  training loss: 13.177584648132324
epoch 24200  clean testing loss: 40.2472038269043
epoch 24300  training loss: 13.15683364868164
epoch 24300  clean testing loss: 40.32228469848633
epoch 24400  training loss: 13.142611503601074

  8%|██████▌                                                                         | 24452/300000 [01:04<15:05, 304.15it/s]
epoch 24500  training loss: 13.126481056213379
epoch 24500  clean testing loss: 40.48956298828125
epoch 24600  training loss: 13.095663070678711
epoch 24600  clean testing loss: 40.60868453979492
epoch 24700  training loss: 13.076105117797852
epoch 24700  clean testing loss: 40.67845153808594
epoch 24800  training loss: 13.051278114318848
epoch 24800  clean testing loss: 40.77084732055664
epoch 24900  training loss: 13.03748893737793
epoch 24900  clean testing loss: 40.85070037841797
epoch 25000  training loss: 13.009209632873535
epoch 25000  clean testing loss: 40.93707275390625
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise5.00e+01_invop0 ...
epoch 25100  training loss: 12.990256309509277
epoch 25100  clean testing loss: 41.02439498901367
epoch 25200  training loss: 12.971319198608398
epoch 25200  clean testing loss: 41.09443283081055
epoch 25300  training loss: 12.94747543334961
epoch 25300  clean testing loss: 41.19462585449219
epoch 25400  training loss: 12.927818298339844
epoch 25400  clean testing loss: 41.281005859375
epoch 25500  training loss: 12.920516014099121

  9%|██████▊                                                                         | 25529/300000 [01:06<08:42, 524.99it/s]
epoch 25600  training loss: 12.884254455566406
epoch 25600  clean testing loss: 41.45261764526367
epoch 25700  training loss: 12.871254920959473
epoch 25700  clean testing loss: 41.55208969116211
epoch 25800  training loss: 12.84884262084961
epoch 25800  clean testing loss: 41.604183197021484
epoch 25900  training loss: 12.821111679077148
epoch 25900  clean testing loss: 41.6902961730957
epoch 26000  training loss: 12.814291954040527
epoch 26000  clean testing loss: 41.78865051269531
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise5.00e+01_invop0 ...
epoch 26100  training loss: 12.792201042175293
epoch 26100  clean testing loss: 41.85150909423828
epoch 26200  training loss: 12.776043891906738
epoch 26200  clean testing loss: 41.95699691772461
epoch 26300  training loss: 12.754502296447754

  9%|███████                                                                         | 26283/300000 [01:07<08:35, 530.51it/s]
epoch 26400  training loss: 12.732200622558594
epoch 26400  clean testing loss: 42.1599006652832
epoch 26500  training loss: 12.701881408691406
epoch 26500  clean testing loss: 42.198848724365234
epoch 26600  training loss: 12.695647239685059
epoch 26600  clean testing loss: 42.316917419433594
epoch 26700  training loss: 12.677435874938965
epoch 26700  clean testing loss: 42.366790771484375
epoch 26800  training loss: 12.647154808044434
epoch 26800  clean testing loss: 42.44602584838867
epoch 26900  training loss: 12.63668155670166
epoch 26900  clean testing loss: 42.572383880615234
epoch 27000  training loss: 12.60708236694336
epoch 27000  clean testing loss: 42.60052490234375
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise5.00e+01_invop0 ...
epoch 27100  training loss: 12.587846755981445
epoch 27100  clean testing loss: 42.678375244140625
epoch 27200  training loss: 12.571149826049805
epoch 27200  clean testing loss: 42.73838424682617
epoch 27300  training loss: 12.555479049682617
epoch 27300  clean testing loss: 42.803409576416016
epoch 27400  training loss: 12.540092468261719
epoch 27400  clean testing loss: 42.87479782104492
epoch 27500  training loss: 12.519564628601074
epoch 27500  clean testing loss: 42.93060302734375
epoch 27600  training loss: 12.506394386291504
epoch 27600  clean testing loss: 42.99416732788086
epoch 27700  training loss: 12.486163139343262

  9%|███████▍                                                                        | 27733/300000 [01:14<09:32, 475.89it/s]
epoch 27800  training loss: 12.467512130737305
epoch 27800  clean testing loss: 43.14085006713867
epoch 27900  training loss: 12.450014114379883
epoch 27900  clean testing loss: 43.217777252197266
epoch 28000  training loss: 12.436017990112305
epoch 28000  clean testing loss: 43.29804229736328
