
  0%|▎                                                                                 | 340/100000 [00:01<06:06, 271.57it/s]
epoch 4300  training loss: 0.09821289032697678
epoch 4300  clean testing loss: 0.04467066377401352
epoch 4400  training loss: 0.09795942157506943
epoch 4400  clean testing loss: 0.04414406791329384
epoch 4500  training loss: 0.09753791242837906
epoch 4500  clean testing loss: 0.0445496030151844
epoch 4600  training loss: 0.0972406342625618
epoch 4600  clean testing loss: 0.044363200664520264
epoch 4700  training loss: 0.09701843559741974
epoch 4700  clean testing loss: 0.04471633583307266
epoch 4800  training loss: 0.09655770659446716

  5%|████▎                                                                            | 5349/100000 [00:19<05:41, 277.27it/s]
epoch 4900  training loss: 0.0962197333574295
epoch 4900  clean testing loss: 0.043705135583877563
epoch 5000  training loss: 0.0960790142416954
epoch 5000  clean testing loss: 0.043513402342796326
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0 ...
epoch 5100  training loss: 0.0955376848578453
epoch 5100  clean testing loss: 0.043617188930511475
epoch 5200  training loss: 0.09527630358934402
epoch 5200  clean testing loss: 0.0440240353345871
epoch 5300  training loss: 0.0949612557888031

  6%|████▊                                                                            | 5885/100000 [00:21<05:40, 276.09it/s]
epoch 5400  training loss: 0.0946931317448616
epoch 5400  clean testing loss: 0.04353860020637512
epoch 5500  training loss: 0.09445066004991531
epoch 5500  clean testing loss: 0.04339763894677162
epoch 5600  training loss: 0.09421582520008087
epoch 5600  clean testing loss: 0.04331031069159508
epoch 5700  training loss: 0.09408283233642578
epoch 5700  clean testing loss: 0.04384655877947807
epoch 5800  training loss: 0.09374704211950302
epoch 5800  clean testing loss: 0.04295499622821808
epoch 5900  training loss: 0.09366873651742935

  7%|█████▎                                                                           | 6501/100000 [00:23<04:54, 317.87it/s]
epoch 6000  training loss: 0.09320912510156631
epoch 6000  clean testing loss: 0.04312144219875336
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0 ...
epoch 6100  training loss: 0.09301026165485382
epoch 6100  clean testing loss: 0.04315466061234474
epoch 6200  training loss: 0.09281197190284729
epoch 6200  clean testing loss: 0.04313588887453079
epoch 6300  training loss: 0.09261928498744965
epoch 6300  clean testing loss: 0.04300140589475632
epoch 6400  training loss: 0.09245063364505768
epoch 6400  clean testing loss: 0.043283380568027496
epoch 6500  training loss: 0.09224726259708405

  7%|█████▊                                                                           | 7159/100000 [00:25<04:50, 319.81it/s]
epoch 6600  training loss: 0.09201627224683762
epoch 6600  clean testing loss: 0.04265343025326729
epoch 6700  training loss: 0.09180939942598343
epoch 6700  clean testing loss: 0.042853858321905136
epoch 6800  training loss: 0.09162577986717224
epoch 6800  clean testing loss: 0.04284797981381416
epoch 6900  training loss: 0.09152647852897644
epoch 6900  clean testing loss: 0.0425591841340065
epoch 7000  training loss: 0.09128368645906448
epoch 7000  clean testing loss: 0.042833320796489716
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0 ...
epoch 7100  training loss: 0.09109959751367569

  8%|██████▎                                                                          | 7785/100000 [00:27<04:47, 320.67it/s]
epoch 7200  training loss: 0.09091874212026596
epoch 7200  clean testing loss: 0.04252469167113304
epoch 7300  training loss: 0.09077705442905426
epoch 7300  clean testing loss: 0.04257844388484955
epoch 7400  training loss: 0.0907924547791481
epoch 7400  clean testing loss: 0.04333233833312988
epoch 7500  training loss: 0.09054652601480484
epoch 7500  clean testing loss: 0.042255230247974396
epoch 7600  training loss: 0.09019932895898819
epoch 7600  clean testing loss: 0.042813509702682495
epoch 7700  training loss: 0.0900219976902008
epoch 7700  clean testing loss: 0.04266011342406273
epoch 7800  training loss: 0.0900447741150856

  8%|██████▊                                                                          | 8445/100000 [00:29<04:46, 319.54it/s]
epoch 7900  training loss: 0.08981636166572571
epoch 7900  clean testing loss: 0.04294339194893837
epoch 8000  training loss: 0.08959642797708511
epoch 8000  clean testing loss: 0.042409949004650116
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0 ...
epoch 8100  training loss: 0.08938281983137131
epoch 8100  clean testing loss: 0.04239846020936966
epoch 8200  training loss: 0.08926939964294434
epoch 8200  clean testing loss: 0.04293191060423851
epoch 8300  training loss: 0.08915616571903229
epoch 8300  clean testing loss: 0.04213375970721245
epoch 8400  training loss: 0.08898136019706726

  9%|███████▎                                                                         | 9071/100000 [00:31<04:43, 320.84it/s]
epoch 8500  training loss: 0.08889377862215042
epoch 8500  clean testing loss: 0.042149867862463
epoch 8600  training loss: 0.08873927593231201
epoch 8600  clean testing loss: 0.04310319572687149
epoch 8700  training loss: 0.08846452832221985
epoch 8700  clean testing loss: 0.042463939636945724
epoch 8800  training loss: 0.08838611841201782
epoch 8800  clean testing loss: 0.04211701452732086
epoch 8900  training loss: 0.0883592739701271
epoch 8900  clean testing loss: 0.043107520788908005
epoch 9000  training loss: 0.08805430680513382
epoch 9000  clean testing loss: 0.04237055778503418
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0 ...
epoch 9100  training loss: 0.08789580315351486

 10%|███████▉                                                                         | 9731/100000 [00:33<04:39, 322.56it/s]
epoch 9200  training loss: 0.0877438485622406
epoch 9200  clean testing loss: 0.042484600096940994
epoch 9300  training loss: 0.0875948816537857
epoch 9300  clean testing loss: 0.042361125349998474
epoch 9400  training loss: 0.08742930740118027
epoch 9400  clean testing loss: 0.04234534502029419
epoch 9500  training loss: 0.08726783096790314
epoch 9500  clean testing loss: 0.04214462637901306
epoch 9600  training loss: 0.08718080073595047
epoch 9600  clean testing loss: 0.0419989675283432
epoch 9700  training loss: 0.08696557581424713

 10%|████████▎                                                                       | 10358/100000 [00:35<04:39, 320.32it/s]
epoch 9800  training loss: 0.08688436448574066
epoch 9800  clean testing loss: 0.04274855926632881
epoch 9900  training loss: 0.08664176613092422
epoch 9900  clean testing loss: 0.04228069260716438
epoch 10000  training loss: 0.086600162088871
epoch 10000  clean testing loss: 0.04195316508412361
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0 ...
epoch 10100  training loss: 0.08643892407417297
epoch 10100  clean testing loss: 0.04197249934077263
epoch 10200  training loss: 0.08634106814861298
epoch 10200  clean testing loss: 0.04203527048230171
epoch 10300  training loss: 0.0860670655965805
epoch 10300  clean testing loss: 0.04241792485117912
epoch 10400  training loss: 0.0860777422785759

 11%|████████▊                                                                       | 11018/100000 [00:37<04:41, 316.22it/s]
epoch 10500  training loss: 0.08587436378002167
epoch 10500  clean testing loss: 0.04289046674966812
epoch 10600  training loss: 0.08581077307462692
epoch 10600  clean testing loss: 0.04301606863737106
epoch 10700  training loss: 0.0855383351445198
epoch 10700  clean testing loss: 0.04214338958263397
epoch 10800  training loss: 0.08541589975357056
epoch 10800  clean testing loss: 0.04281647875905037
epoch 10900  training loss: 0.08537779003381729
epoch 10900  clean testing loss: 0.04306814819574356
epoch 11000  training loss: 0.08523388206958771
epoch 11000  clean testing loss: 0.04213007912039757

 12%|█████████▎                                                                      | 11645/100000 [00:39<04:34, 322.35it/s]
epoch 11100  training loss: 0.08502311259508133
epoch 11100  clean testing loss: 0.04242885112762451
epoch 11200  training loss: 0.08486131578683853
epoch 11200  clean testing loss: 0.0428042858839035
epoch 11300  training loss: 0.08487594872713089
epoch 11300  clean testing loss: 0.04220642149448395
epoch 11400  training loss: 0.08472727239131927
epoch 11400  clean testing loss: 0.04221956804394722
epoch 11500  training loss: 0.08454093337059021
epoch 11500  clean testing loss: 0.042333606630563736
epoch 11600  training loss: 0.08434757590293884

 12%|█████████▊                                                                      | 12303/100000 [00:41<04:33, 320.13it/s]
epoch 11700  training loss: 0.0842292383313179
epoch 11700  clean testing loss: 0.042398978024721146
epoch 11800  training loss: 0.08422667533159256
epoch 11800  clean testing loss: 0.04320833086967468
epoch 11900  training loss: 0.0839654877781868
epoch 11900  clean testing loss: 0.04289238154888153
epoch 12000  training loss: 0.0839274600148201
epoch 12000  clean testing loss: 0.042527247220277786
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0 ...
epoch 12100  training loss: 0.08375531435012817
epoch 12100  clean testing loss: 0.04258003458380699
epoch 12200  training loss: 0.08365991711616516
epoch 12200  clean testing loss: 0.042590122669935226
epoch 12300  training loss: 0.08354742079973221

 13%|██████████▎                                                                     | 12929/100000 [00:43<04:29, 323.14it/s]
epoch 12400  training loss: 0.0834491178393364
epoch 12400  clean testing loss: 0.042633965611457825
epoch 12500  training loss: 0.08335519582033157
epoch 12500  clean testing loss: 0.042682722210884094
epoch 12600  training loss: 0.08323463797569275
epoch 12600  clean testing loss: 0.04289035126566887
epoch 12700  training loss: 0.08320155739784241
epoch 12700  clean testing loss: 0.0431642048060894
epoch 12800  training loss: 0.08305386453866959
epoch 12800  clean testing loss: 0.042982615530490875
epoch 12900  training loss: 0.0829397439956665
 13%|██████████▎                                                                     | 12962/100000 [00:43<04:30, 321.95it/s][34m[1mwandb[39m[22m: 429 encountered (Filestream rate limit exceeded, retrying in 2.2 seconds.), retrying request
 14%|██████████▊                                                                     | 13587/100000 [00:45<04:30, 319.60it/s]
epoch 13000  training loss: 0.08279649913311005
epoch 13000  clean testing loss: 0.0426756888628006
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0 ...
epoch 13100  training loss: 0.08269066363573074
epoch 13100  clean testing loss: 0.04268026351928711
epoch 13200  training loss: 0.08261075615882874
epoch 13200  clean testing loss: 0.042995255440473557
epoch 13300  training loss: 0.08255186676979065
epoch 13300  clean testing loss: 0.043374285101890564
epoch 13400  training loss: 0.08246910572052002
epoch 13400  clean testing loss: 0.043314702808856964
epoch 13500  training loss: 0.08229836076498032
epoch 13500  clean testing loss: 0.04316875711083412
epoch 13600  training loss: 0.08225595951080322

 14%|███████████▎                                                                    | 14211/100000 [00:47<04:29, 318.52it/s]
epoch 13700  training loss: 0.08215987682342529
epoch 13700  clean testing loss: 0.04278979077935219
epoch 13800  training loss: 0.08201496303081512
epoch 13800  clean testing loss: 0.04286118596792221
epoch 13900  training loss: 0.08202392607927322
epoch 13900  clean testing loss: 0.0435064472258091
epoch 14000  training loss: 0.0818789079785347
epoch 14000  clean testing loss: 0.04358498752117157
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0 ...
epoch 14100  training loss: 0.08176238089799881
epoch 14100  clean testing loss: 0.04368666186928749
epoch 14200  training loss: 0.0816306620836258

 15%|███████████▉                                                                    | 14868/100000 [00:49<04:24, 321.54it/s]
epoch 14300  training loss: 0.08145299553871155
epoch 14300  clean testing loss: 0.043336063623428345
epoch 14400  training loss: 0.08145767450332642
epoch 14400  clean testing loss: 0.043587882071733475
epoch 14500  training loss: 0.08129836618900299
epoch 14500  clean testing loss: 0.04361172020435333
epoch 14600  training loss: 0.08116929978132248
epoch 14600  clean testing loss: 0.04321959242224693
epoch 14700  training loss: 0.08118660002946854
epoch 14700  clean testing loss: 0.04300500452518463
epoch 14800  training loss: 0.08103055506944656
epoch 14800  clean testing loss: 0.04313505068421364
epoch 14900  training loss: 0.08100380003452301

 16%|████████████▍                                                                   | 15528/100000 [00:51<04:22, 321.66it/s]
epoch 15000  training loss: 0.08088500797748566
epoch 15000  clean testing loss: 0.0432453490793705
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0 ...
epoch 15100  training loss: 0.08068512380123138
epoch 15100  clean testing loss: 0.04345361515879631
epoch 15200  training loss: 0.08059381693601608
epoch 15200  clean testing loss: 0.043421801179647446
epoch 15300  training loss: 0.08051866292953491
epoch 15300  clean testing loss: 0.04358022287487984
epoch 15400  training loss: 0.08046530932188034
epoch 15400  clean testing loss: 0.043351687490940094
epoch 15500  training loss: 0.08037742227315903

 16%|████████████▉                                                                   | 16154/100000 [00:53<04:20, 321.70it/s]
epoch 15600  training loss: 0.08026892691850662
epoch 15600  clean testing loss: 0.04353104531764984
epoch 15700  training loss: 0.0802234560251236
epoch 15700  clean testing loss: 0.04393846541643143
epoch 15800  training loss: 0.08009927719831467
epoch 15800  clean testing loss: 0.04366906359791756
epoch 15900  training loss: 0.08002197742462158
epoch 15900  clean testing loss: 0.043328627943992615
epoch 16000  training loss: 0.07989215105772018
epoch 16000  clean testing loss: 0.04392441734671593
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0 ...
epoch 16100  training loss: 0.07975340634584427

 17%|█████████████▍                                                                  | 16814/100000 [00:55<04:19, 320.87it/s]
epoch 16200  training loss: 0.07965946942567825
epoch 16200  clean testing loss: 0.04367345571517944
epoch 16300  training loss: 0.07959795743227005
epoch 16300  clean testing loss: 0.04397810623049736
epoch 16400  training loss: 0.07947131991386414
epoch 16400  clean testing loss: 0.043792493641376495
epoch 16500  training loss: 0.07943300157785416
epoch 16500  clean testing loss: 0.043519601225852966
epoch 16600  training loss: 0.07933661341667175
epoch 16600  clean testing loss: 0.04390336945652962
epoch 16700  training loss: 0.07922793924808502
epoch 16700  clean testing loss: 0.043868936598300934
epoch 16800  training loss: 0.07915081828832626

 17%|█████████████▉                                                                  | 17438/100000 [00:57<04:16, 321.95it/s]
epoch 16900  training loss: 0.07904161512851715
epoch 16900  clean testing loss: 0.043785322457551956
epoch 17000  training loss: 0.07903684675693512
epoch 17000  clean testing loss: 0.04370088130235672
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0 ...
epoch 17100  training loss: 0.07887682318687439
epoch 17100  clean testing loss: 0.04401246830821037
epoch 17200  training loss: 0.07888129353523254
epoch 17200  clean testing loss: 0.04434090852737427
epoch 17300  training loss: 0.07881301641464233
epoch 17300  clean testing loss: 0.04440764710307121
epoch 17400  training loss: 0.07872705161571503

 18%|██████████████▍                                                                 | 18098/100000 [00:59<04:15, 320.47it/s]
epoch 17500  training loss: 0.07855937629938126
epoch 17500  clean testing loss: 0.04433203861117363
epoch 17600  training loss: 0.07849687337875366
epoch 17600  clean testing loss: 0.04424123466014862
epoch 17700  training loss: 0.07846443355083466
epoch 17700  clean testing loss: 0.04398922249674797
epoch 17800  training loss: 0.07837750762701035
epoch 17800  clean testing loss: 0.044623278081417084
epoch 17900  training loss: 0.078238345682621
epoch 17900  clean testing loss: 0.04420817643404007
epoch 18000  training loss: 0.07820127159357071
epoch 18000  clean testing loss: 0.04421734809875488
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0 ...
epoch 18100  training loss: 0.0781027302145958

 19%|███████████████                                                                 | 18758/100000 [01:01<04:10, 323.99it/s]
epoch 18200  training loss: 0.07804477214813232
epoch 18200  clean testing loss: 0.04443420469760895
epoch 18300  training loss: 0.07796739786863327
epoch 18300  clean testing loss: 0.04445459321141243
epoch 18400  training loss: 0.07790101319551468
epoch 18400  clean testing loss: 0.04433096572756767
epoch 18500  training loss: 0.07785467803478241
epoch 18500  clean testing loss: 0.04426977410912514
epoch 18600  training loss: 0.07778764516115189
epoch 18600  clean testing loss: 0.044289518147706985
epoch 18700  training loss: 0.07771548628807068

 19%|███████████████▌                                                                | 19385/100000 [01:03<04:11, 320.05it/s]
epoch 18800  training loss: 0.07763099670410156
epoch 18800  clean testing loss: 0.04458246007561684
epoch 18900  training loss: 0.0776267722249031
epoch 18900  clean testing loss: 0.044809818267822266
epoch 19000  training loss: 0.07750511169433594
epoch 19000  clean testing loss: 0.044559136033058167
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0 ...
epoch 19100  training loss: 0.07742700725793839
epoch 19100  clean testing loss: 0.04451372101902962
epoch 19200  training loss: 0.07735297828912735
epoch 19200  clean testing loss: 0.04458707943558693
epoch 19300  training loss: 0.07728313654661179
epoch 19300  clean testing loss: 0.04486992210149765
epoch 19400  training loss: 0.07719098031520844

 20%|████████████████                                                                | 20044/100000 [01:05<04:10, 318.73it/s]
epoch 19500  training loss: 0.07705064862966537
epoch 19500  clean testing loss: 0.04463089257478714
epoch 19600  training loss: 0.07694633305072784
epoch 19600  clean testing loss: 0.044513337314128876
epoch 19700  training loss: 0.07691199332475662
epoch 19700  clean testing loss: 0.04439373314380646
epoch 19800  training loss: 0.07681497186422348
epoch 19800  clean testing loss: 0.044433075934648514
epoch 19900  training loss: 0.07670814543962479
epoch 19900  clean testing loss: 0.044378023594617844
epoch 20000  training loss: 0.07652163505554199
epoch 20000  clean testing loss: 0.04450354725122452

 21%|████████████████▌                                                               | 20671/100000 [01:07<04:05, 323.38it/s]
epoch 20100  training loss: 0.07643550634384155
epoch 20100  clean testing loss: 0.04481232911348343
epoch 20200  training loss: 0.0764174535870552
epoch 20200  clean testing loss: 0.04501710087060928
epoch 20300  training loss: 0.07628067582845688
epoch 20300  clean testing loss: 0.044527288526296616
epoch 20400  training loss: 0.07619299739599228
epoch 20400  clean testing loss: 0.04497367516160011
epoch 20500  training loss: 0.07615642249584198
epoch 20500  clean testing loss: 0.045059047639369965
epoch 20600  training loss: 0.07608591765165329
epoch 20600  clean testing loss: 0.044624362140893936
epoch 20700  training loss: 0.07601860165596008

 21%|█████████████████                                                               | 21330/100000 [01:09<04:05, 321.07it/s]
epoch 20800  training loss: 0.07592561841011047
epoch 20800  clean testing loss: 0.04467727243900299
epoch 20900  training loss: 0.07581708580255508
epoch 20900  clean testing loss: 0.045097269117832184
epoch 21000  training loss: 0.07577253133058548
epoch 21000  clean testing loss: 0.04501866549253464
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0 ...
epoch 21100  training loss: 0.07567567378282547
epoch 21100  clean testing loss: 0.04495939612388611
epoch 21200  training loss: 0.0756184458732605
epoch 21200  clean testing loss: 0.04500273987650871
epoch 21300  training loss: 0.07556775212287903

 22%|█████████████████▌                                                              | 21957/100000 [01:11<04:03, 320.84it/s]
epoch 21400  training loss: 0.0755019262433052
epoch 21400  clean testing loss: 0.045027099549770355
epoch 21500  training loss: 0.07547328621149063
epoch 21500  clean testing loss: 0.04492894932627678
epoch 21600  training loss: 0.07536423206329346
epoch 21600  clean testing loss: 0.04504043236374855
epoch 21700  training loss: 0.07529321312904358
epoch 21700  clean testing loss: 0.04525468498468399
epoch 21800  training loss: 0.07526087760925293
epoch 21800  clean testing loss: 0.04501320794224739
epoch 21900  training loss: 0.0751664862036705

 23%|██████████████████                                                              | 22617/100000 [01:13<03:59, 322.86it/s]
epoch 22000  training loss: 0.07513341307640076
epoch 22000  clean testing loss: 0.04505343735218048
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0 ...
epoch 22100  training loss: 0.07506316155195236
epoch 22100  clean testing loss: 0.04520980268716812
epoch 22200  training loss: 0.07499048113822937
epoch 22200  clean testing loss: 0.045224692672491074
epoch 22300  training loss: 0.07493387162685394
epoch 22300  clean testing loss: 0.045455630868673325
epoch 22400  training loss: 0.0749051570892334
epoch 22400  clean testing loss: 0.04516541212797165
epoch 22500  training loss: 0.07487978041172028
epoch 22500  clean testing loss: 0.04569298028945923
epoch 22600  training loss: 0.07475670427083969

 23%|██████████████████▌                                                             | 23243/100000 [01:15<03:59, 321.12it/s]
epoch 22700  training loss: 0.07470455020666122
epoch 22700  clean testing loss: 0.04545014351606369
epoch 22800  training loss: 0.07464737445116043
epoch 22800  clean testing loss: 0.04524943605065346
epoch 22900  training loss: 0.0745854526758194
epoch 22900  clean testing loss: 0.045678429305553436
epoch 23000  training loss: 0.07449343055486679
epoch 23000  clean testing loss: 0.045178528875112534
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0 ...
epoch 23100  training loss: 0.07441090792417526
epoch 23100  clean testing loss: 0.04525499790906906
epoch 23200  training loss: 0.0743117406964302

 24%|███████████████████                                                             | 23902/100000 [01:17<03:56, 321.33it/s]
epoch 23300  training loss: 0.07429477572441101
epoch 23300  clean testing loss: 0.045663923025131226
epoch 23400  training loss: 0.07422062754631042
epoch 23400  clean testing loss: 0.045666564255952835
epoch 23500  training loss: 0.07416975498199463
epoch 23500  clean testing loss: 0.04569108784198761
epoch 23600  training loss: 0.07406000047922134
epoch 23600  clean testing loss: 0.04542051628232002
epoch 23700  training loss: 0.07399829477071762
epoch 23700  clean testing loss: 0.04555881395936012
epoch 23800  training loss: 0.07398802787065506
epoch 23800  clean testing loss: 0.045830585062503815
epoch 23900  training loss: 0.0738673135638237

 25%|███████████████████▋                                                            | 24562/100000 [01:19<03:53, 323.20it/s]
epoch 24000  training loss: 0.07380525022745132
epoch 24000  clean testing loss: 0.04560123756527901
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0 ...
epoch 24100  training loss: 0.07375707477331161
epoch 24100  clean testing loss: 0.04572595655918121
epoch 24200  training loss: 0.07370753586292267
epoch 24200  clean testing loss: 0.04573437571525574
epoch 24300  training loss: 0.07366444170475006
epoch 24300  clean testing loss: 0.04565892368555069
epoch 24400  training loss: 0.07361041754484177
epoch 24400  clean testing loss: 0.045892007648944855
epoch 24500  training loss: 0.07356876879930496

 25%|████████████████████▏                                                           | 25188/100000 [01:21<03:52, 321.42it/s]
epoch 24600  training loss: 0.0735085979104042
epoch 24600  clean testing loss: 0.04593561589717865
epoch 24700  training loss: 0.07345221191644669
epoch 24700  clean testing loss: 0.045717477798461914
epoch 24800  training loss: 0.07342029362916946
epoch 24800  clean testing loss: 0.04615966975688934
epoch 24900  training loss: 0.07333999872207642
epoch 24900  clean testing loss: 0.045814208686351776
epoch 25000  training loss: 0.07329875975847244
epoch 25000  clean testing loss: 0.04581254720687866
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0 ...
epoch 25100  training loss: 0.07322753965854645
epoch 25100  clean testing loss: 0.04589110612869263
epoch 25200  training loss: 0.07319387793540955

 26%|████████████████████▋                                                           | 25848/100000 [01:23<03:49, 322.57it/s]
epoch 25300  training loss: 0.073127880692482
epoch 25300  clean testing loss: 0.04591986909508705
epoch 25400  training loss: 0.0730731338262558
epoch 25400  clean testing loss: 0.04620562121272087
epoch 25500  training loss: 0.07301139831542969
epoch 25500  clean testing loss: 0.04597260430455208
epoch 25600  training loss: 0.07300093024969101
epoch 25600  clean testing loss: 0.04628598317503929
epoch 25700  training loss: 0.07293149083852768
epoch 25700  clean testing loss: 0.045996442437171936
epoch 25800  training loss: 0.07286160439252853

 26%|█████████████████████▏                                                          | 26475/100000 [01:25<03:48, 321.98it/s]
epoch 25900  training loss: 0.07283574342727661
epoch 25900  clean testing loss: 0.0463806614279747
epoch 26000  training loss: 0.07278366386890411
epoch 26000  clean testing loss: 0.04640713706612587
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0 ...
epoch 26100  training loss: 0.07272900640964508
epoch 26100  clean testing loss: 0.04605844244360924
epoch 26200  training loss: 0.07266589254140854
