
  0%|                                                                     | 107/100000 [00:01<21:17, 78.20it/s]
  3%|██▏                                                                 | 3145/100000 [00:39<20:02, 80.52it/s]
epoch 3100  training loss: 203133481385984.0

  3%|██▏                                                                 | 3303/100000 [00:41<20:19, 79.29it/s]
epoch 3200  training loss: 199472860626944.0
epoch 3200  clean testing loss: 376957401300992.0
epoch 3300  training loss: 195690051403776.0

  3%|██▎                                                                 | 3462/100000 [00:43<19:49, 81.18it/s]
epoch 3400  training loss: 191852682674176.0
epoch 3400  clean testing loss: 357901839368192.0
epoch 3500  training loss: 187430695075840.0
  3%|██▎                                                                 | 3480/100000 [00:43<19:56, 80.64it/s][34m[1mwandb[39m[22m: 429 encountered (Filestream rate limit exceeded, retrying in 2.1 seconds.), retrying request
  4%|██▍                                                                 | 3623/100000 [00:45<20:10, 79.63it/s]
epoch 3600  training loss: 2.2514761878994944e+16

  4%|██▌                                                                 | 3789/100000 [00:47<20:05, 79.78it/s]
epoch 3700  training loss: 180289070432256.0
epoch 3700  clean testing loss: 326069588590592.0
epoch 3800  training loss: 174778056966144.0

  4%|██▋                                                                 | 3949/100000 [00:49<20:00, 80.04it/s]
epoch 3900  training loss: 170158685421568.0

  4%|██▊                                                                 | 4102/100000 [00:51<20:02, 79.72it/s]
epoch 4000  training loss: 171170284437504.0
epoch 4000  clean testing loss: 311989880487936.0
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers2_relu3_size500_noise1.00e+00_invop1_lr5e-05 ...
epoch 4100  training loss: 163703685120000.0

  4%|██▉                                                                 | 4265/100000 [00:53<20:01, 79.67it/s]
epoch 4200  training loss: 176483494526976.0
epoch 4200  clean testing loss: 317422645018624.0
epoch 4300  training loss: 160497173266432.0

  4%|███                                                                 | 4429/100000 [00:55<20:03, 79.42it/s]
epoch 4400  training loss: 155018808262656.0

  5%|███                                                                 | 4583/100000 [00:57<19:58, 79.59it/s]
epoch 4500  training loss: 222988846759936.0
epoch 4500  clean testing loss: 292775471874048.0
epoch 4600  training loss: 149813173682176.0

  5%|███▏                                                                | 4748/100000 [00:59<19:52, 79.87it/s]
epoch 4700  training loss: 3796558353006592.0

  5%|███▎                                                                | 4905/100000 [01:01<19:43, 80.35it/s]
epoch 4800  training loss: 145468596158464.0
epoch 4800  clean testing loss: 271265269022720.0
epoch 4900  training loss: 143004526444544.0

  5%|███▍                                                                | 5065/100000 [01:03<19:44, 80.16it/s]
epoch 5000  training loss: 6895335381139456.0
epoch 5000  clean testing loss: 9444825283690496.0
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers2_relu3_size500_noise1.00e+00_invop1_lr5e-05 ...
epoch 5100  training loss: 138916388667392.0

  5%|███▌                                                                | 5225/100000 [01:05<19:54, 79.37it/s]
epoch 5200  training loss: 136624369303552.0

  5%|███▋                                                                | 5385/100000 [01:07<19:39, 80.22it/s]
epoch 5300  training loss: 356462119354368.0
epoch 5300  clean testing loss: 683573036187648.0
epoch 5400  training loss: 134078108008448.0

  6%|███▊                                                                | 5551/100000 [01:09<19:48, 79.44it/s]
epoch 5500  training loss: 130311815954432.0

  6%|███▉                                                                | 5707/100000 [01:11<19:50, 79.23it/s]
epoch 5600  training loss: 128788193083392.0
epoch 5600  clean testing loss: 243712231735296.0
epoch 5700  training loss: 135177007267840.0

  6%|███▉                                                                | 5869/100000 [01:13<19:45, 79.42it/s]
epoch 5800  training loss: 124711690305536.0
epoch 5800  clean testing loss: 236109099433984.0
epoch 5900  training loss: 122765893959680.0

  6%|████                                                                | 6027/100000 [01:15<19:33, 80.11it/s]
epoch 6000  training loss: 1313743791194112.0
epoch 6000  clean testing loss: 332392686419968.0

  6%|████▏                                                               | 6189/100000 [01:17<19:28, 80.32it/s]
epoch 6100  training loss: 120748014305280.0
epoch 6100  clean testing loss: 225958564986880.0
epoch 6200  training loss: 118901740404736.0

  6%|████▎                                                               | 6346/100000 [01:19<19:27, 80.19it/s]
epoch 6300  training loss: 117325336412160.0

  7%|████▍                                                               | 6508/100000 [01:21<19:23, 80.33it/s]
epoch 6400  training loss: 115843228762112.0
epoch 6400  clean testing loss: 220936456372224.0
epoch 6500  training loss: 114380607848448.0

  7%|████▌                                                               | 6676/100000 [01:23<19:26, 80.01it/s]
epoch 6600  training loss: 113009682808832.0
epoch 6600  clean testing loss: 215847255670784.0
epoch 6700  training loss: 111020198592512.0

  7%|████▋                                                               | 6834/100000 [01:25<19:22, 80.14it/s]
epoch 6800  training loss: 144359487963136.0

  7%|████▊                                                               | 6996/100000 [01:27<19:12, 80.72it/s]
epoch 6900  training loss: 129149372989440.0
epoch 6900  clean testing loss: 235781121638400.0
epoch 7000  training loss: 110085514723328.0
epoch 7000  clean testing loss: 202368608108544.0

  7%|████▊                                                               | 7154/100000 [01:29<19:07, 80.88it/s]
epoch 7100  training loss: 172651158962176.0

  7%|████▉                                                               | 7316/100000 [01:31<19:12, 80.45it/s]
epoch 7200  training loss: 103496623849472.0
epoch 7200  clean testing loss: 197699055910912.0
epoch 7300  training loss: 1053828208132096.0

  7%|█████                                                               | 7478/100000 [01:33<18:59, 81.19it/s]
epoch 7400  training loss: 102451822723072.0
epoch 7400  clean testing loss: 190235812036608.0
epoch 7500  training loss: 99387841708032.0

  8%|█████▏                                                              | 7643/100000 [01:35<19:07, 80.50it/s]
epoch 7600  training loss: 97827644506112.0

  8%|█████▎                                                              | 7804/100000 [01:37<19:01, 80.77it/s]
epoch 7700  training loss: 319350347137024.0
epoch 7700  clean testing loss: 1249567181897728.0
epoch 7800  training loss: 94624664256512.0

  8%|█████▍                                                              | 7964/100000 [01:39<19:17, 79.52it/s]
epoch 7900  training loss: 92165728370688.0
epoch 7900  clean testing loss: 176710439927808.0
epoch 8000  training loss: 96059535654912.0
epoch 8000  clean testing loss: 173002910072832.0

  8%|█████▌                                                              | 8121/100000 [01:41<19:03, 80.32it/s]
epoch 8100  training loss: 89919645024256.0

  8%|█████▋                                                              | 8280/100000 [01:43<19:15, 79.41it/s]
epoch 8200  training loss: 88613228380160.0
epoch 8200  clean testing loss: 169855504351232.0
epoch 8300  training loss: 87290890158080.0

  8%|█████▋                                                              | 8440/100000 [01:45<19:14, 79.30it/s]
epoch 8400  training loss: 86635664375808.0

  9%|█████▊                                                              | 8607/100000 [01:47<19:06, 79.73it/s]
epoch 8500  training loss: 84719991521280.0
epoch 8500  clean testing loss: 162221132873728.0
epoch 8600  training loss: 1246062354366464.0

  9%|█████▉                                                              | 8765/100000 [01:49<19:07, 79.52it/s]
epoch 8700  training loss: 82628854153216.0
epoch 8700  clean testing loss: 157477324718080.0
epoch 8800  training loss: 81406977900544.0

  9%|██████                                                              | 8927/100000 [01:51<19:01, 79.79it/s]
epoch 8900  training loss: 80175135981568.0

  9%|██████▏                                                             | 9083/100000 [01:53<18:47, 80.61it/s]
epoch 9000  training loss: 95385217400832.0
epoch 9000  clean testing loss: 160163440885760.0
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers2_relu3_size500_noise1.00e+00_invop1_lr5e-05 ...
epoch 9100  training loss: 78566838501376.0

  9%|██████▎                                                             | 9244/100000 [01:55<18:49, 80.34it/s]
epoch 9200  training loss: 77694624595968.0

  9%|██████▍                                                             | 9403/100000 [01:57<18:43, 80.61it/s]
epoch 9300  training loss: 76614473875456.0
epoch 9300  clean testing loss: 146389396881408.0
epoch 9400  training loss: 75681971044352.0

 10%|██████▌                                                             | 9563/100000 [01:59<18:53, 79.82it/s]
epoch 9500  training loss: 74583021453312.0
epoch 9500  clean testing loss: 142437892751360.0
epoch 9600  training loss: 73067694915584.0

 10%|██████▌                                                             | 9726/100000 [02:01<18:37, 80.76it/s]
epoch 9700  training loss: 72039117357056.0

 10%|██████▋                                                             | 9888/100000 [02:03<18:29, 81.19it/s]
epoch 9800  training loss: 136111263318016.0
epoch 9800  clean testing loss: 138366473469952.0
epoch 9900  training loss: 70137738690560.0

 10%|██████▋                                                            | 10050/100000 [02:05<18:31, 80.92it/s]
epoch 10000  training loss: 69202329206784.0
epoch 10000  clean testing loss: 132847666987008.0

 10%|██████▊                                                            | 10211/100000 [02:07<18:36, 80.42it/s]
epoch 10100  training loss: 74124869238784.0
epoch 10100  clean testing loss: 136018820857856.0
epoch 10200  training loss: 67424879640576.0

 10%|██████▉                                                            | 10373/100000 [02:09<18:44, 79.71it/s]
epoch 10300  training loss: 66612841414656.0
epoch 10300  clean testing loss: 127481801605120.0
epoch 10400  training loss: 68146241208320.0

 11%|███████                                                            | 10535/100000 [02:11<18:37, 80.07it/s]
epoch 10500  training loss: 64646568476672.0

 11%|███████▏                                                           | 10696/100000 [02:13<18:37, 79.94it/s]
epoch 10600  training loss: 173981877403648.0
epoch 10600  clean testing loss: 306858870964224.0
epoch 10700  training loss: 62919706411008.0

 11%|███████▎                                                           | 10852/100000 [02:15<18:38, 79.72it/s]
epoch 10800  training loss: 311487771967488.0

 11%|███████▍                                                           | 11019/100000 [02:17<18:33, 79.92it/s]
epoch 10900  training loss: 62432533807104.0
epoch 10900  clean testing loss: 117921229570048.0
epoch 11000  training loss: 60352238714880.0
epoch 11000  clean testing loss: 116336755736576.0

 11%|███████▍                                                           | 11179/100000 [02:19<18:27, 80.21it/s]
epoch 11100  training loss: 59488690241536.0
epoch 11100  clean testing loss: 114709181235200.0
epoch 11200  training loss: 324526722252800.0

 11%|███████▌                                                           | 11336/100000 [02:21<18:24, 80.29it/s]
epoch 11300  training loss: 57999255142400.0

 11%|███████▋                                                           | 11498/100000 [02:23<18:18, 80.57it/s]
epoch 11400  training loss: 57082996850688.0
epoch 11400  clean testing loss: 110424246714368.0
epoch 11500  training loss: 58542904049664.0

 12%|███████▊                                                           | 11658/100000 [02:25<18:28, 79.69it/s]
epoch 11600  training loss: 55482806960128.0

 12%|███████▉                                                           | 11816/100000 [02:27<18:19, 80.18it/s]
epoch 11700  training loss: 54566812909568.0
epoch 11700  clean testing loss: 105838286995456.0
epoch 11800  training loss: 689527270146048.0

 12%|████████                                                           | 11978/100000 [02:29<18:09, 80.81it/s]
epoch 11900  training loss: 53279455182848.0
epoch 11900  clean testing loss: 103366105497600.0
epoch 12000  training loss: 52511926910976.0
epoch 12000  clean testing loss: 102386358026240.0

 12%|████████▏                                                          | 12140/100000 [02:31<18:07, 80.81it/s]
epoch 12100  training loss: 51717961940992.0

 12%|████████▏                                                          | 12301/100000 [02:33<18:19, 79.80it/s]
epoch 12200  training loss: 50961787650048.0
epoch 12200  clean testing loss: 99588715315200.0
epoch 12300  training loss: 50159379546112.0

 12%|████████▎                                                          | 12463/100000 [02:35<18:06, 80.58it/s]
epoch 12400  training loss: 49033238282240.0

 13%|████████▍                                                          | 12629/100000 [02:37<18:13, 79.91it/s]
epoch 12500  training loss: 47834153877504.0
epoch 12500  clean testing loss: 96139109990400.0
epoch 12600  training loss: 46511379447808.0

 13%|████████▌                                                          | 12789/100000 [02:39<18:13, 79.75it/s]
epoch 12700  training loss: 45664859848704.0
epoch 12700  clean testing loss: 93793026048000.0
epoch 12800  training loss: 45341013442560.0

 13%|████████▋                                                          | 12950/100000 [02:41<18:01, 80.47it/s]
epoch 12900  training loss: 44503964581888.0

 13%|████████▊                                                          | 13110/100000 [02:43<18:06, 79.99it/s]
epoch 13000  training loss: 43692232540160.0
epoch 13000  clean testing loss: 88130145222656.0
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers2_relu3_size500_noise1.00e+00_invop1_lr5e-05 ...
epoch 13100  training loss: 759973122408448.0

 13%|████████▉                                                          | 13269/100000 [02:45<18:00, 80.28it/s]
epoch 13200  training loss: 42389557215232.0
epoch 13200  clean testing loss: 84782914469888.0
epoch 13300  training loss: 41992419540992.0

 13%|████████▉                                                          | 13428/100000 [02:47<17:52, 80.70it/s]
epoch 13400  training loss: 41208155996160.0

 14%|█████████                                                          | 13595/100000 [02:50<17:48, 80.89it/s]
epoch 13500  training loss: 45523125927936.0
epoch 13500  clean testing loss: 81464246927360.0
epoch 13600  training loss: 40139149541376.0

 14%|█████████▏                                                         | 13755/100000 [02:52<17:57, 80.06it/s]
epoch 13700  training loss: 908821186740224.0

 14%|█████████▎                                                         | 13917/100000 [02:54<17:51, 80.37it/s]
epoch 13800  training loss: 38982083674112.0
epoch 13800  clean testing loss: 77863982202880.0
epoch 13900  training loss: 49252503912448.0

 14%|█████████▍                                                         | 14076/100000 [02:56<17:53, 80.02it/s]
epoch 14000  training loss: 38461813817344.0
epoch 14000  clean testing loss: 74611123290112.0
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers2_relu3_size500_noise1.00e+00_invop1_lr5e-05 ...
epoch 14100  training loss: 37310410260480.0

 14%|█████████▌                                                         | 14240/100000 [02:58<17:45, 80.47it/s]
epoch 14200  training loss: 247262038982656.0

 14%|█████████▋                                                         | 14397/100000 [03:00<17:54, 79.70it/s]
epoch 14300  training loss: 36363558715392.0
epoch 14300  clean testing loss: 71488262635520.0
epoch 14400  training loss: 48705147240448.0

 15%|█████████▊                                                         | 14558/100000 [03:02<17:46, 80.14it/s]
epoch 14500  training loss: 91505226153984.0

 15%|█████████▊                                                         | 14717/100000 [03:03<17:39, 80.50it/s]
epoch 14600  training loss: 34925258473472.0
epoch 14600  clean testing loss: 70405477892096.0
epoch 14700  training loss: 155865638240256.0

 15%|█████████▉                                                         | 14883/100000 [03:06<17:48, 79.68it/s]
epoch 14800  training loss: 36477253713920.0
epoch 14800  clean testing loss: 66873743900672.0
epoch 14900  training loss: 33325175537664.0

 15%|██████████                                                         | 15038/100000 [03:08<17:51, 79.30it/s]
epoch 15000  training loss: 2983146039541760.0
epoch 15000  clean testing loss: 734068362706944.0

 15%|██████████▏                                                        | 15199/100000 [03:10<17:48, 79.35it/s]
epoch 15100  training loss: 32329619734528.0

 15%|██████████▎                                                        | 15358/100000 [03:12<17:41, 79.75it/s]
epoch 15200  training loss: 31960661491712.0
epoch 15200  clean testing loss: 63280601104384.0
epoch 15300  training loss: 31522417541120.0

 16%|██████████▍                                                        | 15517/100000 [03:14<17:33, 80.23it/s]
epoch 15400  training loss: 31135897747456.0
epoch 15400  clean testing loss: 61358087340032.0
epoch 15500  training loss: 30660867653632.0

 16%|██████████▌                                                        | 15686/100000 [03:16<17:33, 80.06it/s]
epoch 15600  training loss: 32669287055360.0

 16%|██████████▌                                                        | 15846/100000 [03:18<17:35, 79.70it/s]
epoch 15700  training loss: 30066692063232.0
epoch 15700  clean testing loss: 61831984971776.0
epoch 15800  training loss: 29388521340928.0

 16%|██████████▋                                                        | 16000/100000 [03:20<17:40, 79.23it/s]
epoch 15900  training loss: 28975669706752.0

 16%|██████████▊                                                        | 16165/100000 [03:22<17:28, 79.95it/s]
epoch 16000  training loss: 1463900813918208.0
epoch 16000  clean testing loss: 1470128382279680.0
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers2_relu3_size500_noise1.00e+00_invop1_lr5e-05 ...
epoch 16100  training loss: 28316731965440.0

 16%|██████████▉                                                        | 16321/100000 [03:24<17:33, 79.43it/s]
epoch 16200  training loss: 27922245091328.0
epoch 16200  clean testing loss: 55109857837056.0
epoch 16300  training loss: 27598522417152.0

 16%|███████████                                                        | 16482/100000 [03:26<17:24, 79.97it/s]
epoch 16400  training loss: 169487730999296.0

 17%|███████████▏                                                       | 16637/100000 [03:28<17:25, 79.75it/s]
epoch 16500  training loss: 26945725136896.0
epoch 16500  clean testing loss: 52590813380608.0
epoch 16600  training loss: 87582763384832.0

 17%|███████████▎                                                       | 16797/100000 [03:30<17:26, 79.48it/s]
epoch 16700  training loss: 26163864928256.0

 17%|███████████▎                                                       | 16958/100000 [03:32<17:13, 80.38it/s]
epoch 16800  training loss: 72382949621760.0
epoch 16800  clean testing loss: 65837641760768.0
epoch 16900  training loss: 25468203958272.0

 17%|███████████▍                                                       | 17119/100000 [03:34<17:16, 79.95it/s]
epoch 17000  training loss: 43465719152640.0
epoch 17000  clean testing loss: 62567925940224.0
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers2_relu3_size500_noise1.00e+00_invop1_lr5e-05 ...
epoch 17100  training loss: 24818141364224.0

 17%|███████████▌                                                       | 17282/100000 [03:36<17:16, 79.83it/s]
epoch 17200  training loss: 2383212391170048.0

 17%|███████████▋                                                       | 17443/100000 [03:38<17:03, 80.68it/s]
epoch 17300  training loss: 24226090188800.0
epoch 17300  clean testing loss: 47091195838464.0
epoch 17400  training loss: 23845830393856.0

 18%|███████████▊                                                       | 17600/100000 [03:40<17:08, 80.11it/s]
epoch 17500  training loss: 31819678351360.0

 18%|███████████▉                                                       | 17766/100000 [03:42<17:09, 79.88it/s]
epoch 17600  training loss: 23085637959680.0
epoch 17600  clean testing loss: 45646895644672.0
epoch 17700  training loss: 23761011081216.0

 18%|████████████                                                       | 17924/100000 [03:44<17:09, 79.75it/s]
epoch 17800  training loss: 23823952904192.0
epoch 17800  clean testing loss: 49042809683968.0
epoch 17900  training loss: 22240846413824.0

 18%|████████████                                                       | 18086/100000 [03:46<17:02, 80.11it/s]
epoch 18000  training loss: 26877150363648.0
epoch 18000  clean testing loss: 42107175698432.0

 18%|████████████▏                                                      | 18247/100000 [03:48<16:54, 80.56it/s]
epoch 18100  training loss: 21650653315072.0
epoch 18100  clean testing loss: 42763500388352.0
epoch 18200  training loss: 21396874854400.0

 18%|████████████▎                                                      | 18408/100000 [03:50<17:01, 79.89it/s]
epoch 18300  training loss: 21118305959936.0

 19%|████████████▍                                                      | 18568/100000 [03:52<16:48, 80.71it/s]
epoch 18400  training loss: 20881560567808.0
epoch 18400  clean testing loss: 41179735392256.0
epoch 18500  training loss: 20604216410112.0

 19%|████████████▌                                                      | 18727/100000 [03:54<16:59, 79.76it/s]
epoch 18600  training loss: 33737244934144.0
epoch 18600  clean testing loss: 48351936512000.0
epoch 18700  training loss: 20564420853760.0

 19%|████████████▋                                                      | 18893/100000 [03:56<16:51, 80.15it/s]
epoch 18800  training loss: 19694096482304.0

 19%|████████████▊                                                      | 19048/100000 [03:58<16:51, 80.02it/s]
epoch 18900  training loss: 318590003707904.0
epoch 18900  clean testing loss: 493933620625408.0
epoch 19000  training loss: 19592135049216.0
epoch 19000  clean testing loss: 36548150034432.0

 19%|████████████▊                                                      | 19208/100000 [04:00<17:00, 79.19it/s]
epoch 19100  training loss: 34308653842432.0

 19%|████████████▉                                                      | 19372/100000 [04:02<16:50, 79.77it/s]
epoch 19200  training loss: 423031897849856.0
epoch 19200  clean testing loss: 512784399859712.0
epoch 19300  training loss: 450235952267264.0

 20%|█████████████                                                      | 19531/100000 [04:04<16:51, 79.59it/s]
epoch 19400  training loss: 18815660326912.0
epoch 19400  clean testing loss: 38838575562752.0
epoch 19500  training loss: 19038444978176.0

 20%|█████████████▏                                                     | 19692/100000 [04:06<16:48, 79.65it/s]
epoch 19600  training loss: 258818319581184.0

 20%|█████████████▎                                                     | 19852/100000 [04:08<16:41, 80.04it/s]
epoch 19700  training loss: 17478246727680.0
epoch 19700  clean testing loss: 34635625005056.0
epoch 19800  training loss: 89480987934720.0

 20%|█████████████▍                                                     | 20013/100000 [04:10<17:01, 78.32it/s]
epoch 19900  training loss: 17319616053248.0

 20%|█████████████▌                                                     | 20167/100000 [04:12<16:31, 80.53it/s]
epoch 20000  training loss: 379455629426688.0
epoch 20000  clean testing loss: 293971821592576.0
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers2_relu3_size500_noise1.00e+00_invop1_lr5e-05 ...
epoch 20100  training loss: 16506149666816.0

 20%|█████████████▌                                                     | 20328/100000 [04:14<16:29, 80.48it/s]
epoch 20200  training loss: 73858648375296.0
epoch 20200  clean testing loss: 81292179800064.0
epoch 20300  training loss: 16149580349440.0

 20%|█████████████▋                                                     | 20489/100000 [04:16<16:30, 80.24it/s]
epoch 20400  training loss: 4488910570782720.0

 21%|█████████████▊                                                     | 20611/100000 [04:17<16:32, 79.96it/s]
epoch 20500  training loss: 15668072153088.0
epoch 20500  clean testing loss: 30848042663936.0
epoch 20600  training loss: 15408503455744.0

 21%|█████████████▉                                                     | 20775/100000 [04:19<16:25, 80.40it/s]
epoch 20700  training loss: 16638600544256.0

 21%|██████████████                                                     | 20937/100000 [04:21<16:19, 80.75it/s]
epoch 20800  training loss: 16023569825792.0
epoch 20800  clean testing loss: 28240592764928.0
epoch 20900  training loss: 15471961178112.0

 21%|██████████████▏                                                    | 21099/100000 [04:23<16:10, 81.26it/s]
epoch 21000  training loss: 117863700496384.0
epoch 21000  clean testing loss: 87785037889536.0
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers2_relu3_size500_noise1.00e+00_invop1_lr5e-05 ...
epoch 21100  training loss: 14284340854784.0

 21%|██████████████▏                                                    | 21261/100000 [04:25<16:13, 80.89it/s]
epoch 21200  training loss: 14135349739520.0

 21%|██████████████▎                                                    | 21423/100000 [04:27<16:15, 80.53it/s]
epoch 21300  training loss: 13970277662720.0
epoch 21300  clean testing loss: 27228861628416.0
epoch 21400  training loss: 13792495796224.0

 22%|██████████████▍                                                    | 21585/100000 [04:29<16:03, 81.37it/s]
epoch 21500  training loss: 68231201030144.0

 22%|██████████████▌                                                    | 21746/100000 [04:31<16:19, 79.91it/s]
epoch 21600  training loss: 13442351104000.0
epoch 21600  clean testing loss: 26173455204352.0
epoch 21700  training loss: 13176883118080.0

 22%|██████████████▋                                                    | 21906/100000 [04:33<16:15, 80.10it/s]
epoch 21800  training loss: 13114872430592.0
epoch 21800  clean testing loss: 24409054117888.0
epoch 21900  training loss: 12858560610304.0

 22%|██████████████▊                                                    | 22067/100000 [04:35<16:06, 80.64it/s]
epoch 22000  training loss: 12724248510464.0
epoch 22000  clean testing loss: 24914302074880.0

 22%|██████████████▉                                                    | 22227/100000 [04:37<16:06, 80.46it/s]
epoch 22100  training loss: 12510604296192.0
epoch 22100  clean testing loss: 24445498425344.0
epoch 22200  training loss: 48062303043584.0

 22%|███████████████                                                    | 22389/100000 [04:39<15:55, 81.25it/s]
epoch 22300  training loss: 12171852382208.0
epoch 22300  clean testing loss: 23874037088256.0
epoch 22400  training loss: 155639833690112.0

 23%|███████████████                                                    | 22551/100000 [04:41<15:56, 80.95it/s]
epoch 22500  training loss: 11875733471232.0

 23%|███████████████▏                                                   | 22713/100000 [04:43<15:58, 80.60it/s]
epoch 22600  training loss: 24534379921408.0
epoch 22600  clean testing loss: 42507886919680.0
epoch 22700  training loss: 11869715693568.0

 23%|███████████████▎                                                   | 22870/100000 [04:45<16:01, 80.25it/s]
epoch 22800  training loss: 11417047531520.0

 23%|███████████████▍                                                   | 23037/100000 [04:47<16:03, 79.84it/s]
epoch 22900  training loss: 11280077291520.0
epoch 22900  clean testing loss: 21382595346432.0
epoch 23000  training loss: 11153875927040.0
epoch 23000  clean testing loss: 21206879174656.0

 23%|███████████████▌                                                   | 23191/100000 [04:49<16:00, 79.97it/s]
epoch 23100  training loss: 10950897827840.0
epoch 23100  clean testing loss: 21035204214784.0
epoch 23200  training loss: 15655979974656.0

 23%|███████████████▋                                                   | 23351/100000 [04:51<15:54, 80.29it/s]
epoch 23300  training loss: 10810087702528.0

 24%|███████████████▊                                                   | 23510/100000 [04:53<15:59, 79.73it/s]
epoch 23400  training loss: 10658232926208.0
epoch 23400  clean testing loss: 20263989149696.0
epoch 23500  training loss: 10526166876160.0

 24%|███████████████▊                                                   | 23669/100000 [04:55<15:55, 79.90it/s]
epoch 23600  training loss: 10349190316032.0

 24%|███████████████▉                                                   | 23832/100000 [04:57<15:57, 79.58it/s]
epoch 23700  training loss: 10252852396032.0
epoch 23700  clean testing loss: 19653634031616.0
epoch 23800  training loss: 15571745767424.0

 24%|████████████████                                                   | 23998/100000 [04:59<15:52, 79.80it/s]
epoch 23900  training loss: 9973028356096.0
epoch 23900  clean testing loss: 18810467778560.0
epoch 24000  training loss: 9759042306048.0
epoch 24000  clean testing loss: 18859404820480.0

 24%|████████████████▏                                                  | 24155/100000 [05:01<15:39, 80.73it/s]
