
  0%|          | 707/300000 [00:11<11:50, 421.07it/s]
epoch 4700  clean testing loss: 0.21991367638111115
epoch 4800  training loss: 0.45292928814888

  2%|▏         | 5363/300000 [00:28<09:39, 508.43it/s]
epoch 4900  training loss: 0.4495323598384857
epoch 4900  clean testing loss: 0.23432466387748718
epoch 5000  training loss: 0.44625717401504517
epoch 5000  clean testing loss: 0.2395164966583252
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise7.00e-01_invop0 ...
epoch 5100  training loss: 0.4423135817050934
epoch 5100  clean testing loss: 0.2400699257850647
epoch 5200  training loss: 0.4374507665634155
epoch 5200  clean testing loss: 0.23845459520816803
epoch 5300  training loss: 0.43684473633766174
epoch 5300  clean testing loss: 0.24893471598625183
epoch 5400  training loss: 0.43256279826164246

  2%|▏         | 6249/300000 [00:31<17:57, 272.65it/s]
epoch 5500  training loss: 0.4279707372188568
epoch 5500  clean testing loss: 0.24966254830360413
epoch 5600  training loss: 0.4269510805606842
epoch 5600  clean testing loss: 0.2463700771331787
epoch 5700  training loss: 0.4233286380767822
epoch 5700  clean testing loss: 0.2577735185623169
epoch 5800  training loss: 0.42091304063796997
epoch 5800  clean testing loss: 0.26334619522094727
epoch 5900  training loss: 0.4160476326942444
epoch 5900  clean testing loss: 0.2610870599746704
epoch 6000  training loss: 0.41357746720314026
epoch 6000  clean testing loss: 0.26456812024116516
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise7.00e-01_invop0 ...
epoch 6100  training loss: 0.41096338629722595
epoch 6100  clean testing loss: 0.2643205225467682
epoch 6200  training loss: 0.4086417555809021

  2%|▏         | 7230/300000 [00:33<09:38, 506.28it/s]
epoch 6300  training loss: 0.4065661132335663
epoch 6300  clean testing loss: 0.26791462302207947
epoch 6400  training loss: 0.40400293469429016
epoch 6400  clean testing loss: 0.27693238854408264
epoch 6500  training loss: 0.40162697434425354
epoch 6500  clean testing loss: 0.27970975637435913
epoch 6600  training loss: 0.4009997248649597
epoch 6600  clean testing loss: 0.28639283776283264
epoch 6700  training loss: 0.3970473110675812
epoch 6700  clean testing loss: 0.2818525433540344
epoch 6800  training loss: 0.3949577212333679
epoch 6800  clean testing loss: 0.2837470769882202
epoch 6900  training loss: 0.3931868374347687
epoch 6900  clean testing loss: 0.2854388356208801
epoch 7000  training loss: 0.39262306690216064
epoch 7000  clean testing loss: 0.28704163432121277
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise7.00e-01_invop0 ...
epoch 7100  training loss: 0.38901081681251526
epoch 7100  clean testing loss: 0.2922344505786896
epoch 7200  training loss: 0.38686424493789673

  3%|▎         | 8266/300000 [00:35<09:32, 509.74it/s]
epoch 7300  training loss: 0.38506385684013367
epoch 7300  clean testing loss: 0.30231672525405884
epoch 7400  training loss: 0.38278883695602417
epoch 7400  clean testing loss: 0.30107927322387695
epoch 7500  training loss: 0.3833524286746979
epoch 7500  clean testing loss: 0.29904904961586
epoch 7600  training loss: 0.3791942894458771
epoch 7600  clean testing loss: 0.30443230271339417
epoch 7700  training loss: 0.3770405352115631
epoch 7700  clean testing loss: 0.307467520236969
epoch 7800  training loss: 0.37701064348220825
epoch 7800  clean testing loss: 0.30607038736343384
epoch 7900  training loss: 0.3740919530391693
epoch 7900  clean testing loss: 0.3087005019187927
epoch 8000  training loss: 0.3712579607963562
epoch 8000  clean testing loss: 0.3138219714164734
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise7.00e-01_invop0 ...
epoch 8100  training loss: 0.3694513738155365
epoch 8100  clean testing loss: 0.3170635998249054
epoch 8200  training loss: 0.36769387125968933

  3%|▎         | 9300/300000 [00:37<09:29, 510.82it/s]
epoch 8300  training loss: 0.366118848323822
epoch 8300  clean testing loss: 0.32238057255744934
epoch 8400  training loss: 0.3653874695301056
epoch 8400  clean testing loss: 0.3280090093612671
epoch 8500  training loss: 0.3637785017490387
epoch 8500  clean testing loss: 0.33261096477508545
epoch 8600  training loss: 0.3613515794277191
epoch 8600  clean testing loss: 0.32423925399780273
epoch 8700  training loss: 0.36006540060043335
epoch 8700  clean testing loss: 0.32497382164001465
epoch 8800  training loss: 0.35806894302368164
epoch 8800  clean testing loss: 0.3277037441730499
epoch 8900  training loss: 0.3563026785850525
epoch 8900  clean testing loss: 0.3287394046783447
epoch 9000  training loss: 0.3532143235206604
epoch 9000  clean testing loss: 0.3345679044723511
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise7.00e-01_invop0 ...
epoch 9100  training loss: 0.35158807039260864
epoch 9100  clean testing loss: 0.3375437259674072
epoch 9200  training loss: 0.3501266539096832
epoch 9200  clean testing loss: 0.33901458978652954
epoch 9300  training loss: 0.3486769497394562

  3%|▎         | 10287/300000 [00:39<09:26, 511.59it/s]
epoch 9400  training loss: 0.3474695682525635
epoch 9400  clean testing loss: 0.3408949673175812
epoch 9500  training loss: 0.34615522623062134
epoch 9500  clean testing loss: 0.34434938430786133
epoch 9600  training loss: 0.34405717253685
epoch 9600  clean testing loss: 0.3497568964958191
epoch 9700  training loss: 0.3424720764160156
epoch 9700  clean testing loss: 0.3513905704021454
epoch 9800  training loss: 0.34113556146621704
epoch 9800  clean testing loss: 0.35559865832328796
epoch 9900  training loss: 0.3397902250289917
epoch 9900  clean testing loss: 0.3536526560783386
epoch 10000  training loss: 0.33859536051750183
epoch 10000  clean testing loss: 0.3542397618293762
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise7.00e-01_invop0 ...
epoch 10100  training loss: 0.33682963252067566
epoch 10100  clean testing loss: 0.3552526831626892
epoch 10200  training loss: 0.3357127904891968
epoch 10200  clean testing loss: 0.35544300079345703
epoch 10300  training loss: 0.3335704803466797

  4%|▍         | 11325/300000 [00:41<09:27, 509.02it/s]
epoch 10400  training loss: 0.3318590223789215
epoch 10400  clean testing loss: 0.3619013726711273
epoch 10500  training loss: 0.33047640323638916
epoch 10500  clean testing loss: 0.36628809571266174
epoch 10600  training loss: 0.3291882574558258
epoch 10600  clean testing loss: 0.3664303123950958
epoch 10700  training loss: 0.3280903100967407
epoch 10700  clean testing loss: 0.3748626410961151
epoch 10800  training loss: 0.3263739049434662
epoch 10800  clean testing loss: 0.3737974464893341
epoch 10900  training loss: 0.3253188133239746
epoch 10900  clean testing loss: 0.3779088258743286
epoch 11000  training loss: 0.3248448669910431
epoch 11000  clean testing loss: 0.3824949562549591
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise7.00e-01_invop0 ...
epoch 11100  training loss: 0.3231181800365448
epoch 11100  clean testing loss: 0.3827187418937683
epoch 11200  training loss: 0.3209152817726135
epoch 11200  clean testing loss: 0.3781401216983795
epoch 11300  training loss: 0.3203916847705841

  4%|▍         | 12313/300000 [00:43<09:24, 509.66it/s]
epoch 11400  training loss: 0.3189197778701782
epoch 11400  clean testing loss: 0.37978658080101013
epoch 11500  training loss: 0.3187508285045624
epoch 11500  clean testing loss: 0.3797539174556732
epoch 11600  training loss: 0.3175468146800995
epoch 11600  clean testing loss: 0.3817403018474579
epoch 11700  training loss: 0.3156273365020752
epoch 11700  clean testing loss: 0.3835376799106598
epoch 11800  training loss: 0.31537288427352905
epoch 11800  clean testing loss: 0.39601191878318787
epoch 11900  training loss: 0.31292828917503357
epoch 11900  clean testing loss: 0.393643319606781
epoch 12000  training loss: 0.3130369484424591
epoch 12000  clean testing loss: 0.3975334167480469
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise7.00e-01_invop0 ...
epoch 12100  training loss: 0.3101344108581543
epoch 12100  clean testing loss: 0.3954178988933563
epoch 12200  training loss: 0.30913564562797546
epoch 12200  clean testing loss: 0.3968845009803772
epoch 12300  training loss: 0.3081223666667938

  4%|▍         | 13350/300000 [00:45<09:21, 510.13it/s]
epoch 12400  training loss: 0.3069039583206177
epoch 12400  clean testing loss: 0.39938709139823914
epoch 12500  training loss: 0.30645662546157837
epoch 12500  clean testing loss: 0.3988792896270752
epoch 12600  training loss: 0.3046312630176544
epoch 12600  clean testing loss: 0.40399232506752014
epoch 12700  training loss: 0.30416762828826904
epoch 12700  clean testing loss: 0.4032636880874634
epoch 12800  training loss: 0.30340471863746643
epoch 12800  clean testing loss: 0.404939204454422
epoch 12900  training loss: 0.3014892637729645
epoch 12900  clean testing loss: 0.40936270356178284
epoch 13000  training loss: 0.30086997151374817
epoch 13000  clean testing loss: 0.40917879343032837
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise7.00e-01_invop0 ...
epoch 13100  training loss: 0.2997739613056183
epoch 13100  clean testing loss: 0.4162426292896271
epoch 13200  training loss: 0.2997104525566101
epoch 13200  clean testing loss: 0.42246201634407043
epoch 13300  training loss: 0.29767757654190063

  5%|▍         | 14389/300000 [00:47<09:15, 514.16it/s]
epoch 13400  training loss: 0.29685819149017334
epoch 13400  clean testing loss: 0.4212047755718231
epoch 13500  training loss: 0.29732102155685425
epoch 13500  clean testing loss: 0.4297448396682739
epoch 13600  training loss: 0.29475709795951843
epoch 13600  clean testing loss: 0.4257064163684845
epoch 13700  training loss: 0.29386842250823975
epoch 13700  clean testing loss: 0.4241692125797272
epoch 13800  training loss: 0.2942710816860199
epoch 13800  clean testing loss: 0.42248696088790894
epoch 13900  training loss: 0.2930208742618561
epoch 13900  clean testing loss: 0.42481881380081177
epoch 14000  training loss: 0.2910696268081665
epoch 14000  clean testing loss: 0.4292212128639221
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise7.00e-01_invop0 ...
epoch 14100  training loss: 0.2908635437488556
epoch 14100  clean testing loss: 0.43699872493743896
epoch 14200  training loss: 0.2893264591693878
epoch 14200  clean testing loss: 0.4335712790489197
epoch 14300  training loss: 0.2895957827568054

  5%|▌         | 15370/300000 [00:49<09:15, 512.07it/s]
epoch 14400  training loss: 0.2876463532447815
epoch 14400  clean testing loss: 0.4358166456222534
epoch 14500  training loss: 0.28735530376434326
epoch 14500  clean testing loss: 0.44291335344314575
epoch 14600  training loss: 0.285993367433548
epoch 14600  clean testing loss: 0.4386546015739441
epoch 14700  training loss: 0.2869986891746521
epoch 14700  clean testing loss: 0.4356202483177185
epoch 14800  training loss: 0.2844696044921875
epoch 14800  clean testing loss: 0.43986257910728455
epoch 14900  training loss: 0.2847580015659332
epoch 14900  clean testing loss: 0.45115897059440613
epoch 15000  training loss: 0.28289923071861267
epoch 15000  clean testing loss: 0.4449450373649597
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise7.00e-01_invop0 ...
epoch 15100  training loss: 0.2819254994392395
epoch 15100  clean testing loss: 0.4469667077064514
epoch 15200  training loss: 0.2812407910823822
epoch 15200  clean testing loss: 0.448654443025589
epoch 15300  training loss: 0.2805377244949341
epoch 15300  clean testing loss: 0.44951459765434265
epoch 15400  training loss: 0.2798670828342438

  5%|▌         | 15889/300000 [00:50<09:15, 511.61it/s]
epoch 15500  training loss: 0.279268741607666
epoch 15500  clean testing loss: 0.454598605632782
epoch 15600  training loss: 0.27856552600860596
epoch 15600  clean testing loss: 0.456349641084671
epoch 15700  training loss: 0.2780976891517639
epoch 15700  clean testing loss: 0.46134090423583984
epoch 15800  training loss: 0.2769176661968231
epoch 15800  clean testing loss: 0.45948952436447144
epoch 15900  training loss: 0.27709949016571045

  5%|▌         | 16044/300000 [00:55<2:17:38, 34.38it/s]
epoch 16000  training loss: 0.27644068002700806
epoch 16000  clean testing loss: 0.45743778347969055

  6%|▌         | 16560/300000 [00:56<12:49, 368.23it/s]
epoch 16100  training loss: 0.27483069896698
epoch 16100  clean testing loss: 0.4611235558986664
epoch 16200  training loss: 0.2741159200668335
epoch 16200  clean testing loss: 0.4629139006137848
epoch 16300  training loss: 0.2734515368938446
epoch 16300  clean testing loss: 0.46516358852386475
epoch 16400  training loss: 0.2727552056312561
epoch 16400  clean testing loss: 0.4673742949962616
epoch 16500  training loss: 0.2727683484554291
epoch 16500  clean testing loss: 0.47396916151046753
epoch 16600  training loss: 0.27140626311302185

  6%|▌         | 17594/300000 [01:01<10:16, 457.78it/s]
epoch 16700  training loss: 0.27093300223350525
epoch 16700  clean testing loss: 0.4689400792121887
epoch 16800  training loss: 0.2700858414173126
epoch 16800  clean testing loss: 0.4735427498817444
epoch 16900  training loss: 0.2695954740047455
epoch 16900  clean testing loss: 0.47565150260925293
epoch 17000  training loss: 0.2694743573665619
epoch 17000  clean testing loss: 0.4796335995197296
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise7.00e-01_invop0 ...
epoch 17100  training loss: 0.268288791179657
epoch 17100  clean testing loss: 0.48011600971221924
epoch 17200  training loss: 0.26764988899230957
epoch 17200  clean testing loss: 0.477169394493103
epoch 17300  training loss: 0.26780396699905396
epoch 17300  clean testing loss: 0.4762507677078247
epoch 17400  training loss: 0.26705384254455566
epoch 17400  clean testing loss: 0.4770599901676178
epoch 17500  training loss: 0.2666187584400177
epoch 17500  clean testing loss: 0.4876718819141388
epoch 17600  training loss: 0.2654503881931305

  6%|▌         | 18633/300000 [01:03<09:10, 511.17it/s]
epoch 17700  training loss: 0.2650597095489502
epoch 17700  clean testing loss: 0.48202961683273315
epoch 17800  training loss: 0.263797789812088
epoch 17800  clean testing loss: 0.48737064003944397
epoch 17900  training loss: 0.26373597979545593
epoch 17900  clean testing loss: 0.4851513206958771
epoch 18000  training loss: 0.2625479996204376
epoch 18000  clean testing loss: 0.4897540509700775
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise7.00e-01_invop0 ...
epoch 18100  training loss: 0.2620076835155487
epoch 18100  clean testing loss: 0.4907016456127167
epoch 18200  training loss: 0.26155757904052734
epoch 18200  clean testing loss: 0.49263954162597656
epoch 18300  training loss: 0.26105183362960815
epoch 18300  clean testing loss: 0.49396616220474243
epoch 18400  training loss: 0.2606014013290405
epoch 18400  clean testing loss: 0.4950774908065796
epoch 18500  training loss: 0.2605644166469574
epoch 18500  clean testing loss: 0.4992867708206177
epoch 18600  training loss: 0.25998660922050476

  6%|▋         | 19415/300000 [01:05<09:13, 507.21it/s]
epoch 18700  training loss: 0.25944918394088745
epoch 18700  clean testing loss: 0.49494174122810364
epoch 18800  training loss: 0.2591700553894043
epoch 18800  clean testing loss: 0.49501705169677734
epoch 18900  training loss: 0.2587214410305023
epoch 18900  clean testing loss: 0.5038460493087769
epoch 19000  training loss: 0.2574118971824646
epoch 19000  clean testing loss: 0.4997982084751129
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise7.00e-01_invop0 ...
epoch 19100  training loss: 0.2569236755371094
epoch 19100  clean testing loss: 0.5009644627571106
epoch 19200  training loss: 0.2563673257827759
epoch 19200  clean testing loss: 0.502902090549469
epoch 19300  training loss: 0.25622498989105225
epoch 19300  clean testing loss: 0.5017749071121216
epoch 19400  training loss: 0.25530552864074707

  7%|▋         | 20249/300000 [01:17<10:31, 442.65it/s]
epoch 19500  training loss: 0.25478947162628174
epoch 19500  clean testing loss: 0.5070957541465759
epoch 19600  training loss: 0.2544923424720764
epoch 19600  clean testing loss: 0.5107719302177429
epoch 19700  training loss: 0.25439688563346863
epoch 19700  clean testing loss: 0.5142064690589905
epoch 19800  training loss: 0.25376543402671814
epoch 19800  clean testing loss: 0.5146007537841797
epoch 19900  training loss: 0.2531633675098419
epoch 19900  clean testing loss: 0.5165868997573853
epoch 20000  training loss: 0.25225746631622314
epoch 20000  clean testing loss: 0.5149009823799133
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise7.00e-01_invop0 ...
epoch 20100  training loss: 0.2519918382167816
epoch 20100  clean testing loss: 0.5124274492263794
epoch 20200  training loss: 0.2515268325805664
epoch 20200  clean testing loss: 0.519646942615509
epoch 20300  training loss: 0.2507365047931671

  7%|▋         | 21288/300000 [01:19<09:03, 512.43it/s]
epoch 20400  training loss: 0.2503850758075714
epoch 20400  clean testing loss: 0.516387939453125
epoch 20500  training loss: 0.25042974948883057
epoch 20500  clean testing loss: 0.5149912238121033
epoch 20600  training loss: 0.2498949021100998
epoch 20600  clean testing loss: 0.5164105296134949
epoch 20700  training loss: 0.24880433082580566
epoch 20700  clean testing loss: 0.5225133299827576
epoch 20800  training loss: 0.2483338862657547
epoch 20800  clean testing loss: 0.5217409133911133
epoch 20900  training loss: 0.2486550360918045
epoch 20900  clean testing loss: 0.5280219912528992
epoch 21000  training loss: 0.24738797545433044
epoch 21000  clean testing loss: 0.5243228077888489
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise7.00e-01_invop0 ...
epoch 21100  training loss: 0.2469433695077896
epoch 21100  clean testing loss: 0.524739146232605
epoch 21200  training loss: 0.24655872583389282
epoch 21200  clean testing loss: 0.5268335938453674
epoch 21300  training loss: 0.24620765447616577

  7%|▋         | 22329/300000 [01:21<09:05, 509.43it/s]
epoch 21400  training loss: 0.2456895262002945
epoch 21400  clean testing loss: 0.5274583101272583
epoch 21500  training loss: 0.24556443095207214
epoch 21500  clean testing loss: 0.5309874415397644
epoch 21600  training loss: 0.24496476352214813
epoch 21600  clean testing loss: 0.5271673798561096
epoch 21700  training loss: 0.24437636137008667
epoch 21700  clean testing loss: 0.5302678346633911
epoch 21800  training loss: 0.24398991465568542
epoch 21800  clean testing loss: 0.5318253636360168
epoch 21900  training loss: 0.24376840889453888
epoch 21900  clean testing loss: 0.5347314476966858
epoch 22000  training loss: 0.2434764802455902
epoch 22000  clean testing loss: 0.5371073484420776
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise7.00e-01_invop0 ...
epoch 22100  training loss: 0.24289384484291077
epoch 22100  clean testing loss: 0.5366776585578918
epoch 22200  training loss: 0.24241627752780914
epoch 22200  clean testing loss: 0.5371843576431274
epoch 22300  training loss: 0.24191103875637054

  8%|▊         | 23317/300000 [01:23<09:03, 509.02it/s]
epoch 22400  training loss: 0.24177896976470947
epoch 22400  clean testing loss: 0.5354142189025879
epoch 22500  training loss: 0.241501122713089
epoch 22500  clean testing loss: 0.535550057888031
epoch 22600  training loss: 0.2410193830728531
epoch 22600  clean testing loss: 0.5376665592193604
epoch 22700  training loss: 0.2407117784023285
epoch 22700  clean testing loss: 0.5380117297172546
epoch 22800  training loss: 0.24022121727466583
epoch 22800  clean testing loss: 0.53984534740448
epoch 22900  training loss: 0.23979075253009796
epoch 22900  clean testing loss: 0.5415763854980469
epoch 23000  training loss: 0.23912155628204346
epoch 23000  clean testing loss: 0.5469675660133362
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise7.00e-01_invop0 ...
epoch 23100  training loss: 0.23897571861743927
epoch 23100  clean testing loss: 0.5493538975715637
epoch 23200  training loss: 0.23827692866325378
epoch 23200  clean testing loss: 0.546393096446991
epoch 23300  training loss: 0.23811939358711243

  8%|▊         | 24300/300000 [01:25<09:17, 494.27it/s]
epoch 23400  training loss: 0.2379206269979477
epoch 23400  clean testing loss: 0.546339750289917
epoch 23500  training loss: 0.23751254379749298
epoch 23500  clean testing loss: 0.5471143126487732
epoch 23600  training loss: 0.23695474863052368
epoch 23600  clean testing loss: 0.5481055974960327
epoch 23700  training loss: 0.23629538714885712
epoch 23700  clean testing loss: 0.5523371696472168
epoch 23800  training loss: 0.23596717417240143
epoch 23800  clean testing loss: 0.5530480742454529
epoch 23900  training loss: 0.23599055409431458
epoch 23900  clean testing loss: 0.5507963299751282
epoch 24000  training loss: 0.23565328121185303
epoch 24000  clean testing loss: 0.5534730553627014
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise7.00e-01_invop0 ...
epoch 24100  training loss: 0.23484690487384796
epoch 24100  clean testing loss: 0.5557109713554382
epoch 24200  training loss: 0.2345348298549652
epoch 24200  clean testing loss: 0.5570313930511475
epoch 24300  training loss: 0.23428098857402802

  8%|▊         | 25333/300000 [01:27<08:59, 509.29it/s]
epoch 24400  training loss: 0.23389649391174316
epoch 24400  clean testing loss: 0.5592107772827148
epoch 24500  training loss: 0.2337198555469513
epoch 24500  clean testing loss: 0.5570876598358154
epoch 24600  training loss: 0.23327317833900452
epoch 24600  clean testing loss: 0.5600765943527222
epoch 24700  training loss: 0.23304249346256256
epoch 24700  clean testing loss: 0.5649169087409973
epoch 24800  training loss: 0.23251096904277802
epoch 24800  clean testing loss: 0.5637633204460144
epoch 24900  training loss: 0.23226985335350037
epoch 24900  clean testing loss: 0.5615107417106628
epoch 25000  training loss: 0.2318415641784668
epoch 25000  clean testing loss: 0.5641658306121826
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise7.00e-01_invop0 ...
epoch 25100  training loss: 0.23151953518390656
epoch 25100  clean testing loss: 0.5659491419792175
epoch 25200  training loss: 0.23140810430049896
epoch 25200  clean testing loss: 0.5689883232116699
epoch 25300  training loss: 0.231318399310112

  9%|▊         | 26164/300000 [01:29<08:59, 507.68it/s]
epoch 25400  training loss: 0.23078930377960205
epoch 25400  clean testing loss: 0.5656908750534058
epoch 25500  training loss: 0.2301865965127945
epoch 25500  clean testing loss: 0.5699474811553955
epoch 25600  training loss: 0.23024338483810425
epoch 25600  clean testing loss: 0.5738658905029297
epoch 25700  training loss: 0.22968415915966034
epoch 25700  clean testing loss: 0.5687495470046997
epoch 25800  training loss: 0.22932538390159607
epoch 25800  clean testing loss: 0.569442629814148
epoch 25900  training loss: 0.22889700531959534
epoch 25900  clean testing loss: 0.5721977949142456
epoch 26000  training loss: 0.2285892516374588
epoch 26000  clean testing loss: 0.574437141418457
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise7.00e-01_invop0 ...
epoch 26100  training loss: 0.22826378047466278
epoch 26100  clean testing loss: 0.5747748613357544
epoch 26200  training loss: 0.22792908549308777

  9%|▉         | 27144/300000 [01:35<09:11, 494.77it/s]
epoch 26300  training loss: 0.22775539755821228
epoch 26300  clean testing loss: 0.5748132467269897
epoch 26400  training loss: 0.22752149403095245
epoch 26400  clean testing loss: 0.5744802951812744
epoch 26500  training loss: 0.22702321410179138
epoch 26500  clean testing loss: 0.5785629749298096
epoch 26600  training loss: 0.22682514786720276
epoch 26600  clean testing loss: 0.5776505470275879
epoch 26700  training loss: 0.2265298217535019
epoch 26700  clean testing loss: 0.5833508372306824
epoch 26800  training loss: 0.2260594218969345
epoch 26800  clean testing loss: 0.5825725197792053
epoch 26900  training loss: 0.2261923849582672
epoch 26900  clean testing loss: 0.5783403515815735
epoch 27000  training loss: 0.22546778619289398
epoch 27000  clean testing loss: 0.58426433801651
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise7.00e-01_invop0 ...
epoch 27100  training loss: 0.2250513732433319

