
  0%|                                                           | 180/300000 [00:01<22:26, 222.71it/s]
epoch 2400  training loss: 0.08759479969739914
epoch 2400  clean testing loss: 0.053749728947877884
epoch 2500  training loss: 0.0789840891957283
epoch 2500  clean testing loss: 0.04312007874250412
epoch 2600  training loss: 0.07754209637641907
epoch 2600  clean testing loss: 0.04551340639591217
epoch 2700  training loss: 0.07563324272632599
epoch 2700  clean testing loss: 0.045076966285705566
epoch 2800  training loss: 0.07401348650455475
epoch 2800  clean testing loss: 0.048959050327539444
epoch 2900  training loss: 0.07304292917251587
epoch 2900  clean testing loss: 0.04824330285191536
epoch 3000  training loss: 0.07719987630844116
epoch 3000  clean testing loss: 0.051622744649648666
epoch 3100  training loss: 0.06961734592914581
epoch 3100  clean testing loss: 0.05041036382317543
epoch 3200  training loss: 0.07120009511709213
epoch 3200  clean testing loss: 0.05238340422511101
epoch 3300  training loss: 0.06987310200929642
epoch 3300  clean testing loss: 0.05473141372203827
epoch 3400  training loss: 0.06963631510734558
epoch 3400  clean testing loss: 0.05504199489951134
epoch 3500  training loss: 0.06784393638372421
epoch 3500  clean testing loss: 0.057532936334609985
epoch 3600  training loss: 0.06480467319488525
epoch 3600  clean testing loss: 0.05323909968137741
epoch 3700  training loss: 0.06810591369867325
epoch 3700  clean testing loss: 0.056800514459609985
epoch 3800  training loss: 0.06352175772190094
epoch 3800  clean testing loss: 0.05702266842126846
epoch 3900  training loss: 0.06528585404157639


  2%|█▏                                                        | 6389/300000 [00:15<10:56, 447.16it/s]
epoch 4000  training loss: 0.0632251724600792
epoch 4000  clean testing loss: 0.05781172588467598
epoch 4100  training loss: 0.06558748334646225
epoch 4100  clean testing loss: 0.06001029163599014
epoch 4200  training loss: 0.0611625537276268
epoch 4200  clean testing loss: 0.057021208107471466
epoch 4300  training loss: 0.06005537137389183
epoch 4300  clean testing loss: 0.05882130563259125
epoch 4400  training loss: 0.06349597871303558
epoch 4400  clean testing loss: 0.06159179285168648
epoch 4500  training loss: 0.062231484800577164
epoch 4500  clean testing loss: 0.064181387424469
epoch 4600  training loss: 0.060830265283584595
epoch 4600  clean testing loss: 0.060017917305231094
epoch 4700  training loss: 0.06064987927675247
epoch 4700  clean testing loss: 0.06207558140158653
epoch 4800  training loss: 0.05874616280198097
epoch 4800  clean testing loss: 0.062357742339372635
epoch 4900  training loss: 0.062109701335430145
epoch 4900  clean testing loss: 0.06643038243055344
epoch 5000  training loss: 0.057244352996349335
epoch 5000  clean testing loss: 0.062272582203149796
epoch 5100  training loss: 0.05723884701728821
epoch 5100  clean testing loss: 0.06252320110797882
epoch 5200  training loss: 0.055344730615615845
epoch 5200  clean testing loss: 0.0631619542837143
epoch 5300  training loss: 0.054809339344501495
epoch 5300  clean testing loss: 0.06250917166471481
epoch 5400  training loss: 0.054426852613687515
epoch 5400  clean testing loss: 0.0636475458741188
epoch 5500  training loss: 0.055889926850795746
epoch 5500  clean testing loss: 0.06362047791481018
epoch 5600  training loss: 0.057356879115104675
epoch 5600  clean testing loss: 0.06686896085739136
epoch 5700  training loss: 0.05802633985877037
epoch 5700  clean testing loss: 0.06797045469284058
epoch 5800  training loss: 0.056826747953891754
epoch 5800  clean testing loss: 0.06732771545648575
epoch 5900  training loss: 0.05396099016070366
epoch 5900  clean testing loss: 0.06644931435585022
epoch 6000  training loss: 0.05228118225932121
epoch 6000  clean testing loss: 0.06502757221460342
epoch 6100  training loss: 0.05196446552872658
epoch 6100  clean testing loss: 0.06599591672420502
epoch 6200  training loss: 0.05218563228845596
epoch 6200  clean testing loss: 0.06699607521295547
epoch 6300  training loss: 0.052768878638744354
epoch 6300  clean testing loss: 0.0677381157875061
epoch 6400  training loss: 0.05528979003429413

  2%|█▍                                                        | 7279/300000 [00:17<11:10, 436.48it/s]
epoch 6500  training loss: 0.05254356563091278
epoch 6500  clean testing loss: 0.06968361884355545
epoch 6600  training loss: 0.05113585293292999
epoch 6600  clean testing loss: 0.06921146810054779
epoch 6700  training loss: 0.05094777047634125
epoch 6700  clean testing loss: 0.0693337544798851
epoch 6800  training loss: 0.049887362867593765
epoch 6800  clean testing loss: 0.06917641311883926
epoch 6900  training loss: 0.05109773948788643
epoch 6900  clean testing loss: 0.07100876420736313
epoch 7000  training loss: 0.049335092306137085
epoch 7000  clean testing loss: 0.06959760934114456
epoch 7100  training loss: 0.048995088785886765
epoch 7100  clean testing loss: 0.06953885406255722
epoch 7200  training loss: 0.05666695162653923
epoch 7200  clean testing loss: 0.07668550312519073
epoch 7300  training loss: 0.049302633851766586

  3%|█▌                                                        | 8162/300000 [00:19<11:05, 438.37it/s]
epoch 7400  training loss: 0.049516987055540085
epoch 7400  clean testing loss: 0.0719902515411377
epoch 7500  training loss: 0.05114196985960007
epoch 7500  clean testing loss: 0.07387975603342056
epoch 7600  training loss: 0.050334468483924866
epoch 7600  clean testing loss: 0.07270780950784683
epoch 7700  training loss: 0.04841018095612526
epoch 7700  clean testing loss: 0.07148892432451248
epoch 7800  training loss: 0.04736587032675743
epoch 7800  clean testing loss: 0.07151477038860321
epoch 7900  training loss: 0.04772425442934036
epoch 7900  clean testing loss: 0.07165038585662842
epoch 8000  training loss: 0.04743194952607155
epoch 8000  clean testing loss: 0.07276987284421921
epoch 8100  training loss: 0.04941015690565109
epoch 8100  clean testing loss: 0.07399783283472061
epoch 8200  training loss: 0.047339729964733124

  3%|█▋                                                        | 9051/300000 [00:21<10:56, 442.97it/s]
epoch 8300  training loss: 0.04926644638180733
epoch 8300  clean testing loss: 0.07467906177043915
epoch 8400  training loss: 0.05095124617218971
epoch 8400  clean testing loss: 0.07606609165668488
epoch 8500  training loss: 0.048707347363233566
epoch 8500  clean testing loss: 0.07475733011960983
epoch 8600  training loss: 0.04586179181933403
epoch 8600  clean testing loss: 0.073237843811512
epoch 8700  training loss: 0.047248851507902145
epoch 8700  clean testing loss: 0.0732848271727562
epoch 8800  training loss: 0.046082064509391785
epoch 8800  clean testing loss: 0.07359553873538971
epoch 8900  training loss: 0.04911364987492561
epoch 8900  clean testing loss: 0.07437136024236679
epoch 9000  training loss: 0.04606963321566582

  3%|█▊                                                        | 9186/300000 [00:21<10:55, 443.44it/s]
epoch 9100  training loss: 0.044846776872873306
epoch 9100  clean testing loss: 0.07461755722761154
epoch 9200  training loss: 0.04482217878103256

  4%|██                                                       | 10831/300000 [00:25<11:02, 436.59it/s]
epoch 9300  training loss: 0.045581698417663574
epoch 9300  clean testing loss: 0.07653151452541351
epoch 9400  training loss: 0.0467015877366066
epoch 9400  clean testing loss: 0.07697485387325287
epoch 9500  training loss: 0.044237684458494186
epoch 9500  clean testing loss: 0.07621172070503235
epoch 9600  training loss: 0.044821903109550476
epoch 9600  clean testing loss: 0.07648685574531555
epoch 9700  training loss: 0.04418773576617241
epoch 9700  clean testing loss: 0.07636914402246475
epoch 9800  training loss: 0.04597168043255806
epoch 9800  clean testing loss: 0.07785199582576752
epoch 9900  training loss: 0.045662812888622284
epoch 9900  clean testing loss: 0.07739941775798798
epoch 10000  training loss: 0.04377434030175209
epoch 10000  clean testing loss: 0.07701883465051651
epoch 10100  training loss: 0.043302495032548904
epoch 10100  clean testing loss: 0.07676900923252106
epoch 10200  training loss: 0.04795391485095024
epoch 10200  clean testing loss: 0.0802433043718338
epoch 10300  training loss: 0.04698089510202408
epoch 10300  clean testing loss: 0.07921743392944336
epoch 10400  training loss: 0.04709358513355255
epoch 10400  clean testing loss: 0.08130374550819397
epoch 10500  training loss: 0.045633479952812195
epoch 10500  clean testing loss: 0.08069276809692383
epoch 10600  training loss: 0.044475819915533066
epoch 10600  clean testing loss: 0.07922422885894775
epoch 10700  training loss: 0.04208662733435631
epoch 10700  clean testing loss: 0.07805371284484863
epoch 10800  training loss: 0.04317861422896385

  4%|██▏                                                      | 11674/300000 [00:27<10:59, 437.05it/s]
epoch 10900  training loss: 0.04226776212453842
epoch 10900  clean testing loss: 0.07875651866197586
epoch 11000  training loss: 0.042302247136831284
epoch 11000  clean testing loss: 0.07904306054115295
epoch 11100  training loss: 0.042653247714042664
epoch 11100  clean testing loss: 0.07944996654987335
epoch 11200  training loss: 0.04151904582977295
epoch 11200  clean testing loss: 0.07868407666683197
epoch 11300  training loss: 0.04250439628958702
epoch 11300  clean testing loss: 0.07960052788257599
epoch 11400  training loss: 0.04295183718204498
epoch 11400  clean testing loss: 0.0803932175040245
epoch 11500  training loss: 0.04190980643033981
epoch 11500  clean testing loss: 0.07958019524812698
epoch 11600  training loss: 0.04084627702832222
epoch 11600  clean testing loss: 0.07924959063529968
epoch 11700  training loss: 0.04212816804647446

  4%|██▎                                                      | 12473/300000 [00:29<10:54, 439.08it/s]
epoch 11800  training loss: 0.040584057569503784
epoch 11800  clean testing loss: 0.07964246720075607
epoch 11900  training loss: 0.043975405395030975
epoch 11900  clean testing loss: 0.08251090347766876
epoch 12000  training loss: 0.043925005942583084
epoch 12000  clean testing loss: 0.08030282706022263
epoch 12100  training loss: 0.040111929178237915
epoch 12100  clean testing loss: 0.08014725148677826
epoch 12200  training loss: 0.04001970216631889
epoch 12200  clean testing loss: 0.08056729286909103
epoch 12300  training loss: 0.04025927931070328
epoch 12300  clean testing loss: 0.08204550296068192
epoch 12400  training loss: 0.039787568151950836
epoch 12400  clean testing loss: 0.08122899383306503
epoch 12500  training loss: 0.0439126156270504

  5%|██▋                                                      | 14169/300000 [00:33<10:50, 439.24it/s]
epoch 12600  training loss: 0.04146188125014305
epoch 12600  clean testing loss: 0.0830405130982399
epoch 12700  training loss: 0.03929990530014038
epoch 12700  clean testing loss: 0.08198459446430206
epoch 12800  training loss: 0.0404416061937809
epoch 12800  clean testing loss: 0.0842014029622078
epoch 12900  training loss: 0.03900358825922012
epoch 12900  clean testing loss: 0.08238779008388519
epoch 13000  training loss: 0.04107160121202469
epoch 13000  clean testing loss: 0.0836934894323349
epoch 13100  training loss: 0.038885440677404404
epoch 13100  clean testing loss: 0.08265358209609985
epoch 13200  training loss: 0.03951725363731384
epoch 13200  clean testing loss: 0.08359958231449127
epoch 13300  training loss: 0.041631728410720825
epoch 13300  clean testing loss: 0.0868794173002243
epoch 13400  training loss: 0.03853197023272514
epoch 13400  clean testing loss: 0.0838824212551117
epoch 13500  training loss: 0.03954737260937691
epoch 13500  clean testing loss: 0.08355911821126938
epoch 13600  training loss: 0.03906029835343361
epoch 13600  clean testing loss: 0.084004245698452
epoch 13700  training loss: 0.040749307721853256
epoch 13700  clean testing loss: 0.08625027537345886
epoch 13800  training loss: 0.03890736401081085
epoch 13800  clean testing loss: 0.08383306860923767
epoch 13900  training loss: 0.038603659719228745
epoch 13900  clean testing loss: 0.08451662212610245
epoch 14000  training loss: 0.04109124839305878
epoch 14000  clean testing loss: 0.087572380900383
epoch 14100  training loss: 0.037597645074129105
epoch 14100  clean testing loss: 0.08416347205638885
epoch 14200  training loss: 0.038619864732027054

  5%|██▉                                                      | 15196/300000 [00:35<10:46, 440.51it/s]
epoch 14300  training loss: 0.03840797394514084
epoch 14300  clean testing loss: 0.08571942895650864
epoch 14400  training loss: 0.03897390887141228
epoch 14400  clean testing loss: 0.08493715524673462
epoch 14500  training loss: 0.037856630980968475
epoch 14500  clean testing loss: 0.08461063355207443
epoch 14600  training loss: 0.037770938128232956
epoch 14600  clean testing loss: 0.08551797270774841
epoch 14700  training loss: 0.037028342485427856
epoch 14700  clean testing loss: 0.08495818823575974
epoch 14800  training loss: 0.03762182593345642
epoch 14800  clean testing loss: 0.08529632538557053
epoch 14900  training loss: 0.038799356669187546
epoch 14900  clean testing loss: 0.0880376473069191
epoch 15000  training loss: 0.03682909160852432
epoch 15000  clean testing loss: 0.08536532521247864
epoch 15100  training loss: 0.036504123359918594
epoch 15100  clean testing loss: 0.08557480573654175
epoch 15200  training loss: 0.03650585934519768

  5%|███                                                      | 15999/300000 [00:37<10:46, 439.35it/s]
epoch 15300  training loss: 0.03660963475704193
epoch 15300  clean testing loss: 0.08615481108427048
epoch 15400  training loss: 0.03815709054470062
epoch 15400  clean testing loss: 0.08817274868488312
epoch 15500  training loss: 0.036390043795108795
epoch 15500  clean testing loss: 0.08685603737831116
epoch 15600  training loss: 0.03763788565993309
epoch 15600  clean testing loss: 0.08690005540847778
epoch 15700  training loss: 0.03640388324856758
epoch 15700  clean testing loss: 0.08634626865386963
epoch 15800  training loss: 0.036896005272865295
epoch 15800  clean testing loss: 0.08829866349697113
epoch 15900  training loss: 0.03589148074388504
epoch 15900  clean testing loss: 0.0869705080986023
epoch 16000  training loss: 0.03653595224022865

  6%|███▍                                                     | 17869/300000 [00:41<10:43, 438.30it/s]
epoch 16100  training loss: 0.03853073716163635
epoch 16100  clean testing loss: 0.09052389860153198
epoch 16200  training loss: 0.03734816983342171
epoch 16200  clean testing loss: 0.0892612412571907
epoch 16300  training loss: 0.03579973801970482
epoch 16300  clean testing loss: 0.08760371804237366
epoch 16400  training loss: 0.03702302649617195
epoch 16400  clean testing loss: 0.08723632991313934
epoch 16500  training loss: 0.037050288170576096
epoch 16500  clean testing loss: 0.08730079233646393
epoch 16600  training loss: 0.03534778207540512
epoch 16600  clean testing loss: 0.08698993921279907
epoch 16700  training loss: 0.03685807064175606
epoch 16700  clean testing loss: 0.08930703997612
epoch 16800  training loss: 0.035708025097846985
epoch 16800  clean testing loss: 0.0869859978556633
epoch 16900  training loss: 0.03555547818541527
epoch 16900  clean testing loss: 0.08713754266500473
epoch 17000  training loss: 0.035501185804605484
epoch 17000  clean testing loss: 0.08765469491481781
epoch 17100  training loss: 0.034937139600515366
epoch 17100  clean testing loss: 0.08737538754940033
epoch 17200  training loss: 0.03557097166776657
epoch 17200  clean testing loss: 0.08806560188531876
epoch 17300  training loss: 0.035904549062252045
epoch 17300  clean testing loss: 0.08787932246923447
epoch 17400  training loss: 0.03597407042980194
epoch 17400  clean testing loss: 0.08831514418125153
epoch 17500  training loss: 0.03485153988003731
epoch 17500  clean testing loss: 0.08788860589265823
epoch 17600  training loss: 0.03473712503910065
epoch 17600  clean testing loss: 0.087909996509552
epoch 17700  training loss: 0.03541012853384018
epoch 17700  clean testing loss: 0.08892790973186493
epoch 17800  training loss: 0.0348188579082489

  6%|███▌                                                     | 18754/300000 [00:43<10:40, 438.92it/s]
epoch 17900  training loss: 0.03547220677137375
epoch 17900  clean testing loss: 0.08809268474578857
epoch 18000  training loss: 0.037679292261600494
epoch 18000  clean testing loss: 0.0894598439335823
epoch 18100  training loss: 0.03405526280403137
epoch 18100  clean testing loss: 0.08848697692155838
epoch 18200  training loss: 0.03402048721909523
epoch 18200  clean testing loss: 0.08858107775449753
epoch 18300  training loss: 0.03398178145289421
epoch 18300  clean testing loss: 0.08908804506063461
epoch 18400  training loss: 0.03387406840920448
epoch 18400  clean testing loss: 0.08913039416074753
epoch 18500  training loss: 0.034722115844488144
epoch 18500  clean testing loss: 0.09049192816019058
epoch 18600  training loss: 0.0345199815928936
epoch 18600  clean testing loss: 0.09065033495426178
epoch 18700  training loss: 0.03398517519235611

  7%|███▋                                                     | 19608/300000 [00:45<10:32, 443.06it/s]
epoch 18800  training loss: 0.033908579498529434
epoch 18800  clean testing loss: 0.08960942178964615
epoch 18900  training loss: 0.0340874083340168
epoch 18900  clean testing loss: 0.09039400517940521
epoch 19000  training loss: 0.03453289344906807
epoch 19000  clean testing loss: 0.09152904152870178
epoch 19100  training loss: 0.03349393978714943
epoch 19100  clean testing loss: 0.09038489311933517
epoch 19200  training loss: 0.03472904488444328
epoch 19200  clean testing loss: 0.090549997985363
epoch 19300  training loss: 0.03325800597667694
epoch 19300  clean testing loss: 0.09008020162582397
epoch 19400  training loss: 0.033966511487960815
epoch 19400  clean testing loss: 0.09144606441259384
epoch 19500  training loss: 0.03346898779273033
epoch 19500  clean testing loss: 0.09123872965574265
epoch 19600  training loss: 0.03495343029499054

  7%|███▉                                                     | 20508/300000 [00:47<10:30, 443.16it/s]
epoch 19700  training loss: 0.03357275202870369
epoch 19700  clean testing loss: 0.09068971127271652
epoch 19800  training loss: 0.0337521992623806
epoch 19800  clean testing loss: 0.09208449721336365
epoch 19900  training loss: 0.033178381621837616
epoch 19900  clean testing loss: 0.09162628650665283
epoch 20000  training loss: 0.03285912051796913
epoch 20000  clean testing loss: 0.09132023900747299
epoch 20100  training loss: 0.035920072346925735
epoch 20100  clean testing loss: 0.09332583099603653
epoch 20200  training loss: 0.0329037606716156
epoch 20200  clean testing loss: 0.09107756614685059
epoch 20300  training loss: 0.03272951394319534
epoch 20300  clean testing loss: 0.0917830690741539
epoch 20400  training loss: 0.03371990844607353
epoch 20400  clean testing loss: 0.09188658744096756
epoch 20500  training loss: 0.03281016647815704

  7%|████                                                     | 21408/300000 [00:49<10:28, 443.15it/s]
epoch 20600  training loss: 0.03382602334022522
epoch 20600  clean testing loss: 0.09337779879570007
epoch 20700  training loss: 0.033828046172857285
epoch 20700  clean testing loss: 0.09205257147550583
epoch 20800  training loss: 0.03302697837352753
epoch 20800  clean testing loss: 0.09181839972734451
epoch 20900  training loss: 0.03482819348573685
epoch 20900  clean testing loss: 0.0949094295501709
epoch 21000  training loss: 0.03283846378326416
epoch 21000  clean testing loss: 0.09266851842403412
epoch 21100  training loss: 0.03201643005013466
epoch 21100  clean testing loss: 0.09224557131528854
epoch 21200  training loss: 0.03197551146149635
epoch 21200  clean testing loss: 0.09234053641557693
epoch 21300  training loss: 0.032160282135009766
epoch 21300  clean testing loss: 0.09234104305505753
epoch 21400  training loss: 0.03251707926392555

  7%|████▏                                                    | 22308/300000 [00:51<10:26, 443.35it/s]
epoch 21500  training loss: 0.03204113617539406
epoch 21500  clean testing loss: 0.09272263199090958
epoch 21600  training loss: 0.03241853415966034
epoch 21600  clean testing loss: 0.09379077702760696
epoch 21700  training loss: 0.031907856464385986
epoch 21700  clean testing loss: 0.09378274530172348
epoch 21800  training loss: 0.03158755972981453
epoch 21800  clean testing loss: 0.09331824630498886
epoch 21900  training loss: 0.03207346051931381
epoch 21900  clean testing loss: 0.09335127472877502
epoch 22000  training loss: 0.031589023768901825
epoch 22000  clean testing loss: 0.0935174748301506
epoch 22100  training loss: 0.03294730186462402
epoch 22100  clean testing loss: 0.09555602073669434
epoch 22200  training loss: 0.03182516619563103
epoch 22200  clean testing loss: 0.09478456526994705
epoch 22300  training loss: 0.03205212578177452

  8%|████▎                                                    | 22668/300000 [00:52<10:25, 443.22it/s]
epoch 22400  training loss: 0.03128205984830856
epoch 22400  clean testing loss: 0.09398321807384491
epoch 22500  training loss: 0.03236623853445053
epoch 22500  clean testing loss: 0.09550702571868896
epoch 22600  training loss: 0.03230300545692444
epoch 22600  clean testing loss: 0.096233069896698
epoch 22700  training loss: 0.031156284734606743

  8%|████▌                                                    | 24062/300000 [00:55<10:26, 440.12it/s]
epoch 22800  training loss: 0.032032791525125504
epoch 22800  clean testing loss: 0.09508824348449707
epoch 22900  training loss: 0.031065218150615692
epoch 22900  clean testing loss: 0.09502305835485458
epoch 23000  training loss: 0.031528547406196594
epoch 23000  clean testing loss: 0.09603375941514969
epoch 23100  training loss: 0.03118288516998291
epoch 23100  clean testing loss: 0.09505331516265869
epoch 23200  training loss: 0.030885007232427597
epoch 23200  clean testing loss: 0.0950738862156868
epoch 23300  training loss: 0.030804982408881187
epoch 23300  clean testing loss: 0.09541987627744675
epoch 23400  training loss: 0.031729768961668015
epoch 23400  clean testing loss: 0.09717319160699844
epoch 23500  training loss: 0.030646249651908875
epoch 23500  clean testing loss: 0.09586599469184875
epoch 23600  training loss: 0.03254345431923866
epoch 23600  clean testing loss: 0.09618984162807465
epoch 23700  training loss: 0.03100568614900112
epoch 23700  clean testing loss: 0.09574434161186218
epoch 23800  training loss: 0.031052634119987488
epoch 23800  clean testing loss: 0.09652138501405716
epoch 23900  training loss: 0.030635930597782135
epoch 23900  clean testing loss: 0.09581297636032104
epoch 24000  training loss: 0.03117770329117775

  8%|████▋                                                    | 24962/300000 [00:57<10:21, 442.78it/s]
epoch 24100  training loss: 0.03024391084909439
epoch 24100  clean testing loss: 0.09636163711547852
epoch 24200  training loss: 0.030185190960764885
epoch 24200  clean testing loss: 0.09651239216327667
epoch 24300  training loss: 0.030209168791770935
epoch 24300  clean testing loss: 0.09686093777418137
epoch 24400  training loss: 0.030088728293776512
epoch 24400  clean testing loss: 0.09667596966028214
epoch 24500  training loss: 0.030048498883843422
epoch 24500  clean testing loss: 0.0968661904335022
epoch 24600  training loss: 0.030036626383662224
epoch 24600  clean testing loss: 0.09697452187538147
epoch 24700  training loss: 0.03118087723851204
epoch 24700  clean testing loss: 0.0987851545214653
epoch 24800  training loss: 0.030431555584073067
epoch 24800  clean testing loss: 0.097958043217659
epoch 24900  training loss: 0.03057182766497135

  8%|████▊                                                    | 25277/300000 [00:58<10:18, 444.39it/s]
epoch 25000  training loss: 0.0299808569252491
epoch 25000  clean testing loss: 0.09812308847904205
epoch 25100  training loss: 0.03008192963898182
epoch 25100  clean testing loss: 0.09761553257703781
epoch 25200  training loss: 0.03042936511337757
epoch 25200  clean testing loss: 0.09781339019536972
epoch 25300  training loss: 0.030127456411719322

  9%|█████                                                    | 26716/300000 [01:01<10:25, 437.01it/s]
epoch 25400  training loss: 0.02973317541182041
epoch 25400  clean testing loss: 0.09791632741689682
epoch 25500  training loss: 0.029676543548703194
epoch 25500  clean testing loss: 0.09828650206327438
epoch 25600  training loss: 0.03057737648487091
epoch 25600  clean testing loss: 0.09985483437776566
epoch 25700  training loss: 0.02961154282093048
epoch 25700  clean testing loss: 0.09899361431598663
epoch 25800  training loss: 0.030535215511918068
epoch 25800  clean testing loss: 0.09871433675289154
epoch 25900  training loss: 0.029910506680607796
epoch 25900  clean testing loss: 0.09879512339830399
epoch 26000  training loss: 0.02930535189807415
epoch 26000  clean testing loss: 0.09869075566530228
epoch 26100  training loss: 0.03043811209499836
epoch 26100  clean testing loss: 0.10080486536026001
epoch 26200  training loss: 0.029571374878287315
epoch 26200  clean testing loss: 0.09987539052963257
epoch 26300  training loss: 0.029576990753412247
epoch 26300  clean testing loss: 0.09910591691732407
epoch 26400  training loss: 0.029241779819130898
epoch 26400  clean testing loss: 0.09931067377328873
epoch 26500  training loss: 0.029315121471881866
epoch 26500  clean testing loss: 0.10025491565465927
epoch 26600  training loss: 0.02906528301537037
epoch 26600  clean testing loss: 0.09956877678632736
epoch 26700  training loss: 0.02893994376063347

  9%|█████▏                                                   | 27608/300000 [01:03<10:18, 440.59it/s]
epoch 26800  training loss: 0.029700256884098053
epoch 26800  clean testing loss: 0.10130896419286728
epoch 26900  training loss: 0.029157405719161034
epoch 26900  clean testing loss: 0.09980496764183044
epoch 27000  training loss: 0.029637306928634644
epoch 27000  clean testing loss: 0.09985246509313583
epoch 27100  training loss: 0.028751837089657784
epoch 27100  clean testing loss: 0.100190669298172
epoch 27200  training loss: 0.028718706220388412
epoch 27200  clean testing loss: 0.10042303800582886
epoch 27300  training loss: 0.02874310500919819
epoch 27300  clean testing loss: 0.10036498308181763
epoch 27400  training loss: 0.028690839186310768
epoch 27400  clean testing loss: 0.10084488242864609
epoch 27500  training loss: 0.028623322024941444
epoch 27500  clean testing loss: 0.10089856386184692
epoch 27600  training loss: 0.029278455302119255

 10%|█████▍                                                   | 28508/300000 [01:05<10:15, 440.97it/s]
epoch 27700  training loss: 0.028504353016614914
epoch 27700  clean testing loss: 0.10077071189880371
epoch 27800  training loss: 0.028551308438181877
epoch 27800  clean testing loss: 0.1010376587510109
epoch 27900  training loss: 0.028789691627025604
epoch 27900  clean testing loss: 0.10156184434890747
epoch 28000  training loss: 0.02848111465573311
epoch 28000  clean testing loss: 0.10149666666984558
epoch 28100  training loss: 0.028391147032380104
epoch 28100  clean testing loss: 0.10140902549028397
epoch 28200  training loss: 0.028552386909723282
epoch 28200  clean testing loss: 0.10105264186859131
epoch 28300  training loss: 0.028941847383975983
epoch 28300  clean testing loss: 0.10154934972524643
epoch 28400  training loss: 0.02822338044643402
epoch 28400  clean testing loss: 0.10134199261665344
epoch 28500  training loss: 0.028317615389823914

 10%|█████▌                                                   | 29363/300000 [01:07<10:13, 440.96it/s]
epoch 28600  training loss: 0.02845083735883236
epoch 28600  clean testing loss: 0.10231233388185501
epoch 28700  training loss: 0.028156038373708725
epoch 28700  clean testing loss: 0.10159271210432053
epoch 28800  training loss: 0.028556469827890396
epoch 28800  clean testing loss: 0.10174695402383804
epoch 28900  training loss: 0.028101632371544838
epoch 28900  clean testing loss: 0.10203973203897476
epoch 29000  training loss: 0.028574787080287933
epoch 29000  clean testing loss: 0.10297100245952606
epoch 29100  training loss: 0.028106536716222763
epoch 29100  clean testing loss: 0.1019531637430191
epoch 29200  training loss: 0.028748834505677223
epoch 29200  clean testing loss: 0.10228779911994934
epoch 29300  training loss: 0.027997763827443123
epoch 29300  clean testing loss: 0.10211041569709778
epoch 29400  training loss: 0.028437944129109383

 10%|█████▋                                                   | 30261/300000 [01:09<10:13, 439.96it/s]
epoch 29500  training loss: 0.02823883853852749
epoch 29500  clean testing loss: 0.10322856903076172
epoch 29600  training loss: 0.027759939432144165
epoch 29600  clean testing loss: 0.10243145376443863
epoch 29700  training loss: 0.02846507355570793
epoch 29700  clean testing loss: 0.10284119844436646
epoch 29800  training loss: 0.027832867577672005
epoch 29800  clean testing loss: 0.10293635725975037
epoch 29900  training loss: 0.027569333091378212
epoch 29900  clean testing loss: 0.10322015732526779
epoch 30000  training loss: 0.027928071096539497
epoch 30000  clean testing loss: 0.10370940715074539
epoch 30100  training loss: 0.027423832565546036
