
  1%|          | 1009/100000 [00:01<03:03, 540.26it/s]
epoch 3100  clean testing loss: 3.1130852699279785
epoch 3200  training loss: 0.015131611377000809
epoch 3200  clean testing loss: 3.2136502265930176
epoch 3300  training loss: 0.01669517159461975
epoch 3300  clean testing loss: 2.9950380325317383
epoch 3400  training loss: 0.01626172475516796
epoch 3400  clean testing loss: 2.834484815597534
epoch 3500  training loss: 0.014923212118446827
epoch 3500  clean testing loss: 3.1082866191864014
epoch 3600  training loss: 0.014909552410244942
epoch 3600  clean testing loss: 3.046496629714966
epoch 3700  training loss: 0.01860550418496132
epoch 3700  clean testing loss: 2.8178582191467285
epoch 3800  training loss: 0.06704245507717133
epoch 3800  clean testing loss: 1.601173996925354
epoch 3900  training loss: 0.020074838772416115
epoch 3900  clean testing loss: 3.14971923828125
epoch 4000  training loss: 0.019855115562677383
epoch 4000  clean testing loss: 3.1409082412719727
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers2_relu_size50_noise1.00e-01_invop0_lr0.005 ...
epoch 4100  training loss: 0.016058681532740593

  5%|▌         | 5427/100000 [00:10<02:50, 553.67it/s]
epoch 4200  training loss: 0.01602749712765217
epoch 4200  clean testing loss: 2.8552534580230713
epoch 4300  training loss: 0.014735746197402477
epoch 4300  clean testing loss: 2.9594290256500244
epoch 4400  training loss: 0.015155592001974583
epoch 4400  clean testing loss: 3.0072131156921387
epoch 4500  training loss: 0.031349122524261475
epoch 4500  clean testing loss: 1.3991680145263672
epoch 4600  training loss: 0.02005145698785782
epoch 4600  clean testing loss: 2.7145726680755615
epoch 4700  training loss: 0.016775798052549362
epoch 4700  clean testing loss: 3.2977054119110107
epoch 4800  training loss: 0.01478558499366045
epoch 4800  clean testing loss: 3.082284450531006
epoch 4900  training loss: 0.017074067145586014
epoch 4900  clean testing loss: 2.806610584259033
epoch 5000  training loss: 0.014824467711150646
epoch 5000  clean testing loss: 2.946270704269409
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers2_relu_size50_noise1.00e-01_invop0_lr0.005 ...
epoch 5100  training loss: 0.015490326099097729
epoch 5100  clean testing loss: 2.718308687210083
epoch 5200  training loss: 0.01697351597249508

  7%|▋         | 6503/100000 [00:11<02:49, 551.96it/s]
epoch 5300  training loss: 0.01510457880795002
epoch 5300  clean testing loss: 3.0191476345062256
epoch 5400  training loss: 0.015100197866559029
epoch 5400  clean testing loss: 2.7435271739959717
epoch 5500  training loss: 0.01502180565148592
epoch 5500  clean testing loss: 3.031693935394287
epoch 5600  training loss: 0.01470878440886736
epoch 5600  clean testing loss: 2.843381881713867
epoch 5700  training loss: 0.01458179485052824
epoch 5700  clean testing loss: 2.896653890609741
epoch 5800  training loss: 0.015992475673556328
epoch 5800  clean testing loss: 3.189451217651367
epoch 5900  training loss: 0.03948522359132767
epoch 5900  clean testing loss: 1.4893373250961304
epoch 6000  training loss: 0.014654570259153843
epoch 6000  clean testing loss: 2.813824415206909
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers2_relu_size50_noise1.00e-01_invop0_lr0.005 ...
epoch 6100  training loss: 0.014799275435507298
epoch 6100  clean testing loss: 2.8397068977355957
epoch 6200  training loss: 0.014767282642424107
epoch 6200  clean testing loss: 2.8506646156311035
epoch 6300  training loss: 0.014910702593624592

  8%|▊         | 7633/100000 [00:13<02:46, 553.23it/s]
epoch 6400  training loss: 0.015176293440163136
epoch 6400  clean testing loss: 2.7994935512542725
epoch 6500  training loss: 0.014628889970481396
epoch 6500  clean testing loss: 2.7854857444763184
epoch 6600  training loss: 0.014583716168999672
epoch 6600  clean testing loss: 2.8372631072998047
epoch 6700  training loss: 0.015089591033756733
epoch 6700  clean testing loss: 2.712948799133301
epoch 6800  training loss: 0.01465135533362627
epoch 6800  clean testing loss: 2.8188443183898926
epoch 6900  training loss: 0.014524664729833603
epoch 6900  clean testing loss: 2.8405346870422363
epoch 7000  training loss: 0.05617507919669151
epoch 7000  clean testing loss: 1.129204511642456
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers2_relu_size50_noise1.00e-01_invop0_lr0.005 ...
epoch 7100  training loss: 0.01664041168987751
epoch 7100  clean testing loss: 3.554363965988159
epoch 7200  training loss: 0.016109636053442955
epoch 7200  clean testing loss: 3.7254295349121094
epoch 7300  training loss: 0.01563359424471855
epoch 7300  clean testing loss: 3.469438314437866
epoch 7400  training loss: 0.015054158866405487

  8%|▊         | 8481/100000 [00:15<02:43, 559.61it/s]
epoch 7500  training loss: 0.015644999220967293
epoch 7500  clean testing loss: 3.461812734603882
epoch 7600  training loss: 0.014927374199032784
epoch 7600  clean testing loss: 3.355982542037964
epoch 7700  training loss: 0.017646601423621178
epoch 7700  clean testing loss: 3.111530303955078
epoch 7800  training loss: 0.014570587314665318
epoch 7800  clean testing loss: 3.284996271133423
epoch 7900  training loss: 0.014728727750480175
epoch 7900  clean testing loss: 3.249375581741333
epoch 8000  training loss: 0.015284445136785507
epoch 8000  clean testing loss: 3.0320637226104736
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers2_relu_size50_noise1.00e-01_invop0_lr0.005 ...
epoch 8100  training loss: 0.014543252065777779
epoch 8100  clean testing loss: 3.2319369316101074
epoch 8200  training loss: 0.014557687565684319
epoch 8200  clean testing loss: 3.268188714981079
epoch 8300  training loss: 0.01598242111504078
epoch 8300  clean testing loss: 3.4927642345428467
epoch 8400  training loss: 0.014995443634688854
epoch 8400  clean testing loss: 3.0880227088928223
epoch 8500  training loss: 0.015048985369503498

 10%|▉         | 9553/100000 [00:17<02:42, 556.26it/s]
epoch 8600  training loss: 0.014771527610719204
epoch 8600  clean testing loss: 3.190403461456299
epoch 8700  training loss: 0.014717260375618935
epoch 8700  clean testing loss: 3.127641439437866
epoch 8800  training loss: 0.01454351656138897
epoch 8800  clean testing loss: 3.220273971557617
epoch 8900  training loss: 0.014233370311558247
epoch 8900  clean testing loss: 3.13486647605896
epoch 9000  training loss: 0.016305049881339073
epoch 9000  clean testing loss: 2.974376678466797
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers2_relu_size50_noise1.00e-01_invop0_lr0.005 ...
epoch 9100  training loss: 0.014510384760797024
epoch 9100  clean testing loss: 3.185586452484131
epoch 9200  training loss: 0.01425309106707573
epoch 9200  clean testing loss: 3.2242913246154785
epoch 9300  training loss: 0.014212717302143574
epoch 9300  clean testing loss: 3.0768284797668457
epoch 9400  training loss: 0.014243240468204021
epoch 9400  clean testing loss: 3.115370512008667
epoch 9500  training loss: 0.014447038061916828
epoch 9500  clean testing loss: 3.0056049823760986
epoch 9600  training loss: 0.016332047060132027

 11%|█         | 10686/100000 [00:19<02:39, 561.02it/s]
epoch 9700  training loss: 0.014788155443966389
epoch 9700  clean testing loss: 2.90256404876709
epoch 9800  training loss: 0.014406478963792324
epoch 9800  clean testing loss: 2.852590322494507
epoch 9900  training loss: 0.014503064565360546
epoch 9900  clean testing loss: 3.0163891315460205
epoch 10000  training loss: 0.014455237425863743
epoch 10000  clean testing loss: 2.9458601474761963
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers2_relu_size50_noise1.00e-01_invop0_lr0.005 ...
epoch 10100  training loss: 0.014100641012191772
epoch 10100  clean testing loss: 3.045130491256714
epoch 10200  training loss: 0.015547950752079487
epoch 10200  clean testing loss: 3.168489933013916
epoch 10300  training loss: 0.015282364562153816
epoch 10300  clean testing loss: 2.598283290863037
epoch 10400  training loss: 0.01416630856692791
epoch 10400  clean testing loss: 2.9938127994537354
epoch 10500  training loss: 0.014424885623157024
epoch 10500  clean testing loss: 3.0661888122558594
epoch 10600  training loss: 0.01446510385721922
epoch 10600  clean testing loss: 2.890489339828491
epoch 10700  training loss: 0.014835294336080551

 12%|█▏        | 11815/100000 [00:21<02:38, 557.33it/s]
epoch 10800  training loss: 0.014272439293563366
epoch 10800  clean testing loss: 3.0125975608825684
epoch 10900  training loss: 0.014151508919894695
epoch 10900  clean testing loss: 2.9533042907714844
epoch 11000  training loss: 0.015031466260552406
epoch 11000  clean testing loss: 2.8301961421966553
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers2_relu_size50_noise1.00e-01_invop0_lr0.005 ...
epoch 11100  training loss: 0.014070939272642136
epoch 11100  clean testing loss: 2.8439667224884033
epoch 11200  training loss: 0.015008298680186272
epoch 11200  clean testing loss: 2.874021291732788
epoch 11300  training loss: 0.014148742891848087
epoch 11300  clean testing loss: 3.030015707015991
epoch 11400  training loss: 0.014342105016112328
epoch 11400  clean testing loss: 3.0403168201446533
epoch 11500  training loss: 0.014804910868406296
epoch 11500  clean testing loss: 2.965200424194336
epoch 11600  training loss: 0.014222938567399979
epoch 11600  clean testing loss: 2.7828786373138428
epoch 11700  training loss: 0.014287065714597702
epoch 11700  clean testing loss: 2.8700499534606934
epoch 11800  training loss: 0.014552154578268528

 13%|█▎        | 12891/100000 [00:23<02:34, 562.71it/s]
epoch 11900  training loss: 0.015347468666732311
epoch 11900  clean testing loss: 2.971630811691284
epoch 12000  training loss: 0.015927158296108246
epoch 12000  clean testing loss: 2.68686580657959
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers2_relu_size50_noise1.00e-01_invop0_lr0.005 ...
epoch 12100  training loss: 0.014076260849833488
epoch 12100  clean testing loss: 3.01027774810791
epoch 12200  training loss: 0.014046718366444111
epoch 12200  clean testing loss: 3.0510199069976807
epoch 12300  training loss: 0.014258228242397308
epoch 12300  clean testing loss: 2.980861186981201
epoch 12400  training loss: 0.014182815328240395
epoch 12400  clean testing loss: 2.9968230724334717
epoch 12500  training loss: 0.014058359898626804
epoch 12500  clean testing loss: 3.0871083736419678
epoch 12600  training loss: 0.01447719894349575
epoch 12600  clean testing loss: 2.76454496383667
epoch 12700  training loss: 0.014377612620592117
epoch 12700  clean testing loss: 3.0044474601745605
epoch 12800  training loss: 0.01436552219092846
epoch 12800  clean testing loss: 2.8078067302703857
epoch 12900  training loss: 0.014056455343961716

 14%|█▍        | 13956/100000 [00:25<02:34, 557.15it/s]
epoch 13000  training loss: 0.014091181568801403
epoch 13000  clean testing loss: 2.862532377243042
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers2_relu_size50_noise1.00e-01_invop0_lr0.005 ...
epoch 13100  training loss: 0.014044014737010002
epoch 13100  clean testing loss: 2.887319803237915
epoch 13200  training loss: 0.019154276698827744
epoch 13200  clean testing loss: 3.1706271171569824
epoch 13300  training loss: 0.014282751828432083
epoch 13300  clean testing loss: 2.7545385360717773
epoch 13400  training loss: 0.014157530851662159
epoch 13400  clean testing loss: 2.895174503326416
epoch 13500  training loss: 0.014114673249423504
epoch 13500  clean testing loss: 2.895050525665283
epoch 13600  training loss: 0.014267184771597385
epoch 13600  clean testing loss: 2.7827861309051514
epoch 13700  training loss: 0.015066144056618214
epoch 13700  clean testing loss: 2.671351909637451
epoch 13800  training loss: 0.014041457325220108
epoch 13800  clean testing loss: 2.767104387283325
epoch 13900  training loss: 0.014241127297282219
epoch 13900  clean testing loss: 2.635333299636841
epoch 14000  training loss: 0.015116047114133835
epoch 14000  clean testing loss: 2.5924010276794434

 15%|█▌        | 15086/100000 [00:27<02:34, 551.24it/s]
epoch 14100  training loss: 0.013981287367641926
epoch 14100  clean testing loss: 2.8679802417755127
epoch 14200  training loss: 0.016209358349442482
epoch 14200  clean testing loss: 2.6156625747680664
epoch 14300  training loss: 0.014013790525496006
epoch 14300  clean testing loss: 2.82106614112854
epoch 14400  training loss: 0.014377406798303127
epoch 14400  clean testing loss: 2.773390054702759
epoch 14500  training loss: 0.014192625880241394
epoch 14500  clean testing loss: 2.707700252532959
epoch 14600  training loss: 0.014076816849410534
epoch 14600  clean testing loss: 2.753591537475586
epoch 14700  training loss: 0.014086442068219185
epoch 14700  clean testing loss: 2.854418992996216
epoch 14800  training loss: 0.01410578191280365
epoch 14800  clean testing loss: 2.677544593811035
epoch 14900  training loss: 0.014070327393710613
epoch 14900  clean testing loss: 2.796746253967285
epoch 15000  training loss: 0.014207548461854458
epoch 15000  clean testing loss: 2.6517555713653564
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers2_relu_size50_noise1.00e-01_invop0_lr0.005 ...
epoch 15100  training loss: 0.013957425951957703

 16%|█▌        | 16211/100000 [00:29<02:32, 549.48it/s]
epoch 15200  training loss: 0.014039539732038975
epoch 15200  clean testing loss: 2.7535400390625
epoch 15300  training loss: 0.014025270938873291
epoch 15300  clean testing loss: 2.769827127456665
epoch 15400  training loss: 0.014199110679328442
epoch 15400  clean testing loss: 2.8065054416656494
epoch 15500  training loss: 0.014017920941114426
epoch 15500  clean testing loss: 2.7239434719085693
epoch 15600  training loss: 0.01399517897516489
epoch 15600  clean testing loss: 2.781053304672241
epoch 15700  training loss: 0.014052793383598328
epoch 15700  clean testing loss: 2.720576047897339
epoch 15800  training loss: 0.01401968952268362
epoch 15800  clean testing loss: 2.7270009517669678
epoch 15900  training loss: 0.014078838750720024
epoch 15900  clean testing loss: 2.6368439197540283
epoch 16000  training loss: 0.014047350734472275
epoch 16000  clean testing loss: 2.776427745819092
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers2_relu_size50_noise1.00e-01_invop0_lr0.005 ...
epoch 16100  training loss: 0.01407322846353054
epoch 16100  clean testing loss: 2.6474549770355225
epoch 16200  training loss: 0.014006458222866058

 17%|█▋        | 17286/100000 [00:31<02:27, 559.33it/s]
epoch 16300  training loss: 0.01408777292817831
epoch 16300  clean testing loss: 2.697131633758545
epoch 16400  training loss: 0.014113158918917179
epoch 16400  clean testing loss: 2.678988218307495
epoch 16500  training loss: 0.014623463153839111
epoch 16500  clean testing loss: 2.761157751083374
epoch 16600  training loss: 0.014024683274328709
epoch 16600  clean testing loss: 2.6718547344207764
epoch 16700  training loss: 0.014023520983755589
epoch 16700  clean testing loss: 2.68265438079834
epoch 16800  training loss: 0.0141385393217206
epoch 16800  clean testing loss: 2.5738561153411865
epoch 16900  training loss: 0.015932278707623482
epoch 16900  clean testing loss: 2.654305934906006
epoch 17000  training loss: 0.015165623277425766
epoch 17000  clean testing loss: 2.755831241607666
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers2_relu_size50_noise1.00e-01_invop0_lr0.005 ...
epoch 17100  training loss: 0.013986830599606037
epoch 17100  clean testing loss: 2.611536741256714
epoch 17200  training loss: 0.015020872466266155
epoch 17200  clean testing loss: 2.668877601623535
epoch 17300  training loss: 0.014035176485776901

 18%|█▊        | 18414/100000 [00:33<02:26, 555.33it/s]
epoch 17400  training loss: 0.01445628609508276
epoch 17400  clean testing loss: 2.5241963863372803
epoch 17500  training loss: 0.01401841826736927
epoch 17500  clean testing loss: 2.651273250579834
epoch 17600  training loss: 0.01502272579818964
epoch 17600  clean testing loss: 2.5133800506591797
epoch 17700  training loss: 0.014017748646438122
epoch 17700  clean testing loss: 2.7152395248413086
epoch 17800  training loss: 0.014067189767956734
epoch 17800  clean testing loss: 2.7036192417144775
epoch 17900  training loss: 0.014210519380867481
epoch 17900  clean testing loss: 2.5577266216278076
epoch 18000  training loss: 0.0139566445723176
epoch 18000  clean testing loss: 2.608306407928467
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers2_relu_size50_noise1.00e-01_invop0_lr0.005 ...
epoch 18100  training loss: 0.01398555003106594
epoch 18100  clean testing loss: 2.6390297412872314
epoch 18200  training loss: 0.01395382359623909
epoch 18200  clean testing loss: 2.686234712600708
epoch 18300  training loss: 0.0140204643830657
epoch 18300  clean testing loss: 2.6303069591522217
epoch 18400  training loss: 0.013918574899435043

 19%|█▉        | 19491/100000 [00:35<02:23, 560.11it/s]
epoch 18500  training loss: 0.013945125974714756
epoch 18500  clean testing loss: 2.6786117553710938
epoch 18600  training loss: 0.013960571028292179
epoch 18600  clean testing loss: 2.6467010974884033
epoch 18700  training loss: 0.014050215482711792
epoch 18700  clean testing loss: 2.630063533782959
epoch 18800  training loss: 0.014058159664273262
epoch 18800  clean testing loss: 2.644537925720215
epoch 18900  training loss: 0.014064903371036053
epoch 18900  clean testing loss: 2.571335792541504
epoch 19000  training loss: 0.013926285319030285
epoch 19000  clean testing loss: 2.6727867126464844
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers2_relu_size50_noise1.00e-01_invop0_lr0.005 ...
epoch 19100  training loss: 0.013931751251220703
epoch 19100  clean testing loss: 2.6883459091186523
epoch 19200  training loss: 0.01409069262444973
epoch 19200  clean testing loss: 2.643911600112915
epoch 19300  training loss: 0.013910378329455853
epoch 19300  clean testing loss: 2.678685188293457
epoch 19400  training loss: 0.013935928232967854
epoch 19400  clean testing loss: 2.645242929458618
epoch 19500  training loss: 0.014024872332811356

 21%|██        | 20620/100000 [00:37<02:22, 556.80it/s]
epoch 19600  training loss: 0.013923314400017262
epoch 19600  clean testing loss: 2.7020223140716553
epoch 19700  training loss: 0.013962659984827042
epoch 19700  clean testing loss: 2.5560662746429443
epoch 19800  training loss: 0.014352475292980671
epoch 19800  clean testing loss: 2.7197682857513428
epoch 19900  training loss: 0.014160217717289925
epoch 19900  clean testing loss: 2.732461452484131
epoch 20000  training loss: 0.013896026648581028
epoch 20000  clean testing loss: 2.699195146560669
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers2_relu_size50_noise1.00e-01_invop0_lr0.005 ...
epoch 20100  training loss: 0.015423759818077087
epoch 20100  clean testing loss: 2.306061029434204
epoch 20200  training loss: 0.013962109573185444
epoch 20200  clean testing loss: 2.6483843326568604
epoch 20300  training loss: 0.013878234662115574
epoch 20300  clean testing loss: 2.6862246990203857
epoch 20400  training loss: 0.013922201469540596
epoch 20400  clean testing loss: 2.701627492904663
epoch 20500  training loss: 0.014026262797415257
epoch 20500  clean testing loss: 2.7164833545684814
epoch 20600  training loss: 0.013887903653085232
epoch 20600  clean testing loss: 2.62447452545166
epoch 20700  training loss: 0.013925265520811081

 22%|██▏       | 21753/100000 [00:39<02:20, 557.45it/s]
epoch 20800  training loss: 0.013928580097854137
epoch 20800  clean testing loss: 2.650556802749634
epoch 20900  training loss: 0.014492513611912727
epoch 20900  clean testing loss: 2.630981683731079
epoch 21000  training loss: 0.0139010613784194
epoch 21000  clean testing loss: 2.6550133228302
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers2_relu_size50_noise1.00e-01_invop0_lr0.005 ...
epoch 21100  training loss: 0.013873079791665077
epoch 21100  clean testing loss: 2.6585826873779297
epoch 21200  training loss: 0.013889940455555916
epoch 21200  clean testing loss: 2.6807446479797363
epoch 21300  training loss: 0.013913015834987164
epoch 21300  clean testing loss: 2.678927183151245
epoch 21400  training loss: 0.013894355855882168
epoch 21400  clean testing loss: 2.6775341033935547
epoch 21500  training loss: 0.01394468080252409
epoch 21500  clean testing loss: 2.6502091884613037
epoch 21600  training loss: 0.013900616206228733
epoch 21600  clean testing loss: 2.716402769088745
epoch 21700  training loss: 0.013940928503870964
epoch 21700  clean testing loss: 2.5839297771453857
epoch 21800  training loss: 0.013958459720015526

 23%|██▎       | 22823/100000 [00:41<02:19, 554.37it/s]
epoch 21900  training loss: 0.014024438336491585
epoch 21900  clean testing loss: 2.6707262992858887
epoch 22000  training loss: 0.013873438350856304
epoch 22000  clean testing loss: 2.7457995414733887
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers2_relu_size50_noise1.00e-01_invop0_lr0.005 ...
epoch 22100  training loss: 0.013952277600765228
epoch 22100  clean testing loss: 2.762176513671875
epoch 22200  training loss: 0.013832442462444305
epoch 22200  clean testing loss: 2.708374500274658
epoch 22300  training loss: 0.01421529334038496
epoch 22300  clean testing loss: 2.69411039352417
epoch 22400  training loss: 0.013890673406422138
epoch 22400  clean testing loss: 2.6563708782196045
epoch 22500  training loss: 0.013924404047429562
epoch 22500  clean testing loss: 2.7271623611450195
epoch 22600  training loss: 0.013910391367971897
epoch 22600  clean testing loss: 2.714747667312622
epoch 22700  training loss: 0.013875256292521954
epoch 22700  clean testing loss: 2.720587730407715
epoch 22800  training loss: 0.013957459479570389
epoch 22800  clean testing loss: 2.788954734802246
epoch 22900  training loss: 0.013920588418841362

 24%|██▍       | 23952/100000 [00:43<02:16, 555.21it/s]
epoch 23000  training loss: 0.013858484104275703
epoch 23000  clean testing loss: 2.7278099060058594
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers2_relu_size50_noise1.00e-01_invop0_lr0.005 ...
epoch 23100  training loss: 0.013847006484866142
epoch 23100  clean testing loss: 2.72563099861145
epoch 23200  training loss: 0.013877972029149532
epoch 23200  clean testing loss: 2.7080540657043457
epoch 23300  training loss: 0.014030948281288147
epoch 23300  clean testing loss: 2.6411526203155518
epoch 23400  training loss: 0.013901039958000183
epoch 23400  clean testing loss: 2.71437668800354
epoch 23500  training loss: 0.013948173262178898
epoch 23500  clean testing loss: 2.714995861053467
epoch 23600  training loss: 0.013864483684301376
epoch 23600  clean testing loss: 2.744755268096924
epoch 23700  training loss: 0.014090616255998611
epoch 23700  clean testing loss: 2.5959277153015137
epoch 23800  training loss: 0.014135369099676609
epoch 23800  clean testing loss: 2.765329599380493
epoch 23900  training loss: 0.013841716572642326
epoch 23900  clean testing loss: 2.7416493892669678
epoch 24000  training loss: 0.014324569143354893
epoch 24000  clean testing loss: 2.742417812347412

 25%|██▌       | 25025/100000 [00:45<02:17, 547.16it/s]
epoch 24100  training loss: 0.013825305737555027
epoch 24100  clean testing loss: 2.754953145980835
epoch 24200  training loss: 0.01382703147828579
epoch 24200  clean testing loss: 2.759061813354492
epoch 24300  training loss: 0.013835053890943527
epoch 24300  clean testing loss: 2.7610888481140137
epoch 24400  training loss: 0.013909990899264812
epoch 24400  clean testing loss: 2.7329113483428955
epoch 24500  training loss: 0.013840138912200928
epoch 24500  clean testing loss: 2.739604949951172
epoch 24600  training loss: 0.013878654688596725
epoch 24600  clean testing loss: 2.7381982803344727
epoch 24700  training loss: 0.013952286913990974
epoch 24700  clean testing loss: 2.6896541118621826
epoch 24800  training loss: 0.013869681395590305
epoch 24800  clean testing loss: 2.76526141166687
epoch 24900  training loss: 0.013902361504733562
epoch 24900  clean testing loss: 2.772817850112915
epoch 25000  training loss: 0.013900207355618477
epoch 25000  clean testing loss: 2.749878406524658
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers2_relu_size50_noise1.00e-01_invop0_lr0.005 ...
epoch 25100  training loss: 0.013874711468815804

 26%|██▌       | 26158/100000 [00:47<02:12, 555.53it/s]
epoch 25200  training loss: 0.01403032522648573
epoch 25200  clean testing loss: 2.8165948390960693
epoch 25300  training loss: 0.013858331367373466
epoch 25300  clean testing loss: 2.7626869678497314
epoch 25400  training loss: 0.013849583454430103
epoch 25400  clean testing loss: 2.7585527896881104
epoch 25500  training loss: 0.01384897530078888
epoch 25500  clean testing loss: 2.739706039428711
epoch 25600  training loss: 0.013837342150509357
epoch 25600  clean testing loss: 2.7965831756591797
epoch 25700  training loss: 0.01392770279198885
epoch 25700  clean testing loss: 2.7972607612609863
epoch 25800  training loss: 0.013884980231523514
epoch 25800  clean testing loss: 2.823486804962158
epoch 25900  training loss: 0.014026411809027195
epoch 25900  clean testing loss: 2.757889986038208
epoch 26000  training loss: 0.013814813457429409
epoch 26000  clean testing loss: 2.8076422214508057
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers2_relu_size50_noise1.00e-01_invop0_lr0.005 ...
epoch 26100  training loss: 0.013865957036614418
epoch 26100  clean testing loss: 2.8405652046203613
epoch 26200  training loss: 0.013819077983498573

 27%|██▋       | 27289/100000 [00:49<02:10, 558.81it/s]
epoch 26300  training loss: 0.014298214577138424
epoch 26300  clean testing loss: 2.9078590869903564
epoch 26400  training loss: 0.013804657384753227
epoch 26400  clean testing loss: 2.793186664581299
epoch 26500  training loss: 0.01386119332164526
epoch 26500  clean testing loss: 2.804760456085205
epoch 26600  training loss: 0.013842107728123665
epoch 26600  clean testing loss: 2.7755415439605713
epoch 26700  training loss: 0.013827972114086151
epoch 26700  clean testing loss: 2.782621145248413
epoch 26800  training loss: 0.01383127924054861
epoch 26800  clean testing loss: 2.81786847114563
epoch 26900  training loss: 0.014099664054811
epoch 26900  clean testing loss: 2.7595794200897217
epoch 27000  training loss: 0.013795750215649605
epoch 27000  clean testing loss: 2.846000909805298
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers2_relu_size50_noise1.00e-01_invop0_lr0.005 ...
epoch 27100  training loss: 0.013794388622045517
epoch 27100  clean testing loss: 2.818215847015381
