
  0%|▏                                                                                 | 699/300000 [00:02<09:44, 512.43it/s]
epoch 4200  clean testing loss: 0.28429654240608215
epoch 4300  training loss: 0.652171790599823
epoch 4300  clean testing loss: 0.29174986481666565
epoch 4400  training loss: 0.6465180516242981
epoch 4400  clean testing loss: 0.29650911688804626
epoch 4500  training loss: 0.6411970853805542
epoch 4500  clean testing loss: 0.29727014899253845
epoch 4600  training loss: 0.6353176236152649
epoch 4600  clean testing loss: 0.30523085594177246
epoch 4700  training loss: 0.6298554539680481
epoch 4700  clean testing loss: 0.31058958172798157
epoch 4800  training loss: 0.6259306073188782
epoch 4800  clean testing loss: 0.3111376464366913
epoch 4900  training loss: 0.6192682385444641
epoch 4900  clean testing loss: 0.32318851351737976
epoch 5000  training loss: 0.6166538596153259
epoch 5000  clean testing loss: 0.33268067240715027
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e+00_invop0 ...
epoch 5100  training loss: 0.6100296974182129

  2%|█▎                                                                               | 5056/300000 [00:11<09:09, 536.62it/s]
epoch 5200  training loss: 0.6048351526260376
epoch 5200  clean testing loss: 0.3380172550678253
epoch 5300  training loss: 0.5988581776618958
epoch 5300  clean testing loss: 0.33753839135169983
epoch 5400  training loss: 0.595238447189331
epoch 5400  clean testing loss: 0.3371768295764923
epoch 5500  training loss: 0.58961021900177
epoch 5500  clean testing loss: 0.3435325622558594
epoch 5600  training loss: 0.5852525234222412
epoch 5600  clean testing loss: 0.34684914350509644
epoch 5700  training loss: 0.5813515782356262
epoch 5700  clean testing loss: 0.3579743802547455
epoch 5800  training loss: 0.5791369676589966
epoch 5800  clean testing loss: 0.36491772532463074
epoch 5900  training loss: 0.5715392827987671
epoch 5900  clean testing loss: 0.3553706705570221
epoch 6000  training loss: 0.5711371898651123
epoch 6000  clean testing loss: 0.36362791061401367
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e+00_invop0 ...
epoch 6100  training loss: 0.5637377500534058
epoch 6100  clean testing loss: 0.36060309410095215
epoch 6200  training loss: 0.5602213740348816
epoch 6200  clean testing loss: 0.36283987760543823
epoch 6300  training loss: 0.5572330951690674
epoch 6300  clean testing loss: 0.3706255257129669
epoch 6400  training loss: 0.5551576614379883
epoch 6400  clean testing loss: 0.3764834403991699
epoch 6500  training loss: 0.5512089133262634
epoch 6500  clean testing loss: 0.37907594442367554
epoch 6600  training loss: 0.5468647480010986
epoch 6600  clean testing loss: 0.3785459101200104
epoch 6700  training loss: 0.5429883003234863
epoch 6700  clean testing loss: 0.37487760186195374
epoch 6800  training loss: 0.5392977595329285

  2%|█▊                                                                               | 6796/300000 [00:19<10:14, 477.11it/s]
epoch 6900  training loss: 0.5389174818992615
epoch 6900  clean testing loss: 0.3921542465686798
epoch 7000  training loss: 0.5330097675323486
epoch 7000  clean testing loss: 0.3842472434043884
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e+00_invop0 ...
epoch 7100  training loss: 0.5317559838294983
epoch 7100  clean testing loss: 0.3850351870059967
epoch 7200  training loss: 0.5272528529167175
epoch 7200  clean testing loss: 0.39061877131462097
epoch 7300  training loss: 0.5249649286270142
epoch 7300  clean testing loss: 0.39787158370018005
epoch 7400  training loss: 0.5218866467475891
epoch 7400  clean testing loss: 0.399518221616745
epoch 7500  training loss: 0.5193803906440735
epoch 7500  clean testing loss: 0.4057603180408478
epoch 7600  training loss: 0.5160770416259766
epoch 7600  clean testing loss: 0.407673180103302
epoch 7700  training loss: 0.5128660798072815
epoch 7700  clean testing loss: 0.4078473448753357
epoch 7800  training loss: 0.51142418384552
epoch 7800  clean testing loss: 0.40482833981513977
epoch 7900  training loss: 0.5078898072242737

  3%|██                                                                               | 7821/300000 [00:21<09:06, 534.33it/s]
epoch 8000  training loss: 0.5073786377906799
epoch 8000  clean testing loss: 0.4085331857204437
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e+00_invop0 ...
epoch 8100  training loss: 0.504264771938324
epoch 8100  clean testing loss: 0.4229009747505188
epoch 8200  training loss: 0.5002476572990417
epoch 8200  clean testing loss: 0.42054957151412964
epoch 8300  training loss: 0.4976741373538971
epoch 8300  clean testing loss: 0.4190830588340759
epoch 8400  training loss: 0.49637582898139954
epoch 8400  clean testing loss: 0.41675373911857605
epoch 8500  training loss: 0.49301740527153015
epoch 8500  clean testing loss: 0.42090553045272827
epoch 8600  training loss: 0.4910795986652374
epoch 8600  clean testing loss: 0.42787447571754456
epoch 8700  training loss: 0.4912911653518677
epoch 8700  clean testing loss: 0.43734344840049744
epoch 8800  training loss: 0.4882599413394928
epoch 8800  clean testing loss: 0.43937402963638306
epoch 8900  training loss: 0.48394909501075745

  3%|██▍                                                                              | 8901/300000 [00:23<09:05, 533.81it/s]
epoch 9000  training loss: 0.4842115044593811
epoch 9000  clean testing loss: 0.44020915031433105
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e+00_invop0 ...
epoch 9100  training loss: 0.4795520305633545
epoch 9100  clean testing loss: 0.4361262023448944
epoch 9200  training loss: 0.4777502715587616
epoch 9200  clean testing loss: 0.43750008940696716
epoch 9300  training loss: 0.4758654236793518
epoch 9300  clean testing loss: 0.4383099675178528
epoch 9400  training loss: 0.4741678833961487
epoch 9400  clean testing loss: 0.44760459661483765
epoch 9500  training loss: 0.47295448184013367
epoch 9500  clean testing loss: 0.45252808928489685
epoch 9600  training loss: 0.46969908475875854
epoch 9600  clean testing loss: 0.45165979862213135
epoch 9700  training loss: 0.467225044965744
epoch 9700  clean testing loss: 0.4491298496723175
epoch 9800  training loss: 0.4653148055076599
epoch 9800  clean testing loss: 0.4511032998561859
epoch 9900  training loss: 0.4635903537273407
epoch 9900  clean testing loss: 0.4563088119029999
epoch 10000  training loss: 0.4622310996055603
epoch 10000  clean testing loss: 0.46088534593582153

  3%|██▋                                                                              | 9996/300000 [00:25<08:54, 542.66it/s]
epoch 10100  training loss: 0.4602981507778168
epoch 10100  clean testing loss: 0.46196261048316956
epoch 10200  training loss: 0.45990756154060364
epoch 10200  clean testing loss: 0.4667585492134094
epoch 10300  training loss: 0.4580157697200775
epoch 10300  clean testing loss: 0.46827295422554016
epoch 10400  training loss: 0.4547164738178253
epoch 10400  clean testing loss: 0.4636680483818054
epoch 10500  training loss: 0.45271721482276917
epoch 10500  clean testing loss: 0.46312984824180603
epoch 10600  training loss: 0.45161181688308716
epoch 10600  clean testing loss: 0.46056678891181946
epoch 10700  training loss: 0.45164960622787476
epoch 10700  clean testing loss: 0.46059730648994446
epoch 10800  training loss: 0.4493900239467621
epoch 10800  clean testing loss: 0.4626121520996094
epoch 10900  training loss: 0.4471626877784729
epoch 10900  clean testing loss: 0.4652993679046631
epoch 11000  training loss: 0.4460255205631256
epoch 11000  clean testing loss: 0.4661056101322174
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e+00_invop0 ...
epoch 11100  training loss: 0.4443419873714447

  4%|██▉                                                                             | 11087/300000 [00:27<09:03, 531.49it/s]
epoch 11200  training loss: 0.4428447186946869
epoch 11200  clean testing loss: 0.4703831672668457
epoch 11300  training loss: 0.4406709671020508
epoch 11300  clean testing loss: 0.4720514714717865
epoch 11400  training loss: 0.43761277198791504
epoch 11400  clean testing loss: 0.47598445415496826
epoch 11500  training loss: 0.43723592162132263
epoch 11500  clean testing loss: 0.48509499430656433
epoch 11600  training loss: 0.4357917308807373
epoch 11600  clean testing loss: 0.490469366312027
epoch 11700  training loss: 0.4329008460044861
epoch 11700  clean testing loss: 0.48719292879104614
epoch 11800  training loss: 0.43143755197525024
epoch 11800  clean testing loss: 0.4848081171512604
epoch 11900  training loss: 0.4315376281738281
epoch 11900  clean testing loss: 0.4822183847427368
epoch 12000  training loss: 0.42954403162002563
epoch 12000  clean testing loss: 0.48548492789268494
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e+00_invop0 ...
epoch 12100  training loss: 0.42704224586486816
epoch 12100  clean testing loss: 0.49012669920921326
epoch 12200  training loss: 0.42582452297210693

  4%|███▏                                                                            | 12113/300000 [00:29<09:02, 530.35it/s]
epoch 12300  training loss: 0.42462825775146484
epoch 12300  clean testing loss: 0.4943476617336273
epoch 12400  training loss: 0.4238227605819702
epoch 12400  clean testing loss: 0.5002415776252747
epoch 12500  training loss: 0.42322060465812683
epoch 12500  clean testing loss: 0.5032044649124146
epoch 12600  training loss: 0.42140528559684753
epoch 12600  clean testing loss: 0.5017836093902588
epoch 12700  training loss: 0.41973045468330383
epoch 12700  clean testing loss: 0.49942508339881897
epoch 12800  training loss: 0.41848504543304443
epoch 12800  clean testing loss: 0.4999675452709198
epoch 12900  training loss: 0.41847938299179077
epoch 12900  clean testing loss: 0.4970720410346985
epoch 13000  training loss: 0.4175892472267151
epoch 13000  clean testing loss: 0.4986467659473419
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e+00_invop0 ...
epoch 13100  training loss: 0.41648754477500916
epoch 13100  clean testing loss: 0.49915650486946106
epoch 13200  training loss: 0.4148901402950287

  4%|███▌                                                                            | 13204/300000 [00:31<08:59, 532.04it/s]
epoch 13300  training loss: 0.41444680094718933
epoch 13300  clean testing loss: 0.5022620558738708
epoch 13400  training loss: 0.41306331753730774
epoch 13400  clean testing loss: 0.5043262839317322
epoch 13500  training loss: 0.41176122426986694
epoch 13500  clean testing loss: 0.5042974352836609
epoch 13600  training loss: 0.4092818796634674
epoch 13600  clean testing loss: 0.5063321590423584
epoch 13700  training loss: 0.40921926498413086
epoch 13700  clean testing loss: 0.5034975409507751
epoch 13800  training loss: 0.4080249071121216
epoch 13800  clean testing loss: 0.504999041557312
epoch 13900  training loss: 0.4066888391971588
epoch 13900  clean testing loss: 0.5070278644561768
epoch 14000  training loss: 0.4048111140727997
epoch 14000  clean testing loss: 0.5089816451072693
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e+00_invop0 ...
epoch 14100  training loss: 0.40411993861198425
epoch 14100  clean testing loss: 0.5104345679283142
epoch 14200  training loss: 0.4019153118133545
epoch 14200  clean testing loss: 0.5124951601028442
epoch 14300  training loss: 0.4005432426929474

  5%|███▊                                                                            | 14282/300000 [00:33<08:58, 530.73it/s]
epoch 14400  training loss: 0.40095844864845276
epoch 14400  clean testing loss: 0.5257972478866577
epoch 14500  training loss: 0.40016141533851624
epoch 14500  clean testing loss: 0.529954195022583
epoch 14600  training loss: 0.3986080586910248
epoch 14600  clean testing loss: 0.5316886305809021
epoch 14700  training loss: 0.3974781036376953
epoch 14700  clean testing loss: 0.5332750678062439
epoch 14800  training loss: 0.39645400643348694
epoch 14800  clean testing loss: 0.5342466831207275
epoch 14900  training loss: 0.39501065015792847
epoch 14900  clean testing loss: 0.5357871055603027
epoch 15000  training loss: 0.39270973205566406
epoch 15000  clean testing loss: 0.5313441157341003
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e+00_invop0 ...
epoch 15100  training loss: 0.39168763160705566
epoch 15100  clean testing loss: 0.5308152437210083
epoch 15200  training loss: 0.3908023238182068
epoch 15200  clean testing loss: 0.5314386487007141
epoch 15300  training loss: 0.38987699151039124
epoch 15300  clean testing loss: 0.5350605845451355
epoch 15400  training loss: 0.389550119638443

  5%|████                                                                            | 15362/300000 [00:35<08:56, 530.57it/s]
epoch 15500  training loss: 0.3885580003261566
epoch 15500  clean testing loss: 0.5338309407234192
epoch 15600  training loss: 0.38726261258125305
epoch 15600  clean testing loss: 0.5424375534057617
epoch 15700  training loss: 0.3868166208267212
epoch 15700  clean testing loss: 0.5440540909767151
epoch 15800  training loss: 0.3851189613342285
epoch 15800  clean testing loss: 0.5389055609703064
epoch 15900  training loss: 0.3849412500858307
epoch 15900  clean testing loss: 0.536264955997467
epoch 16000  training loss: 0.38411426544189453
epoch 16000  clean testing loss: 0.5390095710754395
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e+00_invop0 ...
epoch 16100  training loss: 0.3823302090167999
epoch 16100  clean testing loss: 0.5453488826751709
epoch 16200  training loss: 0.38149493932724
epoch 16200  clean testing loss: 0.5476250648498535
epoch 16300  training loss: 0.3807131052017212
epoch 16300  clean testing loss: 0.5459156632423401
epoch 16400  training loss: 0.3804663121700287

  5%|████▎                                                                           | 16388/300000 [00:37<08:53, 531.44it/s]
epoch 16500  training loss: 0.37947991490364075
epoch 16500  clean testing loss: 0.5528314709663391
epoch 16600  training loss: 0.3780752718448639
epoch 16600  clean testing loss: 0.5491929054260254
epoch 16700  training loss: 0.3783208727836609
epoch 16700  clean testing loss: 0.5485749840736389
epoch 16800  training loss: 0.3764306604862213
epoch 16800  clean testing loss: 0.5544970631599426
epoch 16900  training loss: 0.37584245204925537
epoch 16900  clean testing loss: 0.5589244365692139
epoch 17000  training loss: 0.37547236680984497
epoch 17000  clean testing loss: 0.5619033575057983
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e+00_invop0 ...
epoch 17100  training loss: 0.3750295639038086
epoch 17100  clean testing loss: 0.5642849802970886
epoch 17200  training loss: 0.3745855391025543
epoch 17200  clean testing loss: 0.5660030841827393
epoch 17300  training loss: 0.3737674653530121
epoch 17300  clean testing loss: 0.5671193599700928
epoch 17400  training loss: 0.37257465720176697
epoch 17400  clean testing loss: 0.568410336971283
epoch 17500  training loss: 0.37168872356414795

  6%|████▋                                                                           | 17468/300000 [00:39<08:50, 532.26it/s]
epoch 17600  training loss: 0.37023231387138367

  6%|████▋                                                                           | 17576/300000 [00:39<08:50, 532.74it/s]
epoch 17700  training loss: 0.37053316831588745
epoch 17700  clean testing loss: 0.5721635818481445
epoch 17800  training loss: 0.3699679970741272
epoch 17800  clean testing loss: 0.5741395354270935
epoch 17900  training loss: 0.3696102797985077
epoch 17900  clean testing loss: 0.576926052570343
epoch 18000  training loss: 0.36870595812797546
epoch 18000  clean testing loss: 0.5743899345397949
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e+00_invop0 ...
epoch 18100  training loss: 0.3666517734527588
epoch 18100  clean testing loss: 0.5703625082969666
epoch 18200  training loss: 0.3660144507884979
epoch 18200  clean testing loss: 0.5698553919792175
epoch 18300  training loss: 0.36534249782562256
epoch 18300  clean testing loss: 0.5709925889968872
epoch 18400  training loss: 0.3648439645767212
epoch 18400  clean testing loss: 0.5707497596740723
epoch 18500  training loss: 0.36401253938674927
epoch 18500  clean testing loss: 0.5763608813285828
epoch 18600  training loss: 0.36397847533226013
epoch 18600  clean testing loss: 0.5806284546852112
epoch 18700  training loss: 0.3632422089576721
epoch 18700  clean testing loss: 0.5817755460739136
epoch 18800  training loss: 0.3619922697544098

  6%|█████                                                                           | 19031/300000 [00:45<08:57, 522.55it/s]
epoch 18900  training loss: 0.3618512749671936
epoch 18900  clean testing loss: 0.5755491256713867
epoch 19000  training loss: 0.36176347732543945
epoch 19000  clean testing loss: 0.5764858722686768
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e+00_invop0 ...
epoch 19100  training loss: 0.36038368940353394
epoch 19100  clean testing loss: 0.5871099233627319
epoch 19200  training loss: 0.35947149991989136
epoch 19200  clean testing loss: 0.5855770707130432
epoch 19300  training loss: 0.35876744985580444
epoch 19300  clean testing loss: 0.583184003829956
epoch 19400  training loss: 0.3581228256225586
epoch 19400  clean testing loss: 0.5847514271736145
epoch 19500  training loss: 0.35744062066078186
epoch 19500  clean testing loss: 0.5868316292762756
epoch 19600  training loss: 0.3568427264690399
epoch 19600  clean testing loss: 0.5880289673805237
epoch 19700  training loss: 0.35624396800994873
epoch 19700  clean testing loss: 0.5901023149490356
epoch 19800  training loss: 0.3559008240699768

  7%|█████▎                                                                          | 20053/300000 [00:47<08:48, 529.90it/s]
epoch 19900  training loss: 0.3556087911128998
epoch 19900  clean testing loss: 0.5902334451675415
epoch 20000  training loss: 0.3545132875442505
epoch 20000  clean testing loss: 0.5944100618362427
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e+00_invop0 ...
epoch 20100  training loss: 0.3540393114089966
epoch 20100  clean testing loss: 0.5988914370536804
epoch 20200  training loss: 0.35350996255874634
epoch 20200  clean testing loss: 0.6007537841796875
epoch 20300  training loss: 0.35281050205230713
epoch 20300  clean testing loss: 0.599980354309082
epoch 20400  training loss: 0.3521415591239929
epoch 20400  clean testing loss: 0.6004568934440613
epoch 20500  training loss: 0.35156458616256714
epoch 20500  clean testing loss: 0.5979835391044617
epoch 20600  training loss: 0.3509351909160614
epoch 20600  clean testing loss: 0.5996934771537781
epoch 20700  training loss: 0.35020217299461365
epoch 20700  clean testing loss: 0.6030347347259521
epoch 20800  training loss: 0.34956732392311096
epoch 20800  clean testing loss: 0.6063870787620544
epoch 20900  training loss: 0.350153386592865

  7%|█████▋                                                                          | 21097/300000 [00:49<08:35, 540.73it/s]
epoch 21000  training loss: 0.3487168550491333
epoch 21000  clean testing loss: 0.6036282181739807
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e+00_invop0 ...
epoch 21100  training loss: 0.3478534519672394

  7%|█████▊                                                                         | 22032/300000 [00:53<1:09:53, 66.28it/s]
epoch 21200  training loss: 0.34740138053894043
epoch 21200  clean testing loss: 0.6080926060676575
epoch 21300  training loss: 0.34685218334198
epoch 21300  clean testing loss: 0.6104499101638794
epoch 21400  training loss: 0.3466554582118988
epoch 21400  clean testing loss: 0.6153181791305542
epoch 21500  training loss: 0.3458589017391205
epoch 21500  clean testing loss: 0.6132456660270691
epoch 21600  training loss: 0.34530532360076904
epoch 21600  clean testing loss: 0.6128524541854858
epoch 21700  training loss: 0.3448077440261841
epoch 21700  clean testing loss: 0.612636387348175
epoch 21800  training loss: 0.34464141726493835
epoch 21800  clean testing loss: 0.6119862198829651
epoch 21900  training loss: 0.3441087305545807
epoch 21900  clean testing loss: 0.6221296787261963
epoch 22000  training loss: 0.34320753812789917
epoch 22000  clean testing loss: 0.6206265091896057
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e+00_invop0 ...
epoch 22100  training loss: 0.34330374002456665
epoch 22100  clean testing loss: 0.6261604428291321
epoch 22200  training loss: 0.34238097071647644
epoch 22200  clean testing loss: 0.6261039972305298
epoch 22300  training loss: 0.34161609411239624
epoch 22300  clean testing loss: 0.6241298913955688
epoch 22400  training loss: 0.3411470353603363
epoch 22400  clean testing loss: 0.6260813474655151
epoch 22500  training loss: 0.3406340479850769
epoch 22500  clean testing loss: 0.6260089874267578
epoch 22600  training loss: 0.34051692485809326
epoch 22600  clean testing loss: 0.624257504940033
epoch 22700  training loss: 0.34020039439201355
epoch 22700  clean testing loss: 0.6239867210388184
epoch 22800  training loss: 0.33969244360923767

  8%|██████▏                                                                         | 23121/300000 [00:55<08:46, 526.04it/s]
epoch 22900  training loss: 0.3391861021518707
epoch 22900  clean testing loss: 0.6266444325447083
epoch 23000  training loss: 0.3387742340564728
epoch 23000  clean testing loss: 0.6274778842926025
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e+00_invop0 ...
epoch 23100  training loss: 0.3383251130580902
epoch 23100  clean testing loss: 0.6284050345420837
epoch 23200  training loss: 0.3373831808567047
epoch 23200  clean testing loss: 0.6329332590103149
epoch 23300  training loss: 0.33684298396110535
epoch 23300  clean testing loss: 0.6352174282073975
epoch 23400  training loss: 0.33645984530448914
epoch 23400  clean testing loss: 0.6383275985717773
epoch 23500  training loss: 0.3360213041305542
epoch 23500  clean testing loss: 0.6358835697174072
epoch 23600  training loss: 0.3353920578956604
epoch 23600  clean testing loss: 0.6389138698577881
epoch 23700  training loss: 0.33531850576400757
epoch 23700  clean testing loss: 0.6363368630409241
epoch 23800  training loss: 0.3348703384399414
epoch 23800  clean testing loss: 0.6372766494750977
epoch 23900  training loss: 0.33469799160957336

  8%|██████▍                                                                         | 24155/300000 [00:57<08:31, 539.31it/s]
epoch 24000  training loss: 0.3336465656757355
epoch 24000  clean testing loss: 0.6409336924552917
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e+00_invop0 ...
epoch 24100  training loss: 0.3331262469291687
epoch 24100  clean testing loss: 0.6439059376716614
epoch 24200  training loss: 0.3327390253543854
epoch 24200  clean testing loss: 0.6448739171028137
epoch 24300  training loss: 0.33236241340637207
epoch 24300  clean testing loss: 0.6444336175918579
epoch 24400  training loss: 0.3318457007408142
epoch 24400  clean testing loss: 0.6467917561531067
epoch 24500  training loss: 0.331559956073761
epoch 24500  clean testing loss: 0.6449411511421204
epoch 24600  training loss: 0.3312439024448395
epoch 24600  clean testing loss: 0.6465528607368469
epoch 24700  training loss: 0.3306781053543091
epoch 24700  clean testing loss: 0.6491570472717285
epoch 24800  training loss: 0.3302202820777893
epoch 24800  clean testing loss: 0.6504583954811096
epoch 24900  training loss: 0.3297944664955139
epoch 24900  clean testing loss: 0.6529189944267273
epoch 25000  training loss: 0.32940709590911865
epoch 25000  clean testing loss: 0.6545807123184204

  8%|██████▋                                                                         | 25241/300000 [00:59<08:37, 530.55it/s]
epoch 25100  training loss: 0.329179048538208
epoch 25100  clean testing loss: 0.6571515202522278
epoch 25200  training loss: 0.32885628938674927
epoch 25200  clean testing loss: 0.6589844226837158
epoch 25300  training loss: 0.3286767601966858
epoch 25300  clean testing loss: 0.6600763201713562
epoch 25400  training loss: 0.32831841707229614
epoch 25400  clean testing loss: 0.6612890958786011
epoch 25500  training loss: 0.32807213068008423
epoch 25500  clean testing loss: 0.6628757119178772
epoch 25600  training loss: 0.3270452320575714
epoch 25600  clean testing loss: 0.6560577750205994
epoch 25700  training loss: 0.32661721110343933
epoch 25700  clean testing loss: 0.6581915616989136
epoch 25800  training loss: 0.32621678709983826
epoch 25800  clean testing loss: 0.6601617932319641
epoch 25900  training loss: 0.32583820819854736
epoch 25900  clean testing loss: 0.6610612273216248
epoch 26000  training loss: 0.32561951875686646
epoch 26000  clean testing loss: 0.6588564515113831

  9%|███████                                                                         | 26321/300000 [01:01<08:35, 531.13it/s]
epoch 26100  training loss: 0.3255807161331177
epoch 26100  clean testing loss: 0.6588332056999207
epoch 26200  training loss: 0.3250337541103363
epoch 26200  clean testing loss: 0.6618537902832031
epoch 26300  training loss: 0.3245430290699005
epoch 26300  clean testing loss: 0.6689796447753906
epoch 26400  training loss: 0.32444271445274353
epoch 26400  clean testing loss: 0.6710830330848694
epoch 26500  training loss: 0.3235355317592621
epoch 26500  clean testing loss: 0.6665081977844238
epoch 26600  training loss: 0.32327935099601746
epoch 26600  clean testing loss: 0.6652201414108276
epoch 26700  training loss: 0.3231588304042816
epoch 26700  clean testing loss: 0.6658685803413391
epoch 26800  training loss: 0.32243579626083374
epoch 26800  clean testing loss: 0.671574592590332
epoch 26900  training loss: 0.3223053812980652
epoch 26900  clean testing loss: 0.6746104955673218
epoch 27000  training loss: 0.3217136859893799
epoch 27000  clean testing loss: 0.672295093536377
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e+00_invop0 ...
epoch 27100  training loss: 0.32135146856307983

