
  0%|▏                                                             | 675/300000 [00:01<09:45, 511.41it/s]
epoch 5600  training loss: 0.5304398536682129
epoch 5600  clean testing loss: 0.3773183822631836
epoch 5700  training loss: 0.523775041103363
epoch 5700  clean testing loss: 0.38909783959388733
epoch 5800  training loss: 0.5197710394859314
epoch 5800  clean testing loss: 0.39123255014419556
epoch 5900  training loss: 0.5153650045394897

  2%|█▍                                                           | 6921/300000 [00:13<09:28, 515.97it/s]
epoch 6000  training loss: 0.515062153339386
epoch 6000  clean testing loss: 0.3963930010795593
epoch 6100  training loss: 0.507652997970581
epoch 6100  clean testing loss: 0.40583348274230957
epoch 6200  training loss: 0.5042649507522583
epoch 6200  clean testing loss: 0.4071407616138458
epoch 6300  training loss: 0.5007984638214111
epoch 6300  clean testing loss: 0.4129715859889984
epoch 6400  training loss: 0.49727725982666016
epoch 6400  clean testing loss: 0.4147748649120331
epoch 6500  training loss: 0.49531060457229614
epoch 6500  clean testing loss: 0.4134836494922638
epoch 6600  training loss: 0.4903014898300171
epoch 6600  clean testing loss: 0.42529433965682983
epoch 6700  training loss: 0.4885614812374115
epoch 6700  clean testing loss: 0.43524307012557983
epoch 6800  training loss: 0.4855533242225647
epoch 6800  clean testing loss: 0.4385118782520294
epoch 6900  training loss: 0.4802955985069275

  3%|█▌                                                           | 7984/300000 [00:15<09:12, 528.81it/s]
epoch 7000  training loss: 0.4777428209781647
epoch 7000  clean testing loss: 0.43141016364097595
epoch 7100  training loss: 0.473858505487442
epoch 7100  clean testing loss: 0.438214510679245
epoch 7200  training loss: 0.4703546464443207
epoch 7200  clean testing loss: 0.44563618302345276
epoch 7300  training loss: 0.46768394112586975
epoch 7300  clean testing loss: 0.45179814100265503
epoch 7400  training loss: 0.46576181054115295
epoch 7400  clean testing loss: 0.4582672119140625
epoch 7500  training loss: 0.4620579779148102
epoch 7500  clean testing loss: 0.45761430263519287
epoch 7600  training loss: 0.46032166481018066
epoch 7600  clean testing loss: 0.4523908793926239
epoch 7700  training loss: 0.4554702341556549
epoch 7700  clean testing loss: 0.4626274108886719
epoch 7800  training loss: 0.4544730484485626
epoch 7800  clean testing loss: 0.472236692905426
epoch 7900  training loss: 0.4521183967590332
epoch 7900  clean testing loss: 0.4763641953468323
epoch 8000  training loss: 0.4473932683467865

  3%|█▊                                                           | 9046/300000 [00:17<09:11, 527.94it/s]
epoch 8100  training loss: 0.44466301798820496
epoch 8100  clean testing loss: 0.4750836491584778
epoch 8200  training loss: 0.4444117546081543
epoch 8200  clean testing loss: 0.4748702049255371
epoch 8300  training loss: 0.4407964050769806
epoch 8300  clean testing loss: 0.4790003001689911
epoch 8400  training loss: 0.4372667372226715
epoch 8400  clean testing loss: 0.4841732382774353
epoch 8500  training loss: 0.43562769889831543
epoch 8500  clean testing loss: 0.49364298582077026
epoch 8600  training loss: 0.4328221380710602
epoch 8600  clean testing loss: 0.49516531825065613
epoch 8700  training loss: 0.43052443861961365
epoch 8700  clean testing loss: 0.503862738609314
epoch 8800  training loss: 0.4304981231689453
epoch 8800  clean testing loss: 0.511673629283905
epoch 8900  training loss: 0.42944154143333435
epoch 8900  clean testing loss: 0.5170274376869202
epoch 9000  training loss: 0.42354846000671387
epoch 9000  clean testing loss: 0.5114952921867371
epoch 9100  training loss: 0.42069050669670105

  3%|██                                                          | 10106/300000 [00:19<09:14, 522.89it/s]
epoch 9200  training loss: 0.4188293516635895
epoch 9200  clean testing loss: 0.5155816674232483
epoch 9300  training loss: 0.4169119596481323
epoch 9300  clean testing loss: 0.5200753808021545
epoch 9400  training loss: 0.41463831067085266
epoch 9400  clean testing loss: 0.5225337147712708
epoch 9500  training loss: 0.41258615255355835
epoch 9500  clean testing loss: 0.5245334506034851
epoch 9600  training loss: 0.4117621183395386
epoch 9600  clean testing loss: 0.5358380675315857
epoch 9700  training loss: 0.41048139333724976
epoch 9700  clean testing loss: 0.5384508371353149
epoch 9800  training loss: 0.40729469060897827
epoch 9800  clean testing loss: 0.5375298261642456
epoch 9900  training loss: 0.4059012234210968
epoch 9900  clean testing loss: 0.5327174663543701
epoch 10000  training loss: 0.40504053235054016
epoch 10000  clean testing loss: 0.5351352691650391
epoch 10100  training loss: 0.40129590034484863

  4%|██▏                                                         | 11166/300000 [00:21<09:17, 517.91it/s]
epoch 10200  training loss: 0.39899519085884094
epoch 10200  clean testing loss: 0.548424243927002
epoch 10300  training loss: 0.3987729847431183
epoch 10300  clean testing loss: 0.5548608899116516
epoch 10400  training loss: 0.397179514169693
epoch 10400  clean testing loss: 0.5586750507354736
epoch 10500  training loss: 0.3957274258136749
epoch 10500  clean testing loss: 0.5613833665847778
epoch 10600  training loss: 0.3916984498500824
epoch 10600  clean testing loss: 0.5556120872497559
epoch 10700  training loss: 0.3918302357196808
epoch 10700  clean testing loss: 0.554828405380249
epoch 10800  training loss: 0.38963690400123596
epoch 10800  clean testing loss: 0.5587382316589355
epoch 10900  training loss: 0.38774827122688293
epoch 10900  clean testing loss: 0.5607374310493469
epoch 11000  training loss: 0.38505569100379944
epoch 11000  clean testing loss: 0.5647445917129517
epoch 11100  training loss: 0.3833107650279999
epoch 11100  clean testing loss: 0.5676413774490356
epoch 11200  training loss: 0.38243165612220764

  4%|██▍                                                         | 12156/300000 [00:23<09:21, 512.77it/s]
epoch 11300  training loss: 0.3817630708217621
epoch 11300  clean testing loss: 0.5800850987434387
epoch 11400  training loss: 0.37830662727355957
epoch 11400  clean testing loss: 0.5742452144622803
epoch 11500  training loss: 0.378832072019577
epoch 11500  clean testing loss: 0.5742156505584717
epoch 11600  training loss: 0.37610089778900146
epoch 11600  clean testing loss: 0.579837441444397
epoch 11700  training loss: 0.37599483132362366
epoch 11700  clean testing loss: 0.593894898891449
epoch 11800  training loss: 0.3731124699115753
epoch 11800  clean testing loss: 0.5954615473747253
epoch 11900  training loss: 0.3721073567867279
epoch 11900  clean testing loss: 0.5980756878852844
epoch 12000  training loss: 0.36940598487854004
epoch 12000  clean testing loss: 0.5956976413726807
epoch 12100  training loss: 0.367627888917923
epoch 12100  clean testing loss: 0.5941219329833984
epoch 12200  training loss: 0.36644256114959717

  4%|██▌                                                         | 13096/300000 [00:25<09:15, 516.43it/s]
epoch 12300  training loss: 0.36533430218696594
epoch 12300  clean testing loss: 0.6005268692970276
epoch 12400  training loss: 0.3640133738517761
epoch 12400  clean testing loss: 0.6000716686248779
epoch 12500  training loss: 0.36278125643730164
epoch 12500  clean testing loss: 0.6031796336174011
epoch 12600  training loss: 0.36151936650276184
epoch 12600  clean testing loss: 0.6042935848236084
epoch 12700  training loss: 0.3604021370410919
epoch 12700  clean testing loss: 0.6055201888084412
epoch 12800  training loss: 0.3592880964279175
epoch 12800  clean testing loss: 0.6072614789009094
epoch 12900  training loss: 0.3585338890552521
epoch 12900  clean testing loss: 0.6085619330406189
epoch 13000  training loss: 0.3578852713108063
epoch 13000  clean testing loss: 0.6100100874900818
epoch 13100  training loss: 0.3554934859275818

  6%|███▍                                                        | 17395/300000 [00:33<09:04, 519.37it/s]
epoch 13200  training loss: 0.3543682396411896
epoch 13200  clean testing loss: 0.6175167560577393
epoch 13300  training loss: 0.3531395494937897
epoch 13300  clean testing loss: 0.6198792457580566
epoch 13400  training loss: 0.3520296812057495
epoch 13400  clean testing loss: 0.6208900213241577
epoch 13500  training loss: 0.3509819209575653
epoch 13500  clean testing loss: 0.624416172504425
epoch 13600  training loss: 0.35023555159568787
epoch 13600  clean testing loss: 0.6280305981636047
epoch 13700  training loss: 0.35036614537239075
epoch 13700  clean testing loss: 0.6349924802780151
epoch 13800  training loss: 0.3489087224006653
epoch 13800  clean testing loss: 0.6369268894195557
epoch 13900  training loss: 0.3465534746646881
epoch 13900  clean testing loss: 0.632766604423523
epoch 14000  training loss: 0.34718722105026245
epoch 14000  clean testing loss: 0.6312161087989807
epoch 14100  training loss: 0.3460075259208679
epoch 14100  clean testing loss: 0.6327432990074158
epoch 14200  training loss: 0.3441300690174103
epoch 14200  clean testing loss: 0.6359083652496338
epoch 14300  training loss: 0.34235280752182007
epoch 14300  clean testing loss: 0.6391977667808533
epoch 14400  training loss: 0.34254390001296997
epoch 14400  clean testing loss: 0.6472632884979248
epoch 14500  training loss: 0.3417917788028717
epoch 14500  clean testing loss: 0.6520165801048279
epoch 14600  training loss: 0.33899813890457153
epoch 14600  clean testing loss: 0.6474443674087524
epoch 14700  training loss: 0.33820781111717224
epoch 14700  clean testing loss: 0.6434096693992615
epoch 14800  training loss: 0.33856573700904846
epoch 14800  clean testing loss: 0.6576288342475891
epoch 14900  training loss: 0.3365418612957001
epoch 14900  clean testing loss: 0.6468087434768677
epoch 15000  training loss: 0.334887832403183
epoch 15000  clean testing loss: 0.654004693031311
epoch 15100  training loss: 0.33278459310531616
epoch 15100  clean testing loss: 0.6536078453063965
epoch 15200  training loss: 0.33192384243011475
epoch 15200  clean testing loss: 0.6545986533164978
epoch 15300  training loss: 0.3308961093425751
epoch 15300  clean testing loss: 0.6566062569618225
epoch 15400  training loss: 0.3302648961544037
epoch 15400  clean testing loss: 0.6567302942276001
epoch 15500  training loss: 0.3295848071575165
epoch 15500  clean testing loss: 0.6574577689170837
epoch 15600  training loss: 0.3286133110523224
epoch 15600  clean testing loss: 0.6602752804756165
epoch 15700  training loss: 0.32767975330352783
epoch 15700  clean testing loss: 0.6613966226577759
epoch 15800  training loss: 0.3260432481765747
epoch 15800  clean testing loss: 0.66527259349823
epoch 15900  training loss: 0.32497578859329224
epoch 15900  clean testing loss: 0.6677486896514893
epoch 16000  training loss: 0.32521069049835205
epoch 16000  clean testing loss: 0.6779088377952576
epoch 16100  training loss: 0.32283076643943787
epoch 16100  clean testing loss: 0.6745144128799438
epoch 16200  training loss: 0.32234612107276917
epoch 16200  clean testing loss: 0.6747794151306152
epoch 16300  training loss: 0.32154396176338196
epoch 16300  clean testing loss: 0.6759645342826843
epoch 16400  training loss: 0.32107454538345337
epoch 16400  clean testing loss: 0.6856207847595215
epoch 16500  training loss: 0.32045015692710876
epoch 16500  clean testing loss: 0.6792458891868591
epoch 16600  training loss: 0.318279504776001
epoch 16600  clean testing loss: 0.6836770176887512
epoch 16700  training loss: 0.3186856210231781
epoch 16700  clean testing loss: 0.692058801651001
epoch 16800  training loss: 0.31665748357772827
epoch 16800  clean testing loss: 0.6897509098052979
epoch 16900  training loss: 0.31596967577934265
epoch 16900  clean testing loss: 0.6891218423843384
epoch 17000  training loss: 0.31610408425331116
epoch 17000  clean testing loss: 0.6889464259147644
epoch 17100  training loss: 0.3142680823802948
epoch 17100  clean testing loss: 0.6918631792068481
epoch 17200  training loss: 0.31335416436195374
epoch 17200  clean testing loss: 0.6940920948982239
epoch 17300  training loss: 0.3138471841812134
epoch 17300  clean testing loss: 0.7025089263916016
epoch 17400  training loss: 0.3117138743400574

  6%|███▋                                                        | 18449/300000 [00:35<09:03, 518.45it/s]
epoch 17500  training loss: 0.3124367594718933
epoch 17500  clean testing loss: 0.6973463892936707
epoch 17600  training loss: 0.31019771099090576
epoch 17600  clean testing loss: 0.7024405598640442
epoch 17700  training loss: 0.3105713725090027
epoch 17700  clean testing loss: 0.7091094851493835
epoch 17800  training loss: 0.30936190485954285
epoch 17800  clean testing loss: 0.7100757360458374
epoch 17900  training loss: 0.30787011981010437
epoch 17900  clean testing loss: 0.7070496082305908
epoch 18000  training loss: 0.3070545196533203
epoch 18000  clean testing loss: 0.7088192105293274
epoch 18100  training loss: 0.3063870370388031
epoch 18100  clean testing loss: 0.7102228403091431
epoch 18200  training loss: 0.3057909905910492
epoch 18200  clean testing loss: 0.7111324071884155
epoch 18300  training loss: 0.30525776743888855
epoch 18300  clean testing loss: 0.7141122221946716
epoch 18400  training loss: 0.30466586351394653
epoch 18400  clean testing loss: 0.7127887010574341
epoch 18500  training loss: 0.3037472665309906

  7%|███▉                                                        | 19523/300000 [00:37<08:56, 522.50it/s]
epoch 18600  training loss: 0.30313897132873535
epoch 18600  clean testing loss: 0.7162070870399475
epoch 18700  training loss: 0.3031221330165863
epoch 18700  clean testing loss: 0.7163105607032776
epoch 18800  training loss: 0.3021349012851715
epoch 18800  clean testing loss: 0.7213342785835266
epoch 18900  training loss: 0.30124613642692566
epoch 18900  clean testing loss: 0.720159113407135
epoch 19000  training loss: 0.30053359270095825
epoch 19000  clean testing loss: 0.722588300704956
epoch 19100  training loss: 0.3001973330974579
epoch 19100  clean testing loss: 0.722761869430542
epoch 19200  training loss: 0.2996172308921814
epoch 19200  clean testing loss: 0.7240078449249268
epoch 19300  training loss: 0.29918745160102844
epoch 19300  clean testing loss: 0.724632203578949
epoch 19400  training loss: 0.29849275946617126
epoch 19400  clean testing loss: 0.7260876297950745
epoch 19500  training loss: 0.29786208271980286
epoch 19500  clean testing loss: 0.7279714941978455
epoch 19600  training loss: 0.296599417924881
epoch 19600  clean testing loss: 0.731124222278595
epoch 19700  training loss: 0.2960185110569
epoch 19700  clean testing loss: 0.7328267097473145
epoch 19800  training loss: 0.2957840859889984
epoch 19800  clean testing loss: 0.7357140183448792
epoch 19900  training loss: 0.2948606014251709
epoch 19900  clean testing loss: 0.7369328737258911
epoch 20000  training loss: 0.2941078543663025
epoch 20000  clean testing loss: 0.7364998459815979
epoch 20100  training loss: 0.29357078671455383
epoch 20100  clean testing loss: 0.7369591593742371
epoch 20200  training loss: 0.29291102290153503
epoch 20200  clean testing loss: 0.7395219802856445
epoch 20300  training loss: 0.29229071736335754

  7%|████                                                        | 20587/300000 [00:39<08:56, 521.17it/s]
epoch 20400  training loss: 0.29232800006866455
epoch 20400  clean testing loss: 0.7393786907196045
epoch 20500  training loss: 0.2910429835319519
epoch 20500  clean testing loss: 0.7432007193565369
epoch 20600  training loss: 0.2912333905696869
epoch 20600  clean testing loss: 0.7411655783653259
epoch 20700  training loss: 0.28997981548309326
epoch 20700  clean testing loss: 0.743802547454834
epoch 20800  training loss: 0.2899188995361328
epoch 20800  clean testing loss: 0.7487089037895203
epoch 20900  training loss: 0.288709431886673
epoch 20900  clean testing loss: 0.7488853931427002
epoch 21000  training loss: 0.2880870997905731
epoch 21000  clean testing loss: 0.7489252090454102
epoch 21100  training loss: 0.2875651717185974
epoch 21100  clean testing loss: 0.7493094205856323
epoch 21200  training loss: 0.28707489371299744
epoch 21200  clean testing loss: 0.7499300837516785
epoch 21300  training loss: 0.2866491973400116
epoch 21300  clean testing loss: 0.7506639957427979
epoch 21400  training loss: 0.28602102398872375

  7%|████▎                                                       | 21653/300000 [00:41<08:47, 527.85it/s]
epoch 21500  training loss: 0.28578826785087585
epoch 21500  clean testing loss: 0.7547389268875122
epoch 21600  training loss: 0.2852429449558258
epoch 21600  clean testing loss: 0.7525237202644348
epoch 21700  training loss: 0.2847379446029663
epoch 21700  clean testing loss: 0.7548211812973022
epoch 21800  training loss: 0.28405672311782837
epoch 21800  clean testing loss: 0.7559446096420288
epoch 21900  training loss: 0.28350889682769775
epoch 21900  clean testing loss: 0.7571538686752319
epoch 22000  training loss: 0.2831432521343231
epoch 22000  clean testing loss: 0.7602784633636475
epoch 22100  training loss: 0.2827330529689789
epoch 22100  clean testing loss: 0.7599486708641052
epoch 22200  training loss: 0.28227272629737854
epoch 22200  clean testing loss: 0.7576023936271667
epoch 22300  training loss: 0.28175652027130127
epoch 22300  clean testing loss: 0.7585930824279785
epoch 22400  training loss: 0.28103527426719666

  8%|████▌                                                       | 22663/300000 [00:43<08:47, 526.05it/s]
epoch 22500  training loss: 0.28127023577690125
epoch 22500  clean testing loss: 0.7665441632270813
epoch 22600  training loss: 0.28048884868621826
epoch 22600  clean testing loss: 0.7664486169815063
epoch 22700  training loss: 0.27945685386657715
epoch 22700  clean testing loss: 0.7654138803482056
epoch 22800  training loss: 0.2791097164154053
epoch 22800  clean testing loss: 0.7651621699333191
epoch 22900  training loss: 0.2784978747367859
epoch 22900  clean testing loss: 0.7670877575874329
epoch 23000  training loss: 0.27808433771133423
epoch 23000  clean testing loss: 0.7698787450790405
epoch 23100  training loss: 0.2775900363922119
epoch 23100  clean testing loss: 0.7696773409843445
epoch 23200  training loss: 0.2770555317401886
epoch 23200  clean testing loss: 0.7715598344802856
epoch 23300  training loss: 0.2768540382385254
epoch 23300  clean testing loss: 0.7752261161804199
epoch 23400  training loss: 0.27612465620040894
epoch 23400  clean testing loss: 0.7741312980651855
epoch 23500  training loss: 0.27608466148376465

  8%|████▋                                                       | 23706/300000 [00:45<08:59, 512.35it/s]
epoch 23600  training loss: 0.275350958108902
epoch 23600  clean testing loss: 0.7756803631782532
epoch 23700  training loss: 0.27542275190353394
epoch 23700  clean testing loss: 0.7749587297439575
epoch 23800  training loss: 0.2744464874267578
epoch 23800  clean testing loss: 0.7772876024246216
epoch 23900  training loss: 0.27447623014450073
epoch 23900  clean testing loss: 0.7776317596435547
epoch 24000  training loss: 0.27406010031700134
epoch 24000  clean testing loss: 0.7785319089889526
epoch 24100  training loss: 0.27299365401268005
epoch 24100  clean testing loss: 0.7812008261680603
epoch 24200  training loss: 0.272623747587204
epoch 24200  clean testing loss: 0.7826725244522095
epoch 24300  training loss: 0.2722582221031189
epoch 24300  clean testing loss: 0.7837015986442566
epoch 24400  training loss: 0.272024005651474
epoch 24400  clean testing loss: 0.7827367186546326
epoch 24500  training loss: 0.2714628279209137

  8%|████▉                                                       | 24747/300000 [00:47<08:51, 517.56it/s]
epoch 24600  training loss: 0.27146169543266296
epoch 24600  clean testing loss: 0.7882611751556396
epoch 24700  training loss: 0.2709921598434448
epoch 24700  clean testing loss: 0.7854503393173218
epoch 24800  training loss: 0.27074292302131653
epoch 24800  clean testing loss: 0.7864668369293213
epoch 24900  training loss: 0.26987653970718384
epoch 24900  clean testing loss: 0.7910122871398926
epoch 25000  training loss: 0.26941341161727905
epoch 25000  clean testing loss: 0.7908135652542114
epoch 25100  training loss: 0.2690906524658203
epoch 25100  clean testing loss: 0.7911779880523682
epoch 25200  training loss: 0.2690869867801666
epoch 25200  clean testing loss: 0.7962174415588379
epoch 25300  training loss: 0.26863762736320496
epoch 25300  clean testing loss: 0.7924664616584778
epoch 25400  training loss: 0.26793429255485535
epoch 25400  clean testing loss: 0.7946165800094604
epoch 25500  training loss: 0.26785197854042053
epoch 25500  clean testing loss: 0.7988652586936951
epoch 25600  training loss: 0.2674376666545868

  9%|█████▏                                                      | 25800/300000 [00:49<08:53, 514.37it/s]
epoch 25700  training loss: 0.2669747769832611
epoch 25700  clean testing loss: 0.7997295260429382
epoch 25800  training loss: 0.266765296459198
epoch 25800  clean testing loss: 0.7981135249137878
epoch 25900  training loss: 0.26597151160240173
epoch 25900  clean testing loss: 0.801235020160675
epoch 26000  training loss: 0.26575055718421936
epoch 26000  clean testing loss: 0.8024168014526367
epoch 26100  training loss: 0.26555725932121277
epoch 26100  clean testing loss: 0.8016000390052795
epoch 26200  training loss: 0.2653075158596039
epoch 26200  clean testing loss: 0.8062101006507874
epoch 26300  training loss: 0.2645334005355835
epoch 26300  clean testing loss: 0.8047413229942322
epoch 26400  training loss: 0.26420068740844727
epoch 26400  clean testing loss: 0.8055068850517273
epoch 26500  training loss: 0.2641342878341675
epoch 26500  clean testing loss: 0.8052535653114319
epoch 26600  training loss: 0.2639627158641815

  9%|█████▎                                                      | 26850/300000 [00:51<08:42, 522.42it/s]
epoch 26700  training loss: 0.26318851113319397
epoch 26700  clean testing loss: 0.8101257085800171
epoch 26800  training loss: 0.262764036655426
epoch 26800  clean testing loss: 0.8099805116653442
epoch 26900  training loss: 0.2625334858894348
epoch 26900  clean testing loss: 0.8097600340843201
epoch 27000  training loss: 0.26211243867874146
epoch 27000  clean testing loss: 0.8132503032684326
epoch 27100  training loss: 0.2617194652557373
epoch 27100  clean testing loss: 0.8131071925163269
epoch 27200  training loss: 0.261415958404541
epoch 27200  clean testing loss: 0.8139498829841614
epoch 27300  training loss: 0.2611883580684662
epoch 27300  clean testing loss: 0.8144987225532532
epoch 27400  training loss: 0.26084548234939575
epoch 27400  clean testing loss: 0.8172028064727783
epoch 27500  training loss: 0.2605409026145935
epoch 27500  clean testing loss: 0.8185142874717712
epoch 27600  training loss: 0.2604162096977234

  9%|█████▌                                                      | 27911/300000 [00:53<08:38, 524.69it/s]
epoch 27700  training loss: 0.26004528999328613
epoch 27700  clean testing loss: 0.8218433260917664
epoch 27800  training loss: 0.2595575749874115
epoch 27800  clean testing loss: 0.8207836151123047
epoch 27900  training loss: 0.25928178429603577
epoch 27900  clean testing loss: 0.8209897875785828
epoch 28000  training loss: 0.2591201961040497
epoch 28000  clean testing loss: 0.8249532580375671
epoch 28100  training loss: 0.2585667371749878
epoch 28100  clean testing loss: 0.8239572048187256
epoch 28200  training loss: 0.2585914433002472
epoch 28200  clean testing loss: 0.8236790895462036
epoch 28300  training loss: 0.25821706652641296
epoch 28300  clean testing loss: 0.8247047662734985
epoch 28400  training loss: 0.2577112317085266
epoch 28400  clean testing loss: 0.8292386531829834
epoch 28500  training loss: 0.2575635015964508
epoch 28500  clean testing loss: 0.8278217315673828
epoch 28600  training loss: 0.2570531368255615
epoch 28600  clean testing loss: 0.8304128646850586
epoch 28700  training loss: 0.25687578320503235

 10%|█████▊                                                      | 28912/300000 [00:55<08:43, 517.77it/s]
epoch 28800  training loss: 0.25660547614097595
epoch 28800  clean testing loss: 0.8305158019065857
epoch 28900  training loss: 0.25607025623321533
epoch 28900  clean testing loss: 0.8331836462020874
epoch 29000  training loss: 0.25591397285461426
epoch 29000  clean testing loss: 0.8333340287208557
epoch 29100  training loss: 0.2558045983314514
epoch 29100  clean testing loss: 0.8371926546096802
epoch 29200  training loss: 0.2552701532840729
epoch 29200  clean testing loss: 0.8349745273590088
epoch 29300  training loss: 0.25526946783065796
epoch 29300  clean testing loss: 0.8353670239448547
epoch 29400  training loss: 0.25484365224838257
epoch 29400  clean testing loss: 0.8395814895629883
epoch 29500  training loss: 0.2543981075286865
epoch 29500  clean testing loss: 0.8378927111625671
epoch 29600  training loss: 0.25411057472229004
epoch 29600  clean testing loss: 0.8410662412643433
epoch 29700  training loss: 0.2538776993751526

 10%|█████▉                                                      | 29972/300000 [00:57<08:39, 519.77it/s]
epoch 29800  training loss: 0.2537429630756378
epoch 29800  clean testing loss: 0.8434547781944275
epoch 29900  training loss: 0.25319796800613403
epoch 29900  clean testing loss: 0.8421847224235535
epoch 30000  training loss: 0.25293534994125366
epoch 30000  clean testing loss: 0.844063401222229
epoch 30100  training loss: 0.25266316533088684
epoch 30100  clean testing loss: 0.8445624113082886
epoch 30200  training loss: 0.25244495272636414
epoch 30200  clean testing loss: 0.8449133634567261
