
  0%|▏                                                                                 | 240/100000 [00:01<08:30, 195.51it/s]
epoch 7000  clean testing loss: 0.0378897525370121
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr0.01 ...
epoch 7100  training loss: 0.0872315764427185
epoch 7100  clean testing loss: 0.03635844588279724
epoch 7200  training loss: 0.08658872544765472

  8%|██████▏                                                                          | 7623/100000 [00:39<07:57, 193.32it/s]
epoch 7300  training loss: 0.08646673709154129
epoch 7300  clean testing loss: 0.036209721118211746
epoch 7400  training loss: 0.0890406146645546
epoch 7400  clean testing loss: 0.04196983575820923
epoch 7500  training loss: 0.08904891461133957
epoch 7500  clean testing loss: 0.034870535135269165
epoch 7600  training loss: 0.08541388064622879

  8%|██████▍                                                                          | 7994/100000 [00:41<08:08, 188.45it/s]
epoch 7700  training loss: 0.08473800867795944
epoch 7700  clean testing loss: 0.04202840477228165
epoch 7800  training loss: 0.08423634618520737
epoch 7800  clean testing loss: 0.03778856247663498
epoch 7900  training loss: 0.08857283741235733
epoch 7900  clean testing loss: 0.03553012013435364
epoch 8000  training loss: 0.08356315642595291
epoch 8000  clean testing loss: 0.036437179893255234

  8%|██████▊                                                                          | 8378/100000 [00:43<07:51, 194.30it/s]
epoch 8100  training loss: 0.08280711621046066
epoch 8100  clean testing loss: 0.03798091411590576
epoch 8200  training loss: 0.09706774353981018
epoch 8200  clean testing loss: 0.03786426782608032
epoch 8300  training loss: 0.08201862871646881
epoch 8300  clean testing loss: 0.03827057033777237
epoch 8400  training loss: 0.08389444649219513
  8%|██████▊                                                                          | 8460/100000 [00:43<07:58, 191.50it/s][34m[1mwandb[39m[22m: 429 encountered (Filestream rate limit exceeded, retrying in 2.4 seconds.), retrying request
  9%|███████                                                                          | 8769/100000 [00:45<08:04, 188.45it/s]
epoch 8500  training loss: 0.08157947659492493
epoch 8500  clean testing loss: 0.03847275674343109
epoch 8600  training loss: 0.08076463639736176
epoch 8600  clean testing loss: 0.03881493955850601
epoch 8700  training loss: 0.08150169253349304

  9%|███████▍                                                                         | 9158/100000 [00:47<07:44, 195.62it/s]
epoch 8800  training loss: 0.08082450926303864
epoch 8800  clean testing loss: 0.03865373507142067
epoch 8900  training loss: 0.0824870616197586
epoch 8900  clean testing loss: 0.03960900381207466
epoch 9000  training loss: 0.09014833718538284
epoch 9000  clean testing loss: 0.039616916328668594
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr0.01 ...
epoch 9100  training loss: 0.07915192097425461

 10%|███████▋                                                                         | 9539/100000 [00:49<07:51, 191.91it/s]
epoch 9200  training loss: 0.07880852371454239
epoch 9200  clean testing loss: 0.04101768508553505
epoch 9300  training loss: 0.07885724306106567
epoch 9300  clean testing loss: 0.040284641087055206
epoch 9400  training loss: 0.08370324969291687
epoch 9400  clean testing loss: 0.0427221842110157
epoch 9500  training loss: 0.07818115502595901

 10%|████████                                                                         | 9929/100000 [00:51<07:35, 197.94it/s]
epoch 9600  training loss: 0.07911735773086548
epoch 9600  clean testing loss: 0.03908124566078186
epoch 9700  training loss: 0.07821808010339737
epoch 9700  clean testing loss: 0.041669223457574844
epoch 9800  training loss: 0.07752220332622528
epoch 9800  clean testing loss: 0.040950313210487366
epoch 9900  training loss: 0.08017857372760773

 10%|████████▎                                                                       | 10318/100000 [00:53<07:44, 193.24it/s]
epoch 10000  training loss: 0.07732565701007843
epoch 10000  clean testing loss: 0.04183122143149376
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr0.01 ...
epoch 10100  training loss: 0.07678471505641937
epoch 10100  clean testing loss: 0.043577417731285095
epoch 10200  training loss: 0.07734507322311401
epoch 10200  clean testing loss: 0.04463869705796242
epoch 10300  training loss: 0.0837346538901329

 11%|████████▌                                                                       | 10711/100000 [00:55<07:38, 194.60it/s]
epoch 10400  training loss: 0.07643778622150421
epoch 10400  clean testing loss: 0.04215220734477043
epoch 10500  training loss: 0.07625184953212738
epoch 10500  clean testing loss: 0.0439046286046505
epoch 10600  training loss: 0.07596570253372192
epoch 10600  clean testing loss: 0.04377484694123268
epoch 10700  training loss: 0.07724714279174805

 11%|████████▉                                                                       | 11097/100000 [00:57<07:46, 190.50it/s]
epoch 10800  training loss: 0.07596316933631897
epoch 10800  clean testing loss: 0.042701900005340576
epoch 10900  training loss: 0.07822214066982269
epoch 10900  clean testing loss: 0.044561099261045456
epoch 11000  training loss: 0.07733635604381561
epoch 11000  clean testing loss: 0.051768284291028976
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr0.01 ...
epoch 11100  training loss: 0.07647988945245743

 11%|█████████▏                                                                      | 11485/100000 [00:59<07:28, 197.53it/s]
epoch 11200  training loss: 0.07504303008317947
epoch 11200  clean testing loss: 0.043935902416706085
epoch 11300  training loss: 0.0764012485742569
epoch 11300  clean testing loss: 0.043484874069690704
epoch 11400  training loss: 0.07641906291246414
epoch 11400  clean testing loss: 0.04768490791320801
epoch 11500  training loss: 0.07622797042131424

 12%|█████████▍                                                                      | 11873/100000 [01:01<07:34, 193.87it/s]
epoch 11600  training loss: 0.0737481564283371
epoch 11600  clean testing loss: 0.045159969478845596
epoch 11700  training loss: 0.07533208280801773
epoch 11700  clean testing loss: 0.046947404742240906
epoch 11800  training loss: 0.07985229790210724

 12%|█████████▊                                                                      | 12258/100000 [01:03<07:38, 191.44it/s]
epoch 11900  training loss: 0.07336700707674026
epoch 11900  clean testing loss: 0.0464932881295681
epoch 12000  training loss: 0.07526597380638123
epoch 12000  clean testing loss: 0.04483140632510185
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr0.01 ...
epoch 12100  training loss: 0.07261618971824646
epoch 12100  clean testing loss: 0.04685136675834656
epoch 12200  training loss: 0.07254623621702194

 13%|██████████                                                                      | 12646/100000 [01:05<07:36, 191.17it/s]
epoch 12300  training loss: 0.07170376926660538
epoch 12300  clean testing loss: 0.04661634936928749
epoch 12400  training loss: 0.07452957332134247
epoch 12400  clean testing loss: 0.05047817528247833
epoch 12500  training loss: 0.07105761766433716
epoch 12500  clean testing loss: 0.047074925154447556
epoch 12600  training loss: 0.07108934968709946

 13%|██████████▍                                                                     | 13033/100000 [01:07<07:43, 187.57it/s]
epoch 12700  training loss: 0.0710400938987732
epoch 12700  clean testing loss: 0.045743685215711594
epoch 12800  training loss: 0.07137628644704819
epoch 12800  clean testing loss: 0.04830831661820412
epoch 12900  training loss: 0.07035873085260391
epoch 12900  clean testing loss: 0.047378990799188614
epoch 13000  training loss: 0.07533246278762817
epoch 13000  clean testing loss: 0.05895071104168892

 13%|██████████▋                                                                     | 13426/100000 [01:09<07:24, 194.86it/s]
epoch 13100  training loss: 0.0695149227976799
epoch 13100  clean testing loss: 0.04813697189092636
epoch 13200  training loss: 0.06896425783634186
epoch 13200  clean testing loss: 0.049130067229270935
epoch 13300  training loss: 0.06945910304784775
epoch 13300  clean testing loss: 0.053806811571121216
epoch 13400  training loss: 0.06834758073091507

 14%|███████████                                                                     | 13798/100000 [01:11<07:30, 191.52it/s]
epoch 13500  training loss: 0.06832156330347061
epoch 13500  clean testing loss: 0.04838690161705017
epoch 13600  training loss: 0.06793522089719772
epoch 13600  clean testing loss: 0.04979459568858147
epoch 13700  training loss: 0.06800547242164612
epoch 13700  clean testing loss: 0.05045478790998459
epoch 13800  training loss: 0.06759044528007507

 14%|███████████▎                                                                    | 14191/100000 [01:13<07:11, 198.88it/s]
epoch 13900  training loss: 0.06996844708919525
epoch 13900  clean testing loss: 0.05243856832385063
epoch 14000  training loss: 0.06868084520101547
epoch 14000  clean testing loss: 0.049298785626888275
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr0.01 ...
epoch 14100  training loss: 0.06733543425798416
epoch 14100  clean testing loss: 0.052628859877586365
epoch 14200  training loss: 0.06690939515829086

 15%|███████████▋                                                                    | 14584/100000 [01:15<07:28, 190.50it/s]
epoch 14300  training loss: 0.06748969852924347
epoch 14300  clean testing loss: 0.051123056560754776
epoch 14400  training loss: 0.06741103529930115
epoch 14400  clean testing loss: 0.054768435657024384
epoch 14500  training loss: 0.07233336567878723
epoch 14500  clean testing loss: 0.05478546768426895
epoch 14600  training loss: 0.0673396959900856

 15%|███████████▉                                                                    | 14973/100000 [01:17<07:25, 190.89it/s]
epoch 14700  training loss: 0.06610403954982758
epoch 14700  clean testing loss: 0.05484849587082863
epoch 14800  training loss: 0.06819897145032883
epoch 14800  clean testing loss: 0.05290071293711662
epoch 14900  training loss: 0.06587454676628113

 15%|████████████▎                                                                   | 15358/100000 [01:19<07:21, 191.60it/s]
epoch 15000  training loss: 0.06934071332216263
epoch 15000  clean testing loss: 0.050387706607580185
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr0.01 ...
epoch 15100  training loss: 0.06502794474363327
epoch 15100  clean testing loss: 0.0524519719183445
epoch 15200  training loss: 0.06470970809459686
epoch 15200  clean testing loss: 0.05302298441529274
epoch 15300  training loss: 0.0645778626203537

 16%|████████████▌                                                                   | 15750/100000 [01:21<07:09, 196.35it/s]
epoch 15400  training loss: 0.06446295976638794
epoch 15400  clean testing loss: 0.05501634627580643
epoch 15500  training loss: 0.06448036432266235
epoch 15500  clean testing loss: 0.05366137996315956
epoch 15600  training loss: 0.06408175826072693
epoch 15600  clean testing loss: 0.054327547550201416
epoch 15700  training loss: 0.06470468640327454

 16%|████████████▉                                                                   | 16136/100000 [01:23<07:24, 188.66it/s]
epoch 15800  training loss: 0.06428992003202438
epoch 15800  clean testing loss: 0.05369352176785469
epoch 15900  training loss: 0.0645599216222763
epoch 15900  clean testing loss: 0.05313368886709213
epoch 16000  training loss: 0.0636434331536293
epoch 16000  clean testing loss: 0.05432206019759178
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr0.01 ...
epoch 16100  training loss: 0.0635211244225502

 17%|█████████████▏                                                                  | 16528/100000 [01:25<07:07, 195.13it/s]
epoch 16200  training loss: 0.06396523863077164
epoch 16200  clean testing loss: 0.05481630191206932
epoch 16300  training loss: 0.06407453864812851
epoch 16300  clean testing loss: 0.054634980857372284
epoch 16400  training loss: 0.06769146025180817
epoch 16400  clean testing loss: 0.05872489511966705
epoch 16500  training loss: 0.06285597383975983

 17%|█████████████▌                                                                  | 16900/100000 [01:27<07:12, 192.28it/s]
epoch 16600  training loss: 0.0630202516913414
epoch 16600  clean testing loss: 0.056289028376340866
epoch 16700  training loss: 0.06334289908409119
epoch 16700  clean testing loss: 0.05520983412861824
epoch 16800  training loss: 0.06327950954437256
epoch 16800  clean testing loss: 0.05410163477063179
epoch 16900  training loss: 0.06414342671632767

 17%|█████████████▊                                                                  | 17290/100000 [01:29<07:09, 192.78it/s]
epoch 17000  training loss: 0.06287176162004471
epoch 17000  clean testing loss: 0.0545736625790596
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr0.01 ...
epoch 17100  training loss: 0.062133196741342545
epoch 17100  clean testing loss: 0.05677635595202446
epoch 17200  training loss: 0.0631031021475792
epoch 17200  clean testing loss: 0.05865555256605148
epoch 17300  training loss: 0.06273969262838364

 18%|██████████████▏                                                                 | 17673/100000 [01:31<06:59, 196.22it/s]
epoch 17400  training loss: 0.06300735473632812
epoch 17400  clean testing loss: 0.05652735382318497
epoch 17500  training loss: 0.06208978593349457
epoch 17500  clean testing loss: 0.05817609652876854
epoch 17600  training loss: 0.06347006559371948

 18%|██████████████▍                                                                 | 18063/100000 [01:33<07:09, 190.77it/s]
epoch 17700  training loss: 0.0619945265352726
epoch 17700  clean testing loss: 0.05758722126483917
epoch 17800  training loss: 0.06329112499952316
epoch 17800  clean testing loss: 0.059605419635772705
epoch 17900  training loss: 0.061857230961322784
epoch 17900  clean testing loss: 0.05812018737196922
epoch 18000  training loss: 0.06148844584822655
epoch 18000  clean testing loss: 0.056675251573324203

 18%|██████████████▊                                                                 | 18452/100000 [01:35<07:07, 190.90it/s]
epoch 18100  training loss: 0.06038770079612732
epoch 18100  clean testing loss: 0.05831900238990784
epoch 18200  training loss: 0.05996124818921089
epoch 18200  clean testing loss: 0.05804974585771561
epoch 18300  training loss: 0.06000084802508354
epoch 18300  clean testing loss: 0.05839055776596069
epoch 18400  training loss: 0.059615276753902435

 19%|███████████████                                                                 | 18844/100000 [01:37<06:57, 194.24it/s]
epoch 18500  training loss: 0.059563711285591125
epoch 18500  clean testing loss: 0.059381190687417984
epoch 18600  training loss: 0.05919613316655159
epoch 18600  clean testing loss: 0.0600818507373333
epoch 18700  training loss: 0.06006611883640289
epoch 18700  clean testing loss: 0.06025591492652893
epoch 18800  training loss: 0.059419527649879456

 19%|███████████████▍                                                                | 19237/100000 [01:39<06:47, 198.40it/s]
epoch 18900  training loss: 0.058695629239082336
epoch 18900  clean testing loss: 0.05865100398659706
epoch 19000  training loss: 0.06040433049201965
epoch 19000  clean testing loss: 0.06042812019586563
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr0.01 ...
epoch 19100  training loss: 0.05873527750372887
epoch 19100  clean testing loss: 0.05892964452505112
epoch 19200  training loss: 0.05882885307073593

 20%|███████████████▋                                                                | 19624/100000 [01:41<07:04, 189.26it/s]
epoch 19300  training loss: 0.059057071805000305
epoch 19300  clean testing loss: 0.05749344080686569
epoch 19400  training loss: 0.05818478763103485
epoch 19400  clean testing loss: 0.05841345340013504
epoch 19500  training loss: 0.05837094038724899
epoch 19500  clean testing loss: 0.0590989924967289
epoch 19600  training loss: 0.057962991297245026

 20%|███████████████▉                                                                | 19994/100000 [01:43<06:59, 190.94it/s]
epoch 19700  training loss: 0.06338240206241608
epoch 19700  clean testing loss: 0.06011057272553444
epoch 19800  training loss: 0.057346053421497345
epoch 19800  clean testing loss: 0.05951477587223053
epoch 19900  training loss: 0.059290576726198196
epoch 19900  clean testing loss: 0.05877413600683212
epoch 20000  training loss: 0.05711144581437111
epoch 20000  clean testing loss: 0.05867390334606171

 20%|████████████████▎                                                               | 20403/100000 [01:45<06:51, 193.28it/s]
epoch 20100  training loss: 0.0573083870112896
epoch 20100  clean testing loss: 0.06059550866484642
epoch 20200  training loss: 0.05737102031707764
epoch 20200  clean testing loss: 0.05889717489480972
epoch 20300  training loss: 0.05761638283729553
epoch 20300  clean testing loss: 0.06261010468006134
epoch 20400  training loss: 0.057972535490989685

 21%|████████████████▋                                                               | 20792/100000 [01:47<06:45, 195.27it/s]
epoch 20500  training loss: 0.05941101908683777
epoch 20500  clean testing loss: 0.06006419658660889
epoch 20600  training loss: 0.05697517842054367
epoch 20600  clean testing loss: 0.06118880212306976
epoch 20700  training loss: 0.056567806750535965
epoch 20700  clean testing loss: 0.060033634305000305
epoch 20800  training loss: 0.05706771835684776

 21%|████████████████▉                                                               | 21181/100000 [01:49<06:46, 193.93it/s]
epoch 20900  training loss: 0.05758824571967125
epoch 20900  clean testing loss: 0.06340432167053223
epoch 21000  training loss: 0.057980287820100784
epoch 21000  clean testing loss: 0.05852983891963959
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr0.01 ...
epoch 21100  training loss: 0.05588557943701744

 22%|█████████████████▎                                                              | 21575/100000 [01:51<06:31, 200.45it/s]
epoch 21200  training loss: 0.055797114968299866
epoch 21200  clean testing loss: 0.061054956167936325
epoch 21300  training loss: 0.05552799627184868
epoch 21300  clean testing loss: 0.06149837374687195
epoch 21400  training loss: 0.055328380316495895
epoch 21400  clean testing loss: 0.06100345030426979
epoch 21500  training loss: 0.055438049137592316

 22%|█████████████████▌                                                              | 21969/100000 [01:53<06:40, 194.89it/s]
epoch 21600  training loss: 0.05522819608449936
epoch 21600  clean testing loss: 0.06186024844646454
epoch 21700  training loss: 0.055533260107040405
epoch 21700  clean testing loss: 0.06167016923427582
epoch 21800  training loss: 0.05520330369472504
epoch 21800  clean testing loss: 0.06278572231531143
epoch 21900  training loss: 0.05534747615456581

 22%|█████████████████▉                                                              | 22360/100000 [01:55<06:35, 196.30it/s]
epoch 22000  training loss: 0.05492980033159256
epoch 22000  clean testing loss: 0.06151294708251953
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr0.01 ...
epoch 22100  training loss: 0.05498366802930832
epoch 22100  clean testing loss: 0.060930874198675156
epoch 22200  training loss: 0.055258072912693024
epoch 22200  clean testing loss: 0.0612487755715847
epoch 22300  training loss: 0.05476253479719162

 23%|██████████████████▏                                                             | 22748/100000 [01:57<06:33, 196.46it/s]
epoch 22400  training loss: 0.05473507195711136
epoch 22400  clean testing loss: 0.06112157925963402
epoch 22500  training loss: 0.05452987179160118
epoch 22500  clean testing loss: 0.06169813498854637
epoch 22600  training loss: 0.054686203598976135
epoch 22600  clean testing loss: 0.06177133321762085
epoch 22700  training loss: 0.05515286698937416

 23%|██████████████████▌                                                             | 23143/100000 [01:59<06:23, 200.39it/s]
epoch 22800  training loss: 0.05488450080156326
epoch 22800  clean testing loss: 0.061351314187049866
epoch 22900  training loss: 0.0542045459151268
epoch 22900  clean testing loss: 0.06272097676992416
epoch 23000  training loss: 0.05515901744365692
epoch 23000  clean testing loss: 0.06194686144590378
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr0.01 ...
epoch 23100  training loss: 0.0548395961523056

 24%|██████████████████▊                                                             | 23532/100000 [02:01<06:36, 192.83it/s]
epoch 23200  training loss: 0.05409153923392296
epoch 23200  clean testing loss: 0.06163511052727699
epoch 23300  training loss: 0.05456271022558212
epoch 23300  clean testing loss: 0.0629454180598259
epoch 23400  training loss: 0.05411415174603462
epoch 23400  clean testing loss: 0.061835017055273056
epoch 23500  training loss: 0.05438189208507538

 24%|███████████████████▏                                                            | 23924/100000 [02:03<06:29, 195.13it/s]
epoch 23600  training loss: 0.05410201847553253
epoch 23600  clean testing loss: 0.06324969232082367
epoch 23700  training loss: 0.05408516153693199
epoch 23700  clean testing loss: 0.061903614550828934
epoch 23800  training loss: 0.05495402589440346
epoch 23800  clean testing loss: 0.06272471696138382
epoch 23900  training loss: 0.054960090667009354

 24%|███████████████████▍                                                            | 24312/100000 [02:05<06:25, 196.16it/s]
epoch 24000  training loss: 0.05356866866350174
epoch 24000  clean testing loss: 0.06157243624329567
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr0.01 ...
epoch 24100  training loss: 0.053548604249954224
epoch 24100  clean testing loss: 0.06229742243885994
epoch 24200  training loss: 0.05341356620192528
epoch 24200  clean testing loss: 0.062208253890275955
epoch 24300  training loss: 0.053542740643024445

 25%|███████████████████▊                                                            | 24705/100000 [02:07<06:36, 190.04it/s]
epoch 24400  training loss: 0.05321510508656502
epoch 24400  clean testing loss: 0.0631905198097229
epoch 24500  training loss: 0.053422123193740845
epoch 24500  clean testing loss: 0.06304825097322464
epoch 24600  training loss: 0.05320718511939049

 25%|████████████████████                                                            | 25093/100000 [02:09<06:34, 190.05it/s]
epoch 24700  training loss: 0.05373988673090935
epoch 24700  clean testing loss: 0.06301532685756683
epoch 24800  training loss: 0.053444307297468185
epoch 24800  clean testing loss: 0.06402556598186493
epoch 24900  training loss: 0.053009022027254105
epoch 24900  clean testing loss: 0.0636126846075058
epoch 25000  training loss: 0.053335562348365784
epoch 25000  clean testing loss: 0.06432513892650604

 25%|████████████████████▎                                                           | 25461/100000 [02:11<06:27, 192.60it/s]
epoch 25100  training loss: 0.05289392173290253
epoch 25100  clean testing loss: 0.06303030252456665
epoch 25200  training loss: 0.05295164883136749
epoch 25200  clean testing loss: 0.06410382688045502
epoch 25300  training loss: 0.05293414741754532
epoch 25300  clean testing loss: 0.06523868441581726
epoch 25400  training loss: 0.053137484937906265

 26%|████████████████████▋                                                           | 25854/100000 [02:13<06:15, 197.64it/s]
