
  0%|▏                                                             | 660/300000 [00:01<09:11, 542.33it/s]
epoch 3100  clean testing loss: 0.017720866948366165
epoch 3200  training loss: 0.017124585807323456
epoch 3200  clean testing loss: 0.017635662108659744
epoch 3300  training loss: 0.016994517296552658
epoch 3300  clean testing loss: 0.017555778846144676
epoch 3400  training loss: 0.016880188137292862
epoch 3400  clean testing loss: 0.01749422959983349
epoch 3500  training loss: 0.016962485387921333
epoch 3500  clean testing loss: 0.017604684457182884
epoch 3600  training loss: 0.016649682074785233
epoch 3600  clean testing loss: 0.017342081293463707
epoch 3700  training loss: 0.01653606817126274
epoch 3700  clean testing loss: 0.017269207164645195
epoch 3800  training loss: 0.01645469106733799
epoch 3800  clean testing loss: 0.017245780676603317
epoch 3900  training loss: 0.01678626611828804
epoch 3900  clean testing loss: 0.017553670331835747
epoch 4000  training loss: 0.01633082889020443
epoch 4000  clean testing loss: 0.017097752541303635
epoch 4100  training loss: 0.01615893840789795

  2%|█                                                            | 5151/300000 [00:09<08:52, 553.96it/s]
epoch 4200  training loss: 0.016095224767923355
epoch 4200  clean testing loss: 0.01696605421602726
epoch 4300  training loss: 0.01607157662510872
epoch 4300  clean testing loss: 0.01696844771504402
epoch 4400  training loss: 0.015963049605488777
epoch 4400  clean testing loss: 0.01690211519598961
epoch 4500  training loss: 0.015855100005865097
epoch 4500  clean testing loss: 0.016797250136733055
epoch 4600  training loss: 0.016123438253998756
epoch 4600  clean testing loss: 0.017138876020908356
epoch 4700  training loss: 0.01574145443737507
epoch 4700  clean testing loss: 0.016709033399820328
epoch 4800  training loss: 0.015646588057279587
epoch 4800  clean testing loss: 0.016648689284920692
epoch 4900  training loss: 0.015596245415508747
epoch 4900  clean testing loss: 0.016608037054538727
epoch 5000  training loss: 0.015577198006212711
epoch 5000  clean testing loss: 0.016609618440270424
epoch 5100  training loss: 0.015489035286009312
epoch 5100  clean testing loss: 0.01654938980937004
epoch 5200  training loss: 0.015416283160448074

  2%|█▎                                                           | 6213/300000 [00:11<08:50, 554.20it/s]
epoch 5300  training loss: 0.015583495609462261
epoch 5300  clean testing loss: 0.016689609736204147
epoch 5400  training loss: 0.015291719697415829
epoch 5400  clean testing loss: 0.01641388051211834
epoch 5500  training loss: 0.015228791162371635
epoch 5500  clean testing loss: 0.016370786353945732
epoch 5600  training loss: 0.015174374915659428
epoch 5600  clean testing loss: 0.016324952244758606
epoch 5700  training loss: 0.015113424509763718
epoch 5700  clean testing loss: 0.01628826931118965
epoch 5800  training loss: 0.015063437633216381
epoch 5800  clean testing loss: 0.01624269224703312
epoch 5900  training loss: 0.015059477649629116
epoch 5900  clean testing loss: 0.01624051295220852
epoch 6000  training loss: 0.014985587447881699
epoch 6000  clean testing loss: 0.016194067895412445
epoch 6100  training loss: 0.014925103634595871
epoch 6100  clean testing loss: 0.016167445108294487
epoch 6200  training loss: 0.014887908473610878
epoch 6200  clean testing loss: 0.01614459417760372
epoch 6300  training loss: 0.01485261507332325

  2%|█▍                                                           | 7333/300000 [00:13<08:47, 554.56it/s]
epoch 6400  training loss: 0.014822470024228096
epoch 6400  clean testing loss: 0.01612643525004387
epoch 6500  training loss: 0.014860158786177635
epoch 6500  clean testing loss: 0.01619969680905342
epoch 6600  training loss: 0.014768806286156178
epoch 6600  clean testing loss: 0.016070935875177383
epoch 6700  training loss: 0.014719219878315926
epoch 6700  clean testing loss: 0.016046546399593353
epoch 6800  training loss: 0.014722859486937523
epoch 6800  clean testing loss: 0.016053568571805954
epoch 6900  training loss: 0.014715570956468582
epoch 6900  clean testing loss: 0.016044553369283676
epoch 7000  training loss: 0.014730643481016159
epoch 7000  clean testing loss: 0.0161515511572361
epoch 7100  training loss: 0.014602504670619965
epoch 7100  clean testing loss: 0.015985995531082153
epoch 7200  training loss: 0.014586822129786015
epoch 7200  clean testing loss: 0.016030333936214447
epoch 7300  training loss: 0.014564949087798595
epoch 7300  clean testing loss: 0.01602938584983349
epoch 7400  training loss: 0.014508326537907124

  3%|█▋                                                           | 8453/300000 [00:15<08:46, 554.08it/s]
epoch 7500  training loss: 0.014523115940392017
epoch 7500  clean testing loss: 0.015993967652320862
epoch 7600  training loss: 0.014454692602157593
epoch 7600  clean testing loss: 0.01590694487094879
epoch 7700  training loss: 0.014430456794798374
epoch 7700  clean testing loss: 0.015925638377666473
epoch 7800  training loss: 0.01440215390175581
epoch 7800  clean testing loss: 0.015892567113041878
epoch 7900  training loss: 0.014393589459359646
epoch 7900  clean testing loss: 0.01594611257314682
epoch 8000  training loss: 0.014350430108606815
epoch 8000  clean testing loss: 0.015873229131102562
epoch 8100  training loss: 0.014329913072288036
epoch 8100  clean testing loss: 0.01589302346110344
epoch 8200  training loss: 0.014300627633929253
epoch 8200  clean testing loss: 0.015857793390750885
epoch 8300  training loss: 0.014306006953120232
epoch 8300  clean testing loss: 0.015911146998405457
epoch 8400  training loss: 0.014252573251724243
epoch 8400  clean testing loss: 0.015853064134716988
epoch 8500  training loss: 0.014236733317375183

  3%|█▉                                                           | 9573/300000 [00:17<08:45, 552.66it/s]
epoch 8600  training loss: 0.01423663180321455
epoch 8600  clean testing loss: 0.015871617943048477
epoch 8700  training loss: 0.014185627922415733
epoch 8700  clean testing loss: 0.015810493379831314
epoch 8800  training loss: 0.014197456650435925
epoch 8800  clean testing loss: 0.015876946970820427
epoch 8900  training loss: 0.014152535237371922
epoch 8900  clean testing loss: 0.01579458639025688
epoch 9000  training loss: 0.014215361326932907
epoch 9000  clean testing loss: 0.015835415571928024
epoch 9100  training loss: 0.014108528383076191
epoch 9100  clean testing loss: 0.01579139195382595
epoch 9200  training loss: 0.014093414880335331
epoch 9200  clean testing loss: 0.015784205868840218
epoch 9300  training loss: 0.014078856445848942
epoch 9300  clean testing loss: 0.015770448371767998
epoch 9400  training loss: 0.014065430499613285
epoch 9400  clean testing loss: 0.015765732154250145
epoch 9500  training loss: 0.01408075075596571
epoch 9500  clean testing loss: 0.01575850509107113
epoch 9600  training loss: 0.014057164080440998

  4%|██▏                                                         | 10693/300000 [00:19<08:42, 553.36it/s]
epoch 9700  training loss: 0.014046013355255127
epoch 9700  clean testing loss: 0.015804573893547058
epoch 9800  training loss: 0.014050406403839588
epoch 9800  clean testing loss: 0.015759795904159546
epoch 9900  training loss: 0.014013857580721378
epoch 9900  clean testing loss: 0.01578766293823719
epoch 10000  training loss: 0.013994263485074043
epoch 10000  clean testing loss: 0.015784069895744324
epoch 10100  training loss: 0.013989044353365898
epoch 10100  clean testing loss: 0.015720561146736145
epoch 10200  training loss: 0.014060682617127895
epoch 10200  clean testing loss: 0.015912825241684914
epoch 10300  training loss: 0.013975298963487148
epoch 10300  clean testing loss: 0.015720903873443604
epoch 10400  training loss: 0.01398072112351656
epoch 10400  clean testing loss: 0.01580752432346344
epoch 10500  training loss: 0.01392682921141386
epoch 10500  clean testing loss: 0.015712516382336617
epoch 10600  training loss: 0.013980389572679996
epoch 10600  clean testing loss: 0.015827691182494164
epoch 10700  training loss: 0.013919505290687084

  4%|██▎                                                         | 11813/300000 [00:21<08:41, 552.65it/s]
epoch 10800  training loss: 0.013899124227464199
epoch 10800  clean testing loss: 0.015708277001976967
epoch 10900  training loss: 0.013894646428525448
epoch 10900  clean testing loss: 0.015707826241850853
epoch 11000  training loss: 0.013892886228859425
epoch 11000  clean testing loss: 0.015694696456193924
epoch 11100  training loss: 0.013887045904994011
epoch 11100  clean testing loss: 0.01574081741273403
epoch 11200  training loss: 0.013863703235983849
epoch 11200  clean testing loss: 0.015684716403484344
epoch 11300  training loss: 0.013874447904527187
epoch 11300  clean testing loss: 0.015682924538850784
epoch 11400  training loss: 0.013866379857063293
epoch 11400  clean testing loss: 0.015688050538301468
epoch 11500  training loss: 0.01385014969855547
epoch 11500  clean testing loss: 0.0156842153519392
epoch 11600  training loss: 0.01384057104587555
epoch 11600  clean testing loss: 0.015707921236753464
epoch 11700  training loss: 0.013855159282684326
epoch 11700  clean testing loss: 0.015735846012830734
epoch 11800  training loss: 0.013855041936039925

  4%|██▌                                                         | 12933/300000 [00:23<08:38, 553.83it/s]
epoch 11900  training loss: 0.013882317580282688
epoch 11900  clean testing loss: 0.015693487599492073
epoch 12000  training loss: 0.013804962858557701
epoch 12000  clean testing loss: 0.01566784270107746
epoch 12100  training loss: 0.013797586783766747
epoch 12100  clean testing loss: 0.015671320259571075
epoch 12200  training loss: 0.013791205361485481
epoch 12200  clean testing loss: 0.015657400712370872
epoch 12300  training loss: 0.01378621906042099
epoch 12300  clean testing loss: 0.015656650066375732
epoch 12400  training loss: 0.013781212270259857
epoch 12400  clean testing loss: 0.01563841477036476
epoch 12500  training loss: 0.013783127069473267
epoch 12500  clean testing loss: 0.015671847388148308
epoch 12600  training loss: 0.013836790807545185
epoch 12600  clean testing loss: 0.015761928632855415
epoch 12700  training loss: 0.013771881349384785
epoch 12700  clean testing loss: 0.015649065375328064
epoch 12800  training loss: 0.013769660145044327
epoch 12800  clean testing loss: 0.01564176380634308
epoch 12900  training loss: 0.013783319853246212

  4%|██▌                                                         | 13045/300000 [00:23<08:38, 553.42it/s]
epoch 13000  training loss: 0.013775321654975414
epoch 13000  clean testing loss: 0.015613526105880737
epoch 13100  training loss: 0.013757091946899891

  7%|███▉                                                        | 19566/300000 [00:35<08:33, 546.59it/s]
epoch 13200  training loss: 0.0137674855068326
epoch 13200  clean testing loss: 0.015653720125555992
epoch 13300  training loss: 0.013750283047556877
epoch 13300  clean testing loss: 0.015606578439474106
epoch 13400  training loss: 0.013753687962889671
epoch 13400  clean testing loss: 0.015599929727613926
epoch 13500  training loss: 0.0137482900172472
epoch 13500  clean testing loss: 0.01563095487654209
epoch 13600  training loss: 0.013755925931036472
epoch 13600  clean testing loss: 0.01563595049083233
epoch 13700  training loss: 0.013764694333076477
epoch 13700  clean testing loss: 0.01559291873127222
epoch 13800  training loss: 0.013743498362600803
epoch 13800  clean testing loss: 0.01557960081845522
epoch 13900  training loss: 0.013758625835180283
epoch 13900  clean testing loss: 0.015576993115246296
epoch 14000  training loss: 0.01373168732970953
epoch 14000  clean testing loss: 0.015579772181808949
epoch 14100  training loss: 0.013747001998126507
epoch 14100  clean testing loss: 0.015614323318004608
epoch 14200  training loss: 0.013741567730903625
epoch 14200  clean testing loss: 0.015597213990986347
epoch 14300  training loss: 0.01374139729887247
epoch 14300  clean testing loss: 0.015558273531496525
epoch 14400  training loss: 0.013738361187279224
epoch 14400  clean testing loss: 0.015555046498775482
epoch 14500  training loss: 0.01372850127518177
epoch 14500  clean testing loss: 0.015562480315566063
epoch 14600  training loss: 0.013732188381254673
epoch 14600  clean testing loss: 0.015556063503026962
epoch 14700  training loss: 0.0137853492051363
epoch 14700  clean testing loss: 0.015555725432932377
epoch 14800  training loss: 0.013782315887510777
epoch 14800  clean testing loss: 0.015558755025267601
epoch 14900  training loss: 0.013730880804359913
epoch 14900  clean testing loss: 0.01556809525936842
epoch 15000  training loss: 0.013732992112636566
epoch 15000  clean testing loss: 0.01554231159389019
epoch 15100  training loss: 0.013723816722631454
epoch 15100  clean testing loss: 0.015550627373158932
epoch 15200  training loss: 0.013723633252084255
epoch 15200  clean testing loss: 0.01555805653333664
epoch 15300  training loss: 0.013723552227020264
epoch 15300  clean testing loss: 0.0155582120642066
epoch 15400  training loss: 0.013725196942687035
epoch 15400  clean testing loss: 0.015563379041850567
epoch 15500  training loss: 0.013736664317548275
epoch 15500  clean testing loss: 0.015549467876553535
epoch 15600  training loss: 0.013734652660787106
epoch 15600  clean testing loss: 0.015560350380837917
epoch 15700  training loss: 0.013727227225899696
epoch 15700  clean testing loss: 0.015581086277961731
epoch 15800  training loss: 0.013822771608829498
epoch 15800  clean testing loss: 0.015604117885231972
epoch 15900  training loss: 0.013727519661188126
epoch 15900  clean testing loss: 0.01558180246502161
epoch 16000  training loss: 0.013742306269705296
epoch 16000  clean testing loss: 0.015565783716738224
epoch 16100  training loss: 0.01373253297060728
epoch 16100  clean testing loss: 0.01556207612156868
epoch 16200  training loss: 0.013732561841607094
epoch 16200  clean testing loss: 0.015569968149065971
epoch 16300  training loss: 0.013733111321926117
epoch 16300  clean testing loss: 0.015587596222758293
epoch 16400  training loss: 0.013730510137975216
epoch 16400  clean testing loss: 0.015578564256429672
epoch 16500  training loss: 0.01374521292746067
epoch 16500  clean testing loss: 0.015620611608028412
epoch 16600  training loss: 0.013732622377574444
epoch 16600  clean testing loss: 0.01558274682611227
epoch 16700  training loss: 0.013733956031501293
epoch 16700  clean testing loss: 0.015580376610159874
epoch 16800  training loss: 0.013737181201577187
epoch 16800  clean testing loss: 0.015579735860228539
epoch 16900  training loss: 0.013744397088885307
epoch 16900  clean testing loss: 0.01562087144702673
epoch 17000  training loss: 0.01374052558094263
epoch 17000  clean testing loss: 0.015620103105902672
epoch 17100  training loss: 0.01375194825232029
epoch 17100  clean testing loss: 0.01558641716837883
epoch 17200  training loss: 0.013740954920649529
epoch 17200  clean testing loss: 0.01559907104820013
epoch 17300  training loss: 0.01374990027397871
epoch 17300  clean testing loss: 0.01562729850411415
epoch 17400  training loss: 0.013745816424489021
epoch 17400  clean testing loss: 0.015611223876476288
epoch 17500  training loss: 0.013756894506514072
epoch 17500  clean testing loss: 0.015649117529392242
epoch 17600  training loss: 0.013765893876552582
epoch 17600  clean testing loss: 0.015652550384402275
epoch 17700  training loss: 0.01375151239335537
epoch 17700  clean testing loss: 0.015612050890922546
epoch 17800  training loss: 0.013757348991930485
epoch 17800  clean testing loss: 0.01563362404704094
epoch 17900  training loss: 0.013764888979494572
epoch 17900  clean testing loss: 0.015650594606995583
epoch 18000  training loss: 0.013765267096459866
epoch 18000  clean testing loss: 0.015622807666659355
epoch 18100  training loss: 0.01375734992325306
epoch 18100  clean testing loss: 0.015620334073901176
epoch 18200  training loss: 0.01375847402960062
epoch 18200  clean testing loss: 0.015618638135492802
epoch 18300  training loss: 0.01375952921807766
epoch 18300  clean testing loss: 0.015615245327353477
epoch 18400  training loss: 0.013761553913354874
epoch 18400  clean testing loss: 0.015621994622051716
epoch 18500  training loss: 0.013762186281383038
epoch 18500  clean testing loss: 0.015621696598827839
epoch 18600  training loss: 0.013774141669273376
epoch 18600  clean testing loss: 0.01560614351183176
epoch 18700  training loss: 0.013770584017038345
epoch 18700  clean testing loss: 0.015607376582920551
epoch 18800  training loss: 0.013777241110801697
epoch 18800  clean testing loss: 0.015610483475029469
epoch 18900  training loss: 0.013789687305688858
epoch 18900  clean testing loss: 0.01565084047615528
epoch 19000  training loss: 0.013818125240504742
epoch 19000  clean testing loss: 0.015677154064178467
epoch 19100  training loss: 0.013804620131850243
epoch 19100  clean testing loss: 0.01561360340565443
epoch 19200  training loss: 0.013782263733446598
epoch 19200  clean testing loss: 0.01560034416615963
epoch 19300  training loss: 0.01378634199500084

  7%|████▏                                                       | 20666/300000 [00:37<08:29, 547.82it/s]
epoch 19400  training loss: 0.013779095374047756
epoch 19400  clean testing loss: 0.015600668266415596
epoch 19500  training loss: 0.013787115924060345
epoch 19500  clean testing loss: 0.015599013306200504
epoch 19600  training loss: 0.013787525705993176
epoch 19600  clean testing loss: 0.015594353899359703
epoch 19700  training loss: 0.013783364556729794
epoch 19700  clean testing loss: 0.015597078949213028
epoch 19800  training loss: 0.013784010894596577
epoch 19800  clean testing loss: 0.015600212849676609
epoch 19900  training loss: 0.013789864256978035
epoch 19900  clean testing loss: 0.01558445580303669
epoch 20000  training loss: 0.013790678232908249
epoch 20000  clean testing loss: 0.015610861591994762
epoch 20100  training loss: 0.013797254301607609
epoch 20100  clean testing loss: 0.015626227483153343
epoch 20200  training loss: 0.013799265958368778
epoch 20200  clean testing loss: 0.015626097097992897
epoch 20300  training loss: 0.013793611899018288
epoch 20300  clean testing loss: 0.015588104724884033
epoch 20400  training loss: 0.013793133199214935

  7%|████▎                                                       | 21767/300000 [00:39<08:28, 547.34it/s]
epoch 20500  training loss: 0.01379533763974905
epoch 20500  clean testing loss: 0.015587977133691311
epoch 20600  training loss: 0.013796938583254814
epoch 20600  clean testing loss: 0.015597292222082615
epoch 20700  training loss: 0.013805250637233257
epoch 20700  clean testing loss: 0.01562096644192934
epoch 20800  training loss: 0.013801331631839275
epoch 20800  clean testing loss: 0.015588685870170593
epoch 20900  training loss: 0.013811381533741951
epoch 20900  clean testing loss: 0.015583207830786705
epoch 21000  training loss: 0.013807927258312702
epoch 21000  clean testing loss: 0.015596190467476845
epoch 21100  training loss: 0.013806118629872799
epoch 21100  clean testing loss: 0.01559172011911869
epoch 21200  training loss: 0.01380674447864294
epoch 21200  clean testing loss: 0.015591653995215893
epoch 21300  training loss: 0.01380640547722578
epoch 21300  clean testing loss: 0.015599850565195084
epoch 21400  training loss: 0.013808147050440311
epoch 21400  clean testing loss: 0.015603512525558472
epoch 21500  training loss: 0.013809348456561565

  8%|████▌                                                       | 22815/300000 [00:41<08:26, 546.78it/s]
epoch 21600  training loss: 0.013811148703098297
epoch 21600  clean testing loss: 0.015594926662743092
epoch 21700  training loss: 0.013813176192343235
epoch 21700  clean testing loss: 0.01559474691748619
epoch 21800  training loss: 0.013812996447086334
epoch 21800  clean testing loss: 0.015597542747855186
epoch 21900  training loss: 0.01383444108068943
epoch 21900  clean testing loss: 0.01564626209437847
epoch 22000  training loss: 0.013816424645483494
epoch 22000  clean testing loss: 0.015606909990310669
epoch 22100  training loss: 0.013848768547177315
epoch 22100  clean testing loss: 0.015674713999032974
epoch 22200  training loss: 0.013820896856486797
epoch 22200  clean testing loss: 0.015597664751112461
epoch 22300  training loss: 0.013816557824611664
epoch 22300  clean testing loss: 0.015600991435348988
epoch 22400  training loss: 0.013823318295180798
epoch 22400  clean testing loss: 0.01563222147524357
epoch 22500  training loss: 0.013823304325342178
epoch 22500  clean testing loss: 0.0156250037252903
epoch 22600  training loss: 0.013820555992424488

  8%|████▌                                                       | 22982/300000 [00:41<08:23, 550.48it/s]
epoch 22700  training loss: 0.01382139790803194
epoch 22700  clean testing loss: 0.01561790145933628
epoch 22800  training loss: 0.013827749527990818
epoch 22800  clean testing loss: 0.015635637566447258
epoch 22900  training loss: 0.013828990049660206
epoch 22900  clean testing loss: 0.015627631917595863
epoch 23000  training loss: 0.013832186348736286

  8%|█████                                                       | 25030/300000 [00:45<08:24, 544.80it/s]
epoch 23100  training loss: 0.013831034302711487
epoch 23100  clean testing loss: 0.015615342184901237
epoch 23200  training loss: 0.013833382166922092
epoch 23200  clean testing loss: 0.01563061773777008
epoch 23300  training loss: 0.013842825777828693
epoch 23300  clean testing loss: 0.015652649104595184
epoch 23400  training loss: 0.01384743582457304
epoch 23400  clean testing loss: 0.015658453106880188
epoch 23500  training loss: 0.013844378292560577
epoch 23500  clean testing loss: 0.01564941182732582
epoch 23600  training loss: 0.013844029046595097
epoch 23600  clean testing loss: 0.015638276934623718
epoch 23700  training loss: 0.013846023939549923
epoch 23700  clean testing loss: 0.015643008053302765
epoch 23800  training loss: 0.013856127858161926
epoch 23800  clean testing loss: 0.015630565583705902
epoch 23900  training loss: 0.013857454992830753
epoch 23900  clean testing loss: 0.01563256047666073
epoch 24000  training loss: 0.013855073601007462
epoch 24000  clean testing loss: 0.015634195879101753
epoch 24100  training loss: 0.013855121098458767
epoch 24100  clean testing loss: 0.015644613653421402
epoch 24200  training loss: 0.013857385143637657
epoch 24200  clean testing loss: 0.015647098422050476
epoch 24300  training loss: 0.013858591206371784
epoch 24300  clean testing loss: 0.01564577780663967
epoch 24400  training loss: 0.013861595652997494
epoch 24400  clean testing loss: 0.015647396445274353
epoch 24500  training loss: 0.013866173103451729
epoch 24500  clean testing loss: 0.015644526109099388
epoch 24600  training loss: 0.013865879736840725
epoch 24600  clean testing loss: 0.015659887343645096
epoch 24700  training loss: 0.013867306523025036
epoch 24700  clean testing loss: 0.015656564384698868
epoch 24800  training loss: 0.01386882085353136
epoch 24800  clean testing loss: 0.015660172328352928
epoch 24900  training loss: 0.013874704018235207
epoch 24900  clean testing loss: 0.015676401555538177
epoch 25000  training loss: 0.01387924887239933
epoch 25000  clean testing loss: 0.015654306858778
epoch 25100  training loss: 0.01387917809188366
epoch 25100  clean testing loss: 0.01567850448191166
epoch 25200  training loss: 0.01387910358607769
epoch 25200  clean testing loss: 0.015669601038098335
epoch 25300  training loss: 0.013883151113986969

  9%|█████▏                                                      | 26130/300000 [00:47<08:20, 546.84it/s]
epoch 25400  training loss: 0.01388397067785263
epoch 25400  clean testing loss: 0.01567336916923523
epoch 25500  training loss: 0.013886132277548313
epoch 25500  clean testing loss: 0.015674296766519547
epoch 25600  training loss: 0.013888772577047348
epoch 25600  clean testing loss: 0.015663165599107742
epoch 25700  training loss: 0.013889818452298641
epoch 25700  clean testing loss: 0.015673769637942314
epoch 25800  training loss: 0.013892127200961113
epoch 25800  clean testing loss: 0.01567515730857849
epoch 25900  training loss: 0.013894322328269482
epoch 25900  clean testing loss: 0.015682071447372437
epoch 26000  training loss: 0.01390756480395794
epoch 26000  clean testing loss: 0.015712758526206017
epoch 26100  training loss: 0.01390010491013527
epoch 26100  clean testing loss: 0.01568831317126751
epoch 26200  training loss: 0.01390653382986784
epoch 26200  clean testing loss: 0.015703223645687103
epoch 26300  training loss: 0.013903557322919369
epoch 26300  clean testing loss: 0.015688225626945496
epoch 26400  training loss: 0.013911997899413109

  9%|█████▍                                                      | 27232/300000 [00:49<08:19, 546.47it/s]
epoch 26500  training loss: 0.013908963650465012
epoch 26500  clean testing loss: 0.01570885255932808
epoch 26600  training loss: 0.013909168541431427
epoch 26600  clean testing loss: 0.015708206221461296
epoch 26700  training loss: 0.013907959684729576
epoch 26700  clean testing loss: 0.0157027505338192
epoch 26800  training loss: 0.013909051194787025
epoch 26800  clean testing loss: 0.015700843185186386
epoch 26900  training loss: 0.013910469599068165
epoch 26900  clean testing loss: 0.015698721632361412
epoch 27000  training loss: 0.013914033770561218
epoch 27000  clean testing loss: 0.015708742663264275
epoch 27100  training loss: 0.013913268223404884
epoch 27100  clean testing loss: 0.015699399635195732
epoch 27200  training loss: 0.013914776965975761
epoch 27200  clean testing loss: 0.015703260898590088
epoch 27300  training loss: 0.0139164412394166
epoch 27300  clean testing loss: 0.015700293704867363
epoch 27400  training loss: 0.013918917626142502
epoch 27400  clean testing loss: 0.015696324408054352
epoch 27500  training loss: 0.013923997059464455

  9%|█████▌                                                      | 27562/300000 [00:50<08:18, 546.55it/s]
epoch 27600  training loss: 0.013923440128564835

 11%|██████▊                                                     | 34081/300000 [01:02<08:08, 544.91it/s]
epoch 27700  training loss: 0.013924277387559414
epoch 27700  clean testing loss: 0.015694675967097282
epoch 27800  training loss: 0.01392519660294056
epoch 27800  clean testing loss: 0.01569688692688942
epoch 27900  training loss: 0.013928086496889591
epoch 27900  clean testing loss: 0.015708040446043015
epoch 28000  training loss: 0.0139309735968709
epoch 28000  clean testing loss: 0.015708360821008682
epoch 28100  training loss: 0.013940890319645405
epoch 28100  clean testing loss: 0.015726378187537193
epoch 28200  training loss: 0.013934282585978508
epoch 28200  clean testing loss: 0.01568961888551712
epoch 28300  training loss: 0.013934915885329247
epoch 28300  clean testing loss: 0.015696696937084198
epoch 28400  training loss: 0.01394005585461855
epoch 28400  clean testing loss: 0.015692342072725296
epoch 28500  training loss: 0.01393822580575943
epoch 28500  clean testing loss: 0.01569456048309803
epoch 28600  training loss: 0.01394369825720787
epoch 28600  clean testing loss: 0.01571469008922577
epoch 28700  training loss: 0.013950424268841743
epoch 28700  clean testing loss: 0.015725061297416687
epoch 28800  training loss: 0.013945830054581165
epoch 28800  clean testing loss: 0.015693847090005875
epoch 28900  training loss: 0.013952720910310745
epoch 28900  clean testing loss: 0.015685712918639183
epoch 29000  training loss: 0.013949215412139893
epoch 29000  clean testing loss: 0.015700310468673706
epoch 29100  training loss: 0.013951979577541351
epoch 29100  clean testing loss: 0.01570962369441986
epoch 29200  training loss: 0.013959762640297413
epoch 29200  clean testing loss: 0.015716377645730972
epoch 29300  training loss: 0.01395421102643013
epoch 29300  clean testing loss: 0.015686634927988052
epoch 29400  training loss: 0.013959221541881561
epoch 29400  clean testing loss: 0.015686409547924995
epoch 29500  training loss: 0.013957248069345951
epoch 29500  clean testing loss: 0.015693647786974907
epoch 29600  training loss: 0.013959266245365143
epoch 29600  clean testing loss: 0.01568729802966118
epoch 29700  training loss: 0.013962473720312119
epoch 29700  clean testing loss: 0.015700682997703552
epoch 29800  training loss: 0.013964102603495121
epoch 29800  clean testing loss: 0.01569758728146553
epoch 29900  training loss: 0.013966202735900879
epoch 29900  clean testing loss: 0.015682876110076904
epoch 30000  training loss: 0.013966141268610954
epoch 30000  clean testing loss: 0.015689222142100334
epoch 30100  training loss: 0.013967485167086124
epoch 30100  clean testing loss: 0.015681177377700806
epoch 30200  training loss: 0.013968703337013721
epoch 30200  clean testing loss: 0.015688003972172737
epoch 30300  training loss: 0.013970335945487022
